Sample,SampleType,Easting,Northing,Ag,As,Au,Be,Bi,Cd,Ce,Co,Cs,Ga,Ge,Hf,Hg,In,La,Lu,Mo,Nb,Pb,Pd,Pt,Rb,Sb,Sc,Se,Sn,Ta,Tb,Te,Th,Tl,U,W,Y,Yb,Al,B,Ba,Ca,Cr,Cu,Fe,K,Li,Mg,Mn,Na,Ni,P,S,Sr,Ti,V,Zn,Zr,Analytical_method
558948,A,322787,434161,0.13,4,0.05,0.2,0.42,0.44,5.59,1.2,0.43,2.5,0.05,0.05,0.15,0.03,2.6,0.01,1.35,0.54,80.2,0.25,0.05,2.8,1.29,0.7,2,1.9,0.025,0.06,0.025,0.9,0.07,0.34,0.1,1.15,0.05,0.38,5,29,0.13,11,8.9,0.32,0.04,1,0.09,21,0.03,4.6,480,0.41,15.3,0.02,19,21,1,ICM12B
558949,A,319311,433180,0.22,9.6,0.05,0.3,0.5,0.49,11.7,1.7,0.37,2,0.05,0.025,0.2,0.05,6,0.03,0.92,0.37,106,0.25,0.05,2,1.55,0.3,2,2.9,0.025,0.12,0.07,0.5,0.34,0.39,0.2,2.8,0.2,0.45,5,29,0.16,15,20,0.81,0.06,0.5,0.1,33,0.03,9.5,890,0.51,16.5,0.005,13,35,0.6,ICM12B
558950,A,311151,433926,0.13,5.4,0.05,0.5,0.12,0.29,33.7,5.7,0.57,4.5,0.05,0.025,0.09,0.01,15.1,0.12,0.34,0.62,17.5,0.25,0.05,10.2,0.25,1.4,0.5,0.7,0.025,0.38,0.025,1.2,0.17,1.65,0.05,9.75,0.8,1.18,5,55,0.24,21,45.4,1.66,0.14,11,0.34,281,0.02,11.9,1250,0.08,10.9,0.01,34,40,1.2,ICM12B
558951,A,315434,431293,0.2,6.9,0.05,0.1,0.49,0.98,1.2,0.4,0.025,0.9,0.1,0.025,0.18,0.05,0.6,0.005,0.67,0.1,127,0.25,0.05,0.4,1.95,0.05,2,2.6,0.025,0.01,0.025,0.2,0.17,0.13,0.1,0.42,0.05,0.08,5,10,0.23,3,7.3,0.11,0.03,0.5,0.12,12,0.04,3.4,440,0.37,24.6,0.005,5,47,0.6,ICM12B
558952,A,317769,443102,0.14,4.1,0.05,0.2,0.25,0.64,7.73,2.6,0.12,2.9,0.05,0.06,0.22,0.03,3.4,0.04,0.95,0.53,58.9,0.25,0.05,0.9,0.75,2.2,2,1.5,0.025,0.14,0.025,0.3,0.06,0.45,0.05,3.53,0.3,0.75,5,16,0.18,20,21,1.01,0.06,1,0.08,17,0.04,9.3,910,0.47,18.5,0.04,30,25,2.2,ICM12B
558953,A,316230,430430,0.21,6.5,0.05,0.1,0.49,1.35,1.2,0.5,0.07,1,0.2,0.025,0.19,0.05,0.6,0.005,0.88,0.11,135,0.25,0.05,0.6,2.05,0.05,2,3.4,0.025,0.01,0.025,0.1,0.18,0.14,0.2,0.45,0.05,0.07,5,10,0.28,3,9.2,0.11,0.04,0.5,0.11,15,0.04,3.3,330,0.35,23,0.005,7,56,0.6,ICM12B
558954,A,320589,430399,0.22,5,0.05,0.05,0.42,0.82,1.01,0.5,0.025,0.8,0.2,0.025,0.16,0.04,0.5,0.005,0.72,0.1,101,0.25,0.05,0.5,1.91,0.05,2,2.8,0.025,0.01,0.025,0.05,0.09,0.11,0.1,0.37,0.05,0.07,5,9,0.17,3,7.9,0.13,0.03,0.5,0.13,12,0.04,2.6,380,0.41,24.4,0.005,5,73,0.5,ICM12B
558955,A,316571,434734,0.08,4,0.05,0.05,0.2,0.37,0.62,0.3,0.025,0.4,0.05,0.49,0.08,0.01,0.3,0.005,0.37,0.13,52.8,0.25,0.05,0.3,0.67,0.05,1,0.9,0.16,0.01,0.025,0.2,0.01,0.06,0.05,0.22,0.05,0.06,5,6,0.17,1,4.5,0.07,0.02,0.5,0.12,7,0.04,8.1,330,0.43,20.3,0.005,2,24,0.25,ICM12B
558956,A,315740,441116,0.11,4.2,0.05,0.2,0.09,0.17,11.1,2.5,0.51,3.1,0.05,0.025,0.07,0.01,5.3,0.03,0.49,0.38,14.6,0.25,0.05,4.7,0.23,0.4,0.5,0.7,0.025,0.12,0.025,0.3,0.08,0.72,0.05,2.71,0.2,0.63,5,22,0.23,14,19,0.92,0.07,4,0.1,143,0.01,5.9,560,0.06,8.4,0.01,28,20,0.8,ICM12B
558957,A,314213,432708,0.12,3.3,0.05,0.2,0.11,0.32,17,2.1,0.5,3.2,0.05,0.025,0.09,0.01,8.5,0.04,0.4,0.69,19.8,0.25,0.05,6,0.23,0.5,0.5,0.5,0.025,0.17,0.025,0.9,0.11,1.22,0.1,4.09,0.3,0.7,5,43,0.46,15,12.6,1.01,0.1,4,0.14,112,0.02,5.5,1280,0.14,13.3,0.005,37,34,1,ICM12B
558958,A,312132,432825,0.12,1.9,0.05,0.1,0.15,0.31,10.5,1,0.12,1,0.05,0.025,0.14,0.01,5,0.02,0.52,0.21,46.3,0.25,0.05,2.5,0.66,0.05,1,0.9,0.025,0.08,0.025,0.5,0.05,0.3,0.05,1.38,0.1,0.21,5,17,0.13,4,8.3,0.2,0.05,0.5,0.11,10,0.03,3.4,460,0.39,20.7,0.005,5,20,1.1,ICM12B
558959,A,311746,431361,0.11,3.6,0.05,0.1,0.3,0.45,0.83,0.4,0.025,0.5,0.05,0.025,0.11,0.02,0.5,0.005,0.44,0.07,62.5,0.25,0.05,0.2,0.9,0.05,2,1.2,0.025,0.01,0.025,0.05,0.08,0.09,0.1,0.35,0.05,0.07,5,7,0.17,2,4.4,0.06,0.02,0.5,0.11,2.5,0.03,2.3,360,0.44,24.1,0.005,3,29,0.7,ICM12B
558961,A,309393,435370,0.1,2.2,0.05,0.3,0.11,0.24,31.9,11.1,0.54,5.8,0.05,0.025,0.07,0.02,15.4,0.09,0.52,0.73,15.2,0.25,0.05,9.7,0.23,3.9,0.5,0.7,0.025,0.34,0.025,2.7,0.14,2.72,0.05,7.79,0.6,1.71,5,70,0.17,38,16.3,2.97,0.12,12,0.32,432,0.02,21.9,760,0.07,19.5,0.03,54,44,3.8,ICM12B
558962,A,321102,437299,0.2,5.2,0.05,0.05,0.62,1.12,1.25,0.6,0.06,1,0.2,0.025,0.28,0.05,0.6,0.005,1.03,0.12,127,0.25,0.05,0.6,2.45,0.05,2,3.9,0.025,0.01,0.025,0.2,0.08,0.14,0.2,0.43,0.05,0.08,5,16,0.22,2,11.1,0.16,0.03,0.5,0.12,14,0.04,4.4,560,0.42,22.8,0.005,9,60,0.6,ICM12B
558963,A,323780,435822,0.13,49.1,0.05,0.4,0.48,0.62,17.7,4,0.2,2,0.1,0.025,0.3,0.04,7.6,0.08,9.09,0.43,68,0.25,0.05,1.3,1.15,0.7,3,1.9,0.025,0.24,0.025,0.6,0.35,0.72,0.3,7.35,0.5,0.3,5,155,0.49,17,8.1,4.5,0.07,0.5,0.1,627,0.05,10,1690,0.56,26.8,0.005,31,61,3.9,ICM12B
558964,A,318184,442871,0.19,4,0.05,0.5,0.14,0.42,21.7,12.7,0.58,10.7,0.05,0.28,0.15,0.06,9.1,0.07,1.49,6.43,33.2,0.25,0.05,4,0.47,4.5,1,1.8,0.025,0.33,0.025,1.2,0.09,1.06,0.1,7.15,0.5,2.65,5,34,0.77,33,20,5,0.06,17,0.42,598,0.02,17.4,1280,0.22,24.6,0.27,151,157,16,ICM12B
558965,A,314746,434386,0.16,2.5,0.05,0.2,0.2,0.52,5.71,1.2,0.22,2.1,0.05,0.025,0.16,0.02,2.9,0.02,0.52,0.94,53.1,0.25,0.05,2.4,0.62,0.3,0.5,1.3,0.025,0.06,0.025,0.4,0.08,0.47,0.3,1.58,0.1,0.39,5,24,0.78,13,7.7,0.94,0.05,0.5,0.06,258,0.01,4.4,910,0.28,17.8,0.01,50,32,1.1,ICM12B
558967,A,313668,433139,0.2,4.4,0.05,0.5,0.13,0.3,25.8,13.3,1.33,7.3,0.05,0.07,0.08,0.04,7,0.12,0.64,1.75,24.6,0.25,0.05,20.6,0.25,7.3,0.5,0.8,0.025,0.3,0.06,3.6,0.23,1.08,0.1,7.57,0.8,1.83,5,70,0.2,37,106,4.37,0.21,20,0.56,1090,0.02,23.3,710,0.06,8.1,0.09,107,82,4.5,ICM12B
558968,A,324499,434731,0.13,4.3,0.05,0.2,0.35,0.3,8.63,1.3,0.87,2.8,0.05,0.025,0.14,0.03,3.3,0.02,1.56,0.73,46.2,0.25,0.05,5.2,0.58,0.7,0.5,1.3,0.025,0.07,0.025,0.9,0.09,0.51,0.1,1.69,0.1,0.47,5,29,0.35,14,7.9,0.65,0.09,2,0.09,61,0.02,4.6,780,0.23,12.4,0.01,28,23,1,ICM12B
558969,A,321553,433555,0.2,4,0.05,0.1,0.36,0.69,4.92,1.2,0.28,1.7,0.05,0.025,0.21,0.03,2.3,0.02,1.21,0.37,81.5,0.25,0.05,1.3,1.22,0.5,2,2.3,0.025,0.05,0.025,0.4,0.09,0.44,0.1,1.54,0.1,0.24,5,23,1.19,8,10.9,0.5,0.05,0.5,0.08,74,0.02,4.2,920,0.44,29.5,0.01,14,29,0.8,ICM12B
558970,A,324917,432284,0.11,5.6,0.05,0.3,0.16,0.22,7.44,1.3,0.84,3.4,0.05,0.025,0.08,0.01,3.8,0.02,0.56,0.47,28.4,0.25,0.05,6.6,0.3,0.2,0.5,1,0.025,0.07,0.025,0.3,0.09,0.62,0.2,1.68,0.1,0.55,5,31,0.24,19,9.9,0.74,0.09,2,0.06,120,0.01,5.1,600,0.08,10.9,0.01,26,19,0.9,ICM12B
558971,A,319496,429472,0.14,7,0.05,0.1,0.53,0.83,1,0.4,0.025,0.9,0.1,0.025,0.17,0.05,0.5,0.005,0.56,0.1,129,0.25,0.05,0.4,2.17,0.05,2,2.7,0.025,0.01,0.025,0.05,0.1,0.11,0.1,0.39,0.05,0.07,5,8,0.18,2,7.2,0.09,0.02,0.5,0.11,6,0.04,2.8,340,0.39,22.4,0.005,5,37,0.6,ICM12B
558972,A,312885,436124,0.08,2.2,0.05,0.4,0.1,0.28,23.6,10.8,0.56,5.8,0.05,0.025,0.06,0.02,10.8,0.09,0.44,0.89,15.9,0.25,0.05,11.2,0.21,3.5,0.5,0.6,0.025,0.29,0.025,1.8,0.11,1.34,0.05,7.38,0.6,1.73,5,43,0.38,44,12.9,2.73,0.11,11,0.38,473,0.01,22.7,810,0.08,11.3,0.04,66,57,3.2,ICM12B
558973,A,312491,438517,0.09,1.8,0.05,0.2,0.17,0.14,11.5,1.6,0.61,6.6,0.05,0.05,0.11,0.01,5.5,0.02,0.42,1.35,24.4,0.25,0.05,4.5,0.34,0.9,0.5,1,0.025,0.11,0.025,0.9,0.09,0.43,0.05,1.94,0.1,0.74,5,18,0.09,27,7.3,0.49,0.06,3,0.09,36,0.01,7.8,220,0.09,6.8,0.06,31,16,2.3,ICM12B
558974,A,308682,434646,0.12,5.2,0.05,0.5,0.13,0.31,26.3,15.8,0.79,7.8,0.05,0.025,0.1,0.03,10.1,0.1,1.02,0.88,19.5,0.25,0.05,12.2,0.41,3.6,0.5,1,0.025,0.31,0.025,0.9,0.15,1.45,0.05,8.72,0.7,2.32,5,67,0.2,63,36.4,3.18,0.13,13,0.46,1200,0.02,41.7,1080,0.12,12.9,0.04,77,85,3.1,ICM12B
558975,A,321255,435372,0.2,6.8,0.05,0.1,0.49,0.6,4.55,1,0.4,2.2,0.05,0.025,0.16,0.04,2.3,0.01,1.29,0.5,89.2,0.25,0.05,2,1.33,0.4,2,2.3,0.025,0.05,0.025,0.4,0.09,0.31,0.1,1.05,0.05,0.29,5,17,0.13,12,9.3,0.43,0.04,0.5,0.11,21,0.03,5.4,480,0.33,18.8,0.02,13,38,1,ICM12B
558976,A,316666,442138,0.14,2.8,0.05,0.2,0.16,0.31,10.8,1.8,0.43,7.1,0.05,0.05,0.14,0.03,5,0.02,0.96,0.71,36,0.25,0.05,4.6,0.46,2,0.5,1.1,0.025,0.13,0.025,0.5,0.06,0.5,0.05,2.44,0.2,0.84,5,22,0.38,37,11,1.08,0.09,4,0.11,83,0.03,10.2,710,0.19,17,0.06,49,30,2.5,ICM12B
558977,A,309585,433511,0.12,4.6,0.05,0.3,0.18,0.28,25.5,6.8,0.58,5.4,0.05,0.21,0.11,0.01,10.9,0.08,0.61,0.97,23,0.25,0.05,9.5,0.31,1.5,0.5,0.9,0.025,0.25,0.09,2.2,0.13,1.36,0.05,6.66,0.5,1.31,5,42,0.19,28,33.6,2.2,0.12,10,0.35,236,0.02,19.2,710,0.07,9.8,0.03,41,46,2.2,ICM12B
558978,A,317738,433224,0.15,2.3,0.05,0.2,0.29,0.33,8.92,0.7,0.33,1.3,0.05,0.51,0.19,0.03,5,0.02,0.78,0.38,66.1,0.25,0.05,1.5,0.75,0.2,2,1.5,0.11,0.08,0.025,0.7,0.07,0.52,0.1,1.64,0.1,0.33,5,16,0.12,16,8.9,0.29,0.05,0.5,0.05,16,0.02,8.3,640,0.29,13.9,0.005,6,32,0.7,ICM12B
558979,A,322668,438603,0.12,2.3,0.05,0.1,0.25,0.39,2.33,0.8,0.15,0.9,0.05,0.13,0.15,0.02,1.1,0.005,0.93,0.27,53.9,0.25,0.05,1.4,0.81,0.6,1,1.6,0.08,0.02,0.025,0.3,0.08,0.17,0.1,0.61,0.05,0.17,5,20,0.21,3,6.2,0.32,0.03,0.5,0.08,10,0.03,3.2,590,0.35,20.3,0.005,6,25,0.7,ICM12B
558980,A,312539,434582,0.12,3.6,0.05,0.5,0.13,0.26,24.7,5.6,0.82,5.5,0.05,0.025,0.08,0.01,11,0.09,0.45,0.93,20.1,0.25,0.05,19.4,0.32,1.8,0.5,0.9,0.025,0.27,0.025,1.7,0.2,1.76,0.05,7.62,0.6,1.34,5,60,0.29,20,35.8,1.93,0.15,11,0.29,344,0.02,12,890,0.07,11.4,0.04,42,51,1.9,ICM12B
558981,A,313395,441046,0.1,5.1,0.05,0.5,0.15,0.25,22.6,11.8,1,6.7,0.05,0.07,0.1,0.03,10.5,0.06,0.8,1.6,20.4,0.25,0.05,10.4,0.43,3.1,0.5,1.2,0.025,0.27,0.025,1.7,0.15,1.01,0.05,5.75,0.4,1.86,5,48,0.31,30,18.6,3.02,0.1,17,0.38,531,0.02,20.9,760,0.06,13.6,0.08,67,56,4.2,ICM12B
558982,A,316868,438633,0.13,3.8,0.05,0.3,0.18,0.32,25.6,4,0.71,4.6,0.05,0.025,0.09,0.01,12.8,0.05,0.4,0.75,20.7,0.25,0.05,12,0.31,1,0.5,0.8,0.025,0.22,0.05,1.2,0.13,0.91,0.05,4.55,0.3,1.02,5,50,0.43,19,20.3,1.02,0.14,8,0.23,146,0.02,10.4,750,0.09,14.6,0.02,30,38,1.5,ICM12B
558983,A,321737,439900,0.2,8.9,0.05,0.3,0.46,0.79,14.3,2.2,0.2,2.7,0.05,0.12,0.23,0.05,8.8,0.06,1.03,0.68,94.8,0.25,0.05,1.7,1.13,2.8,1,2.1,0.025,0.21,0.08,0.5,0.27,1.23,0.1,5.86,0.4,0.64,5,32,0.32,14,22.7,0.99,0.05,2,0.1,28,0.03,7.5,1030,0.45,19,0.03,44,26,3.1,ICM12B
558984,A,320474,438178,0.1,3.2,0.05,0.1,0.27,0.64,2.44,0.7,0.025,0.7,0.1,0.08,0.12,0.02,1.5,0.01,0.53,0.12,98.2,0.25,0.05,0.6,1.2,0.05,1,1.6,0.025,0.03,0.025,0.1,0.06,0.36,0.05,0.91,0.05,0.09,5,8,0.57,5,5.9,0.15,0.05,0.5,0.12,11,0.03,3.8,720,0.41,31.5,0.005,6,36,0.7,ICM12B
558985,A,323347,433535,0.13,3.7,0.05,0.3,0.45,0.38,10.9,1.2,0.9,4.3,0.05,0.025,0.17,0.03,4.8,0.02,1.13,0.9,60.9,0.25,0.05,4.7,0.94,0.8,0.5,2.2,0.025,0.09,0.025,0.7,0.1,0.78,0.05,1.91,0.2,0.52,5,34,0.07,21,10.7,0.51,0.06,3,0.08,23,0.02,9.2,580,0.19,10.5,0.02,20,20,1,ICM12B
558986,A,317311,441466,0.18,2.7,0.05,0.3,0.18,0.29,23.5,3.8,0.84,6.9,0.05,0.025,0.13,0.03,10.3,0.05,0.81,1.49,29.3,0.25,0.05,6.7,0.34,1.8,0.5,1.1,0.025,0.27,0.025,0.7,0.14,0.84,0.05,4.95,0.3,1.54,5,53,0.19,34,9.2,1.27,0.08,15,0.19,163,0.02,16.1,760,0.13,10.8,0.04,39,58,1.9,ICM12B
558987,A,319736,437868,0.14,4.1,0.05,0.4,0.17,0.34,33,11.2,0.68,5.7,0.05,0.025,0.09,0.03,13,0.09,0.59,0.64,17.3,0.25,0.05,10.2,0.31,2.4,0.5,0.7,0.025,0.31,0.08,1.9,0.13,0.91,0.05,8.03,0.6,1.62,5,73,0.44,34,30,2.75,0.12,16,0.53,575,0.02,27.2,890,0.07,18.8,0.04,47,58,2.8,ICM12B
558988,A,310378,432332,0.17,3.6,0.05,0.2,0.15,0.27,10.2,1.4,0.17,1.6,0.05,0.025,0.22,0.02,5,0.03,0.68,0.42,34.6,0.25,0.05,1.9,0.5,0.8,0.5,1.1,0.025,0.11,0.025,0.7,0.12,0.75,0.05,2.41,0.2,0.41,5,18,0.11,10,12,0.82,0.06,1,0.09,38,0.02,5.3,920,0.42,10.7,0.01,13,32,1.1,ICM12B
558989,A,319240,439302,0.13,4.2,0.05,0.4,0.21,0.34,28.4,7.3,0.83,6.3,0.05,0.025,0.08,0.02,12.2,0.07,0.37,0.81,25.1,0.25,0.05,12,0.36,2.1,0.5,0.9,0.025,0.27,0.025,1.5,0.16,0.95,0.05,6.14,0.5,1.55,5,59,0.27,31,34.5,1.76,0.15,14,0.42,227,0.02,20.6,760,0.1,13.3,0.02,37,58,1.9,ICM12B
558990,A,309783,431479,0.12,2.1,0.05,0.1,0.15,0.32,16,1.3,0.3,1.4,0.05,0.025,0.16,0.01,6.2,0.04,0.57,0.37,35.6,0.25,0.05,4.2,0.6,0.2,0.5,1,0.025,0.12,0.025,0.7,0.06,0.37,0.05,2.6,0.3,0.33,5,23,0.08,6,9,0.24,0.11,0.5,0.07,23,0.02,4.4,650,0.27,12,0.005,6,28,0.8,ICM12B
558991,A,324568,436062,0.16,3.7,0.05,0.3,0.3,0.32,4.27,1.4,0.22,1.2,0.05,0.08,0.15,0.02,1.7,0.02,1.19,0.24,67.2,0.25,0.05,1.7,0.85,0.7,1,1.5,0.05,0.05,0.025,0.4,0.14,0.24,0.1,1.22,0.1,0.29,5,44,0.13,5,6.3,0.51,0.05,0.5,0.1,36,0.04,3.8,720,0.55,15.6,0.005,11,19,0.8,ICM12B
558992,A,311642,435109,0.13,2.7,0.05,0.4,0.13,0.71,12.1,37.3,0.32,12.3,0.05,0.14,0.15,0.05,5.4,0.16,0.67,1.45,19.5,0.25,0.05,2.9,0.3,8.4,0.5,1,0.025,0.39,0.07,0.7,0.08,0.37,0.05,13.8,1.1,4.11,5,50,0.13,75,60.6,5.51,0.04,13,1.33,1420,0.02,120,800,0.16,16.4,0.16,134,107,10.7,ICM12B
558993,A,319394,435489,0.18,5,0.05,0.05,0.63,0.97,1.4,0.5,0.025,1.2,0.2,0.025,0.25,0.06,1.3,0.03,1.02,0.12,136,0.25,0.05,0.3,2.71,0.05,2,4.1,0.025,0.04,0.025,0.1,0.04,1.16,0.2,2.44,0.2,0.07,5,8,0.19,3,9.1,0.09,0.02,0.5,0.1,7,0.04,3.4,410,0.42,19.9,0.005,8,54,0.25,ICM12B
558994,A,314886,440874,0.11,3.9,0.05,0.2,0.11,0.2,12,3.6,0.53,3.5,0.05,0.025,0.08,0.01,5,0.03,0.77,0.78,17.6,0.25,0.05,6.5,0.29,0.5,0.5,0.8,0.025,0.11,0.025,0.3,0.06,0.64,0.05,2.42,0.2,0.72,5,22,0.15,25,21.4,1.61,0.06,5,0.15,210,0.02,11.1,560,0.07,7.7,0.04,30,29,1.3,ICM12B
558995,A,315630,433809,0.14,3.4,0.05,0.1,0.28,0.43,5.92,0.7,0.06,1.1,0.1,0.025,0.2,0.03,3.1,0.02,0.8,0.37,71.4,0.25,0.05,1.5,1.09,0.05,0.5,2.1,0.025,0.05,0.025,0.2,0.15,0.33,0.2,1.26,0.1,0.19,5,14,0.43,10,8.3,0.27,0.07,0.5,0.08,39,0.03,4.8,920,0.45,16.3,0.005,9,22,0.6,ICM12B
558997,A,311907,437650,0.12,2.1,0.05,0.3,0.12,0.23,12.1,11.8,0.11,7.6,0.1,0.34,0.21,0.04,5.8,0.13,0.58,0.96,38.1,0.25,0.05,1.4,0.38,11.4,0.5,1.1,0.025,0.39,0.025,0.6,0.08,1.09,0.05,11.6,0.9,2.43,5,38,0.32,68,24.2,2.6,0.04,6,0.38,177,0.04,50.3,1000,0.28,37.1,0.17,82,34,14.4,ICM12B
558998,A,310098,438249,0.12,2.1,0.05,0.3,0.13,0.32,25.2,4.6,0.52,5.5,0.05,0.025,0.08,0.02,12.2,0.06,0.36,0.61,25.1,0.25,0.05,13.6,0.21,1.3,0.5,0.7,0.025,0.24,0.025,0.7,0.13,1.25,0.1,4.89,0.4,1.29,5,46,0.18,28,7.7,1.51,0.13,9,0.21,285,0.02,14.4,1020,0.1,9.4,0.03,50,39,1.3,ICM12B
558999,A,322801,440392,0.13,6.6,0.05,0.6,0.15,0.36,32.1,17.7,1.21,8.1,0.05,0.025,0.06,0.03,11.8,0.13,0.9,1.75,37.2,0.25,0.05,23.9,0.5,4.7,0.5,1.3,0.025,0.34,0.025,3.1,0.3,1.57,0.2,10.2,0.9,1.98,5,101,0.72,33,149,3.71,0.22,22,0.97,978,0.04,24.2,1580,0.06,22.5,0.19,102,97,3.1,ICM12B
559000,A,318258,432787,0.21,5.2,0.05,0.1,0.95,0.92,1.05,0.5,0.025,1.4,0.3,0.025,0.23,0.09,0.5,0.005,0.86,0.11,144,0.25,0.05,0.5,3.76,0.05,3,4,0.025,0.01,0.025,0.1,0.07,0.13,0.2,0.43,0.05,0.07,5,9,0.22,2,15.6,0.08,0.02,0.5,0.14,10,0.04,3,420,0.47,29.9,0.005,6,71,0.7,ICM12B
559001,A,326514,332196,0.14,5.2,0.05,0.5,0.21,0.26,24.6,6.7,3.28,7.2,0.05,0.025,0.07,0.01,12.8,0.05,0.97,2.05,25,0.25,0.05,15,0.35,1.8,0.5,1.3,0.025,0.21,0.06,4.7,0.17,1.77,0.2,4.43,0.4,1.6,5,40,0.2,61,29.4,1.82,0.12,15,0.47,290,0.02,34.1,650,0.06,11.3,0.09,46,43,1.8,ICM12B
559002,A,330222,338710,0.08,5.2,0.05,0.5,0.15,0.26,25.2,9.8,1.93,5.9,0.05,0.025,0.08,0.02,13.1,0.07,0.58,1.02,21.6,0.25,0.05,16.7,0.36,3.4,0.5,1.2,0.025,0.24,0.025,2.8,0.17,1.84,0.1,5.88,0.5,1.78,5,58,0.21,45,23.6,1.87,0.14,18,0.53,442,0.02,31.4,880,0.08,12.4,0.05,50,55,2.2,ICM12B
559003,A,329799,321204,0.26,10.6,0.05,0.8,0.71,0.92,20.8,0.3,0.8,2.5,0.1,0.08,0.16,0.06,10.5,0.18,1.08,3,89.4,0.25,0.05,6.6,1.2,0.5,4,3.1,0.13,0.41,0.08,3.8,0.09,5.36,0.4,15.3,1.3,0.49,5,9,0.08,2,7.6,0.58,0.06,3,0.03,19,0.02,2.2,440,0.22,6.4,0.005,5,33,1.2,ICM12B
559004,A,326798,324397,0.46,14.7,0.05,0.4,0.88,1,10.8,1.6,1.31,4.5,0.1,0.025,0.28,0.09,5.9,0.03,1.55,1.79,137,0.25,0.05,5.7,1.92,1.3,4,5.4,0.025,0.12,0.09,1.1,0.15,0.76,0.3,3.05,0.2,1.07,5,17,0.09,20,19.6,1.01,0.08,4,0.13,49,0.01,9.6,790,0.28,5.7,0.04,20,35,1.2,ICM12B
559005,A,334226,326640,0.21,8.1,0.05,0.7,0.91,0.95,10.6,0.4,0.28,1.8,0.1,0.025,0.22,0.08,5.9,0.08,1.01,0.75,125,0.25,0.05,1.3,1.68,0.05,5,4.1,0.025,0.18,0.07,1.3,0.11,2.85,0.3,6.74,0.6,0.45,5,7,0.06,2,7,0.16,0.03,0.5,0.03,2.5,0.02,2.4,470,0.35,6.3,0.005,5,28,0.8,ICM12B
559006,A,328413,338113,0.09,4,0.05,0.5,0.48,0.23,19.8,5.4,2.18,5.3,0.05,0.025,0.08,0.01,9.5,0.04,0.71,0.83,23.5,0.25,0.05,11,0.33,1.2,0.5,1.2,0.025,0.16,0.06,2,0.14,1.84,0.3,3.6,0.3,1.29,5,36,0.42,33,29.8,1.47,0.11,18,0.36,513,0.03,18.5,850,0.06,14.8,0.04,34,41,1.3,ICM12B
559007,A,333494,323562,0.22,9.1,0.05,4.1,0.9,0.76,41.7,0.7,1.57,4.5,0.1,0.06,0.15,0.08,23.3,0.35,1.44,4.56,112,0.25,0.05,8,1.39,0.2,2,5.3,0.06,0.82,0.05,6.1,0.13,9.05,0.4,29.6,2.5,0.59,5,9,0.05,3,8.8,0.41,0.05,5,0.03,32,0.02,2.4,460,0.18,5.6,0.01,5,28,0.8,ICM12B
559008,A,334536,324732,0.21,9.3,0.05,1.7,0.6,0.6,25.8,0.3,1.31,3.4,0.05,0.025,0.12,0.05,12.1,0.22,0.76,3.41,94,0.25,0.05,7.7,0.95,0.1,3,3.4,0.07,0.43,0.06,6.6,0.11,10,0.3,15.1,1.5,0.7,5,6,0.03,2,18.1,0.49,0.04,4,0.02,17,0.01,2.1,280,0.15,2.9,0.005,4,17,1.2,ICM12B
559009,A,330842,326636,0.09,2.6,0.05,0.5,0.36,0.41,28.1,0.6,2.25,6.5,0.05,0.07,0.07,0.02,12.2,0.11,0.7,7.32,40.9,0.25,0.05,11.1,0.49,0.2,0.5,3.3,0.025,0.26,0.025,15.8,0.12,2.55,0.8,6.09,0.7,0.46,5,5,0.03,3,2.8,0.57,0.07,9,0.05,40,0.02,2.1,100,0.09,4.4,0.02,6,22,2.1,ICM12B
559012,A,328617,336753,0.1,3.1,0.05,0.6,0.26,0.22,22.7,4.6,2.23,6.1,0.05,0.025,0.06,0.01,12.2,0.05,0.4,0.89,18.1,0.25,0.05,11.3,0.3,2,0.5,1.1,0.025,0.19,0.025,2.4,0.18,2.6,0.1,4.69,0.4,1.38,5,47,0.34,25,25.6,1.31,0.11,18,0.3,190,0.03,14.5,640,0.06,14.4,0.05,36,30,1.3,ICM12B
559013,A,329145,335273,0.11,5.1,0.05,0.5,0.21,0.3,23.5,6.1,4.06,6.7,0.05,0.025,0.1,0.02,10.6,0.06,1.5,1.5,31.2,0.25,0.05,18,0.43,1.4,0.5,1.7,0.025,0.19,0.025,2.9,0.21,2.39,0.4,4.22,0.4,1.32,5,35,0.17,32,43.9,1.6,0.11,16,0.38,606,0.02,16,720,0.08,9.4,0.06,38,57,1.4,ICM12B
559014,A,329298,339367,0.15,4.9,0.05,0.8,0.19,0.37,56.7,5.4,2.95,6.8,0.05,0.025,0.12,0.02,28.5,0.08,0.63,1.5,24,0.25,0.05,10.7,0.42,2.8,0.5,1.3,0.025,0.4,0.025,2.4,0.25,4.59,0.1,8.39,0.6,1.63,5,59,0.27,45,37.6,1.25,0.1,18,0.36,187,0.02,22.2,980,0.15,14.6,0.05,42,33,1.1,ICM12B
559015,A,323529,325620,0.12,5.1,0.05,0.3,0.42,0.26,14,0.2,1.05,3.5,0.05,0.07,0.05,0.01,5.2,0.07,0.41,2.99,32.2,0.25,0.05,8.1,0.34,0.3,1,1.8,0.05,0.15,0.025,9.4,0.09,1.57,0.3,3.95,0.5,0.44,5,2.5,0.02,1,3.4,0.24,0.06,2,0.02,14,0.02,1.1,180,0.09,2.2,0.005,2,16,1.5,ICM12B
