Council/Group Name,Financial Item,FY Ending,Value ($000)
Waimate District,9002_Other assets,2016,$3004
Waimate District,9002_Other assets,2017,$2739
Waimate District,9002_Other assets,2018,$2490
Waimate District,9002_Other assets,2019,$2206
Waimate District,9002_Other assets,2020,$2408
Waimate District,9002_Other assets,2021,$2563
Waimate District,9002_Other assets,2022,$2751
Waimate District,9003_Total fixed assets,2013,$350956
Waimate District,9003_Total fixed assets,2014,$390276
Waimate District,9003_Total fixed assets,2015,$390488
Waimate District,9003_Total fixed assets,2016,$392249
Waimate District,9003_Total fixed assets,2017,$433410
Waimate District,9003_Total fixed assets,2018,$434504
Waimate District,9003_Total fixed assets,2019,$433680
Waimate District,9003_Total fixed assets,2020,$487943
Waimate District,9003_Total fixed assets,2021,$488657
Waimate District,9003_Total fixed assets,2022,$488363
Waimate District,9004_Cash & financial investments/monetary assets,2013,$11305
Waimate District,9004_Cash & financial investments/monetary assets,2014,$11145
Waimate District,9004_Cash & financial investments/monetary assets,2015,$11774
Waimate District,9004_Cash & financial investments/monetary assets,2016,$10651
Waimate District,9004_Cash & financial investments/monetary assets,2017,$10598
Waimate District,9004_Cash & financial investments/monetary assets,2018,$10595
Waimate District,9004_Cash & financial investments/monetary assets,2019,$10595
Waimate District,9004_Cash & financial investments/monetary assets,2020,$11399
Waimate District,9004_Cash & financial investments/monetary assets,2021,$11722
Waimate District,9004_Cash & financial investments/monetary assets,2022,$11962
Waimate District,9005_Total assets (H),2013,$365364
Waimate District,9005_Total assets (H),2014,$404333
Waimate District,9005_Total assets (H),2015,$405218
Waimate District,9005_Total assets (H),2016,$405904
Waimate District,9005_Total assets (H),2017,$446747
Waimate District,9005_Total assets (H),2018,$447589
Waimate District,9005_Total assets (H),2019,$446481
Waimate District,9005_Total assets (H),2020,$501750
Waimate District,9005_Total assets (H),2021,$502942
Waimate District,9005_Total assets (H),2022,$503076
Waimate District,9006_Borrowing (total debt),2013,$1244
Waimate District,9006_Borrowing (total debt),2014,$1209
Waimate District,9006_Borrowing (total debt),2015,$1174
Waimate District,9006_Borrowing (total debt),2016,$1607
Waimate District,9006_Borrowing (total debt),2017,$744
Waimate District,9006_Borrowing (total debt),2018,$539
Waimate District,9006_Borrowing (total debt),2019,$128
Waimate District,9006_Borrowing (total debt),2020,$0
Waimate District,9006_Borrowing (total debt),2021,$0
Waimate District,9006_Borrowing (total debt),2022,$815
Waimate District,9007_Other liabilities,2013,$1501
Waimate District,9007_Other liabilities,2014,$1482
Waimate District,9007_Other liabilities,2015,$1461
Waimate District,9007_Other liabilities,2016,$1509
Waimate District,9007_Other liabilities,2017,$1544
Waimate District,9007_Other liabilities,2018,$1606
Waimate District,9007_Other liabilities,2019,$1621
Waimate District,9007_Other liabilities,2020,$1621
Waimate District,9007_Other liabilities,2021,$1705
Waimate District,9007_Other liabilities,2022,$1717
Waimate District,9008_Total liabilities (I),2013,$2745
Waimate District,9008_Total liabilities (I),2014,$2691
Waimate District,9008_Total liabilities (I),2015,$2635
Waimate District,9008_Total liabilities (I),2016,$3116
Waimate District,9008_Total liabilities (I),2017,$2288
Waimate District,9008_Total liabilities (I),2018,$2145
Waimate District,9008_Total liabilities (I),2019,$1749
Waimate District,9008_Total liabilities (I),2020,$1621
Waimate District,9008_Total liabilities (I),2021,$1705
Waimate District,9008_Total liabilities (I),2022,$2532
Waimate District,9009_Public equity (H-I),2013,$362619
Waimate District,9009_Public equity (H-I),2014,$401642
Waimate District,9009_Public equity (H-I),2015,$402583
Waimate District,9009_Public equity (H-I),2016,$402788
Waimate District,9009_Public equity (H-I),2017,$444459
Waimate District,9009_Public equity (H-I),2018,$445444
Waimate District,9009_Public equity (H-I),2019,$444732
Waimate District,9009_Public equity (H-I),2020,$500129
Waimate District,9009_Public equity (H-I),2021,$501237
Waimate District,9009_Public equity (H-I),2022,$500544
Chatham Islands,"9001_Investment in CCOs, CCTOs & other entities",2013,$0
Chatham Islands,"9001_Investment in CCOs, CCTOs & other entities",2014,$0
Chatham Islands,"9001_Investment in CCOs, CCTOs & other entities",2015,$0
Chatham Islands,"9001_Investment in CCOs, CCTOs & other entities",2016,$0
Chatham Islands,"9001_Investment in CCOs, CCTOs & other entities",2017,$0
Chatham Islands,"9001_Investment in CCOs, CCTOs & other entities",2018,$0
Chatham Islands,"9001_Investment in CCOs, CCTOs & other entities",2019,$0
Chatham Islands,"9001_Investment in CCOs, CCTOs & other entities",2020,$0
Chatham Islands,"9001_Investment in CCOs, CCTOs & other entities",2021,$0
Chatham Islands,"9001_Investment in CCOs, CCTOs & other entities",2022,$0
Chatham Islands,9002_Other assets,2013,$1188
Chatham Islands,9002_Other assets,2014,$1256
Chatham Islands,9002_Other assets,2015,$990
Chatham Islands,9002_Other assets,2016,$1051
Chatham Islands,9002_Other assets,2017,$1013
Chatham Islands,9002_Other assets,2018,$1022
Chatham Islands,9002_Other assets,2019,$1167
Chatham Islands,9002_Other assets,2020,$1104
Chatham Islands,9002_Other assets,2021,$1170
Chatham Islands,9002_Other assets,2022,$1291
Chatham Islands,9003_Total fixed assets,2013,$55383
Chatham Islands,9003_Total fixed assets,2014,$57950
Chatham Islands,9003_Total fixed assets,2015,$58060
Chatham Islands,9003_Total fixed assets,2016,$61775
Chatham Islands,9003_Total fixed assets,2017,$61438
Chatham Islands,9003_Total fixed assets,2018,$60990
Chatham Islands,9003_Total fixed assets,2019,$65336
Chatham Islands,9003_Total fixed assets,2020,$64757
Chatham Islands,9003_Total fixed assets,2021,$64489
Chatham Islands,9003_Total fixed assets,2022,$68972
Chatham Islands,9004_Cash & financial investments/monetary assets,2013,$0
Chatham Islands,9004_Cash & financial investments/monetary assets,2014,$0
Chatham Islands,9004_Cash & financial investments/monetary assets,2015,$0
Chatham Islands,9004_Cash & financial investments/monetary assets,2016,$0
Chatham Islands,9004_Cash & financial investments/monetary assets,2017,$0
Chatham Islands,9004_Cash & financial investments/monetary assets,2018,$0
Chatham Islands,9004_Cash & financial investments/monetary assets,2019,$0
Chatham Islands,9004_Cash & financial investments/monetary assets,2020,$0
Chatham Islands,9004_Cash & financial investments/monetary assets,2021,$0
Chatham Islands,9004_Cash & financial investments/monetary assets,2022,$0
Chatham Islands,9005_Total assets (H),2013,$56571
Chatham Islands,9005_Total assets (H),2014,$59206
Chatham Islands,9005_Total assets (H),2015,$59050
Chatham Islands,9005_Total assets (H),2016,$62826
Chatham Islands,9005_Total assets (H),2017,$62451
Chatham Islands,9005_Total assets (H),2018,$62013
Chatham Islands,9005_Total assets (H),2019,$66503
Chatham Islands,9005_Total assets (H),2020,$65861
Chatham Islands,9005_Total assets (H),2021,$65659
Chatham Islands,9005_Total assets (H),2022,$70262
Chatham Islands,9006_Borrowing (total debt),2013,$1046
Chatham Islands,9006_Borrowing (total debt),2014,$993
Chatham Islands,9006_Borrowing (total debt),2015,$928
Chatham Islands,9006_Borrowing (total debt),2016,$860
Chatham Islands,9006_Borrowing (total debt),2017,$792
Chatham Islands,9006_Borrowing (total debt),2018,$719
Chatham Islands,9006_Borrowing (total debt),2019,$643
Chatham Islands,9006_Borrowing (total debt),2020,$589
Chatham Islands,9006_Borrowing (total debt),2021,$534
Chatham Islands,9006_Borrowing (total debt),2022,$490
Chatham Islands,9007_Other liabilities,2013,$2103
Chatham Islands,9007_Other liabilities,2014,$2139
Chatham Islands,9007_Other liabilities,2015,$1845
Chatham Islands,9007_Other liabilities,2016,$1875
Chatham Islands,9007_Other liabilities,2017,$1808
Chatham Islands,9007_Other liabilities,2018,$1788
Chatham Islands,9007_Other liabilities,2019,$1900
Chatham Islands,9007_Other liabilities,2020,$1803
Chatham Islands,9007_Other liabilities,2021,$1838
Chatham Islands,9007_Other liabilities,2022,$1923
Chatham Islands,9008_Total liabilities (I),2013,$3149
Chatham Islands,9008_Total liabilities (I),2014,$3131
Chatham Islands,9008_Total liabilities (I),2015,$2773
Chatham Islands,9008_Total liabilities (I),2016,$2735
Chatham Islands,9008_Total liabilities (I),2017,$2600
Chatham Islands,9008_Total liabilities (I),2018,$2507
Chatham Islands,9008_Total liabilities (I),2019,$2544
Chatham Islands,9008_Total liabilities (I),2020,$2391
Chatham Islands,9008_Total liabilities (I),2021,$2372
Chatham Islands,9008_Total liabilities (I),2022,$2413
Chatham Islands,9009_Public equity (H-I),2013,$53421
Chatham Islands,9009_Public equity (H-I),2014,$56075
Chatham Islands,9009_Public equity (H-I),2015,$56276
Chatham Islands,9009_Public equity (H-I),2016,$60091
Chatham Islands,9009_Public equity (H-I),2017,$59851
Chatham Islands,9009_Public equity (H-I),2018,$59505
Chatham Islands,9009_Public equity (H-I),2019,$63959
Chatham Islands,9009_Public equity (H-I),2020,$63470
Chatham Islands,9009_Public equity (H-I),2021,$63287
Chatham Islands,9009_Public equity (H-I),2022,$67849
Central Otago District,"9001_Investment in CCOs, CCTOs & other entities",2013,$0
Central Otago District,"9001_Investment in CCOs, CCTOs & other entities",2014,$0
Central Otago District,"9001_Investment in CCOs, CCTOs & other entities",2015,$0
Central Otago District,"9001_Investment in CCOs, CCTOs & other entities",2016,$0
Central Otago District,"9001_Investment in CCOs, CCTOs & other entities",2017,$0
Central Otago District,"9001_Investment in CCOs, CCTOs & other entities",2018,$0
Central Otago District,"9001_Investment in CCOs, CCTOs & other entities",2019,$0
Central Otago District,"9001_Investment in CCOs, CCTOs & other entities",2020,$0
Central Otago District,"9001_Investment in CCOs, CCTOs & other entities",2021,$0
Central Otago District,"9001_Investment in CCOs, CCTOs & other entities",2022,$0
Central Otago District,9002_Other assets,2013,$6497
Central Otago District,9002_Other assets,2014,$6679
Central Otago District,9002_Other assets,2015,$6867
Central Otago District,9002_Other assets,2016,$7059
Central Otago District,9002_Other assets,2017,$7258
Central Otago District,9002_Other assets,2018,$7461
Central Otago District,9002_Other assets,2019,$7671
Central Otago District,9002_Other assets,2020,$7887
Central Otago District,9002_Other assets,2021,$8109
Central Otago District,9002_Other assets,2022,$8337
Central Otago District,9003_Total fixed assets,2013,$652553
Central Otago District,9003_Total fixed assets,2014,$678601
Central Otago District,9003_Total fixed assets,2015,$705241
Central Otago District,9003_Total fixed assets,2016,$733541
Central Otago District,9003_Total fixed assets,2017,$761910
Central Otago District,9003_Total fixed assets,2018,$790872
Central Otago District,9003_Total fixed assets,2019,$816070
Central Otago District,9003_Total fixed assets,2020,$834689
Central Otago District,9003_Total fixed assets,2021,$852436
Central Otago District,9003_Total fixed assets,2022,$870737
Central Otago District,9004_Cash & financial investments/monetary assets,2013,$7777
Central Otago District,9004_Cash & financial investments/monetary assets,2014,$8393
Central Otago District,9004_Cash & financial investments/monetary assets,2015,$10214
Central Otago District,9004_Cash & financial investments/monetary assets,2016,$10524
Central Otago District,9004_Cash & financial investments/monetary assets,2017,$10110
Central Otago District,9004_Cash & financial investments/monetary assets,2018,$10584
Central Otago District,9004_Cash & financial investments/monetary assets,2019,$11145
Central Otago District,9004_Cash & financial investments/monetary assets,2020,$10663
Central Otago District,9004_Cash & financial investments/monetary assets,2021,$10563
Central Otago District,9004_Cash & financial investments/monetary assets,2022,$11133
Central Otago District,9005_Total assets (H),2013,$666827
Central Otago District,9005_Total assets (H),2014,$693673
Central Otago District,9005_Total assets (H),2015,$722321
Central Otago District,9005_Total assets (H),2016,$751124
Central Otago District,9005_Total assets (H),2017,$779277
Central Otago District,9005_Total assets (H),2018,$808917
Central Otago District,9005_Total assets (H),2019,$834886
Central Otago District,9005_Total assets (H),2020,$853239
Central Otago District,9005_Total assets (H),2021,$871107
Central Otago District,9005_Total assets (H),2022,$890207
Central Otago District,9006_Borrowing (total debt),2013,$3468
Central Otago District,9006_Borrowing (total debt),2014,$5386
Central Otago District,9006_Borrowing (total debt),2015,$11331
Central Otago District,9006_Borrowing (total debt),2016,$13836
Central Otago District,9006_Borrowing (total debt),2017,$16579
Central Otago District,9006_Borrowing (total debt),2018,$20144
Central Otago District,9006_Borrowing (total debt),2019,$18426
Central Otago District,9006_Borrowing (total debt),2020,$12696
Central Otago District,9006_Borrowing (total debt),2021,$7009
Central Otago District,9006_Borrowing (total debt),2022,$2339
Central Otago District,9007_Other liabilities,2013,$4622
Central Otago District,9007_Other liabilities,2014,$4747
Central Otago District,9007_Other liabilities,2015,$4876
Central Otago District,9007_Other liabilities,2016,$5008
Central Otago District,9007_Other liabilities,2017,$5144
Central Otago District,9007_Other liabilities,2018,$5284
Central Otago District,9007_Other liabilities,2019,$5427
Central Otago District,9007_Other liabilities,2020,$5575
Central Otago District,9007_Other liabilities,2021,$5727
