SAMPLE_NO,EASTING,NORTHING,B
564284,349225,355418,56
564285,339525,336269,34
564287,339268,344512,37
564288,354693,347822,26
564289,357590,345810,45
564290,363723,362399,47
564291,359110,344721,55
564292,339960,340905,33
564293,347845,355496,41
564295,356876,347082,42
564296,360955,360077,46
564297,342173,350145,40
564298,361716,348512,44
564299,360334,362567,44
564300,361549,358499,52
564301,286280,394358,34
564302,316107,393772,12
564304,322104,370491,27
564305,321889,373022,17
564306,320503,372359,7
564307,324295,387083,25
564308,307214,386900,17
564309,299814,388445,20
564310,299494,392308,22
564311,286266,399527,42
564312,303503,386176,17
564313,321239,386437,8
564315,323676,372996,24
564316,303886,387170,13
564317,316846,371626,24
564318,302772,385487,18
564319,320342,371708,24
564321,298018,391965,32
564322,296409,394884,43
564323,319367,373144,14
564324,322090,392053,4
564326,317917,389049,7
564327,322127,370288,17
564329,322763,375010,15
564330,304223,390150,13
564331,323456,381163,16
564332,306247,388957,8
564333,315724,393452,8
564335,312806,370920,25
564336,320358,370750,26
564339,291900,389367,20
564340,300351,390743,19
564341,295960,392822,47
564342,299531,386786,29
564344,301863,389456,16
564345,300517,388356,17
564346,284779,392089,35
564347,295784,395959,32
564348,290483,393913,23
564349,306206,387756,18
564350,305731,385772,19
564351,308493,388971,18
564353,318520,388889,9
564354,287526,396219,30
564355,319403,387748,10
564356,324316,383924,21
564357,309222,388331,18
564360,301041,390799,17
564361,318110,390220,8
564363,304689,386103,18
564364,295448,393916,55
564365,303642,388297,9
564366,320499,391576,5
564367,300161,393324,12
564368,288351,393410,34
564369,300946,386886,21
564370,294187,395509,31
564372,316717,374071,14
564373,287466,390930,26
564374,322947,390796,7
564375,303008,387434,13
564376,286268,400382,18
564379,300413,394335,13
564381,304350,390286,11
564382,294992,394713,36
564383,316221,392815,6
564384,317791,391780,4
564385,285324,391159,27
564386,323271,372603,20
564387,302976,389357,11
564388,315827,371734,17
564389,323596,384780,20
564390,300547,391932,8
564391,300989,393143,22
564392,319776,389915,7
564393,314042,371624,16
564394,305374,389788,13
564395,300908,392628,15
564396,285305,391722,33
564397,319813,391046,7
564398,302007,388601,16
564399,299590,390610,24
564400,321636,375690,11
564401,342237,353652,42
564402,329852,365166,33
564403,345134,342346,33
564404,333824,355307,46
564406,336053,362934,39
564407,346838,365462,37
564408,344966,362867,52
564409,333430,368130,30
564410,351591,355720,49
564411,341522,353679,36
564412,333859,361701,33
564413,333632,366839,30
564414,341184,355801,33
564415,349674,363951,35
564416,348602,360246,36
564418,355164,344051,33
564419,345896,360240,34
564420,345652,363416,45
564421,346164,362984,53
564422,343075,363091,51
564423,338417,340548,31
564424,361339,368510,49
564425,348963,360916,35
564426,339036,363903,46
564427,330653,364422,35
564428,348975,356710,46
564429,337195,341896,37
564430,334704,366205,35
564431,346718,361234,53
564432,346785,361591,31
564433,344549,355376,41
564434,340559,365415,35
564435,337634,361054,30
564436,337223,359263,37
564437,341088,353465,50
564438,360260,371171,47
564439,356965,344018,46
564440,341125,353008,35
564441,343171,359779,42
564443,339525,338025,31
564445,338479,364620,38
564446,351645,359504,45
564447,331267,355233,23
564448,344262,341524,40
564449,349248,358049,40
564450,345024,340858,31
564451,334502,361642,33
564452,332992,355613,22
564454,345817,340292,39
564455,341549,363521,48
564456,345187,362667,52
564457,360242,356479,33
564458,333031,366002,35
564459,331304,365754,34
564460,340517,354912,49
564461,333462,354712,38
564463,355913,342914,46
564464,337880,356148,38
564465,334381,367502,32
564466,361631,372841,47
564468,331939,355913,55
564469,361916,357264,19
564471,339423,366078,33
564472,339970,353776,41
564476,340529,355904,32
564477,336115,357531,29
564478,350294,355789,45
564480,334773,361364,33
564481,356985,342651,41
564482,334257,360480,34
564484,361963,371682,52
564486,338929,339383,33
564488,345585,341844,36
564489,334737,362587,40
564490,346094,365299,43
564492,336951,356899,26
564493,352032,361965,52
564494,358873,355902,35
564495,352408,357780,39
564496,333841,355306,17
564497,350785,359140,33
564498,334351,354110,30
564499,333485,362839,33
564500,339354,354493,39
564502,302703,392282,9
564504,313493,398520,13
564505,317338,393926,11
564506,310343,398001,8
564507,305782,393807,13
564508,306621,392103,13
564509,306582,409605,14
564510,312235,389169,17
564511,315992,390304,9
564512,302286,393356,10
564513,315428,395732,8
564514,313802,391295,13
564515,303616,409219,17
564516,310456,392730,20
564517,314360,394677,10
564518,311998,400063,10
564519,306626,390891,17
564520,314235,389011,13
564521,313622,393250,10
564522,317465,395430,8
564523,309622,390530,20
564524,315066,392689,10
564525,310417,399517,9
564526,302911,412062,15
564527,318292,395781,9
564528,305864,392576,17
564529,309749,410342,8
564535,308309,413211,11
564536,311503,409986,7
564538,309084,412825,6
564539,316404,391788,7
564540,305197,409595,13
564541,310474,394177,18
564542,302553,395753,10
564543,311314,394030,16
564544,303987,394899,12
564545,302985,408874,15
564546,302241,411741,17
564548,302147,410922,17
564549,302217,395270,9
564551,307134,390453,26
564552,312728,392298,11
564555,305597,410629,12
564556,312721,400905,9
564558,310261,408269,7
564559,311451,407393,10
564561,310547,411293,10
564562,316238,396239,12
564563,302552,390532,8
564564,311268,390743,13
564567,302057,410283,13
564568,302441,391877,11
564569,305743,408119,19
564570,306663,410752,17
564572,312415,398505,11
564573,313546,395669,9
564574,310427,410612,10
564575,318230,394458,9
564576,310729,388461,10
564578,304319,410394,14
564579,316333,388230,10
564580,314384,399099,10
564581,314665,395036,7
564582,311547,391718,17
564583,316809,394818,6
564584,315951,396949,9
564585,303262,411081,17
564586,312205,390061,16
564587,317423,396802,9
564588,307952,409596,9
564589,316792,396699,6
564590,308905,409365,10
564591,303353,393050,9
564592,313881,400921,10
564593,313672,390709,8
564594,312605,399909,10
564595,290705,380206,9
564597,312419,395582,15
564598,311607,395068,15
564599,320392,393991,6
564600,299916,404601,17
564601,338774,351087,41
564602,295569,321725,35
564603,341432,364848,40
564604,338253,352852,35
564605,330319,345677,34
564606,294471,323819,40
564607,339817,349307,35
564608,332409,342835,18
564609,334023,341643,23
564612,294158,322242,38
564613,334260,346274,38
564614,297991,324342,38
564615,332509,353480,38
564616,332409,358831,33
564617,332083,358333,30
564618,330816,355971,36
564619,334140,352700,36
564620,297170,323869,43
564621,335132,349450,31
564623,337305,343230,37
564624,331874,343799,24
564625,330663,343553,27
564626,333760,353100,32
564627,295259,325097,37
564628,334815,357732,41
564629,297699,321064,31
564631,295628,326793,41
564632,328524,354921,38
564633,335338,341970,34
564634,337966,350110,37
564635,335203,346550,27
564636,339958,347776,33
564637,337780,353237,33
564638,350525,379132,37
564639,333895,357804,56
564640,332664,339065,21
564641,328329,355680,34
564643,299494,324247,38
564644,297389,322064,29
564645,329215,354355,25
564646,330339,354800,44
564647,330133,344613,25
564648,331248,339201,22
564649,329545,355805,44
564650,334720,342951,37
564651,334181,344786,34
564652,335652,347213,40
564653,295043,326439,39
564654,334772,358986,36
564655,298051,325272,40
564656,331492,353314,36
564657,332069,339582,15
564658,297813,323335,37
564659,338527,347333,27
564660,332280,346848,36
564661,289744,312428,28
564662,333783,359417,31
564663,296066,323430,38
564664,336781,347095,36
564665,337206,353789,39
564666,337399,346260,31
564669,339184,351675,50
564670,338645,348123,32
564671,332937,339801,24
564672,330751,359391,32
564673,298198,320146,25
564674,335886,343041,33
564676,291140,330268,29
564677,331070,344292,17
564679,335682,346371,33
564680,333622,358622,31
564681,291140,330268,28
564682,299253,325147,32
564683,335876,349168,17
564684,334339,348426,33
564687,298961,322849,27
564688,337709,347154,32
564689,337428,349344,33
564690,339180,352595,36
564691,344578,379473,34
564692,294598,321256,38
564693,334439,339088,21
564694,330629,354174,29
564695,335158,348754,37
564696,332786,343077,16
564697,335351,344078,33
564698,330249,353599,33
564700,330665,344385,29
564701,307258,395072,11
564702,300616,413084,20
564704,292573,379523,35
564706,292152,380701,34
564707,297002,407343,17
564708,298085,405922,11
564709,302609,401857,10
564710,308582,404914,10
564711,307508,394252,12
564712,299283,406641,11
564713,309544,396707,12
564715,294658,384177,29
564716,304350,408436,15
564718,301867,404458,13
564719,291544,380602,30
564721,308800,398205,14
564722,300062,395856,23
564723,291318,381703,11
564724,297498,410485,12
564725,307160,398514,14
564726,295092,406625,24
564727,292704,377640,44
564729,294079,385310,21
564730,304470,399524,9
564731,295364,411823,18
564732,299591,401251,10
564733,296857,412369,12
564734,301054,395803,12
564735,300629,405856,15
564736,294633,380372,27
564737,295460,411793,20
564738,306195,398842,8
564739,301478,394533,17
564740,302671,407065,7
564741,301152,397716,7
564742,302360,402626,9
564744,305210,398086,11
564745,303434,401434,14
564746,308038,396714,10
564747,300242,396658,25
564748,296031,377775,30
564749,299188,402018,11
564750,298709,401608,14
564751,306066,402042,13
564752,300466,407086,7
564753,294172,407753,18
564755,294192,406225,17
564756,299131,408351,7
564757,307175,400481,12
564760,304293,404380,12
564761,291567,404690,22
564763,298610,400973,26
564765,303722,398944,11
564766,298640,410642,9
564767,297493,405858,9
564768,305836,396224,10
564770,299466,397147,49
564771,307084,395960,16
564772,284503,380564,35
564773,305712,397240,36
564774,296833,410240,15
564775,304553,407595,10
564778,295093,381501,29
564779,300906,399331,9
564781,304517,400139,17
564782,299974,397927,14
564783,290615,404808,22
564784,291168,404259,23
564785,307878,397541,26
564786,293699,383312,19
564787,304629,398451,14
564788,285461,380345,36
564789,298003,408564,12
564790,305206,405353,9
564791,301799,399294,12
564792,296335,405386,26
564793,299797,405539,11
564794,305128,400929,13
564795,302050,398134,24
564796,294842,377557,33
564797,299793,410465,15
564798,305623,403022,13
564799,304053,406495,12
564800,292943,386332,22
564801,295199,334463,33
564802,298660,337689,37
564803,294702,312865,30
564804,286574,331347,27
564805,286067,334938,42
564806,293110,333829,32
564807,291487,325675,39
564808,293099,326896,33
564809,295094,332373,31
564810,290482,329129,36
564811,295702,336065,38
564812,294057,334312,33
564813,296456,332610,29
564814,296860,336468,34
564815,291536,323799,36
564816,298856,329288,28
564818,294177,317688,41
564819,297397,326872,33
564820,293712,324033,41
564821,292558,325103,35
564822,293595,329740,30
564823,289400,315752,40
564824,298970,316191,18
564825,297304,329275,53
564826,295968,329167,28
564827,297922,338061,44
564828,288514,328029,29
564829,290657,317512,36
564830,291066,315784,51
564831,298831,327527,32
564832,298468,328409,39
564833,295558,334157,40
564834,292262,328780,33
564835,295457,329943,37
564836,296560,330880,47
564837,295411,335371,39
564838,297541,317009,33
564839,293910,320000,40
564840,295585,335143,30
564843,288247,315016,33
564846,290162,326626,40
564847,287492,335803,34
564849,288784,328373,27
564850,295064,315032,33
564851,293902,334802,35
564852,284181,333492,45
564854,295721,313936,35
564855,293553,328102,46
564856,293077,325636,42
564857,288978,318848,42
564858,298633,335609,39
564859,298639,336736,32
564860,285973,333051,50
564863,296148,318112,37
564864,297668,331524,49
564865,294359,331950,32
564866,295510,319523,36
564867,294056,330422,33
564868,286764,335769,39
564869,290518,318714,73
564870,296424,315247,27
564871,292472,330095,38
564872,285392,333696,38
564874,298457,316263,30
564876,296903,336202,41
564877,296900,330881,48
564878,289252,327859,28
564879,294231,329354,39
564880,293796,335681,24
564882,293198,334797,26
564883,292859,333552,31
564884,295423,320454,36
564886,296276,325620,42
564889,294006,335087,33
564890,292275,327450,36
564892,296735,331189,50
564893,297954,313901,40
564895,291211,327142,33
564896,286567,331325,35
564897,288580,326816,30
564898,296432,335214,33
564899,294383,335362,32
564900,299793,330507,41
564904,325384,430886,30
564905,300988,412803,21
564906,324465,433599,24
564907,322553,430738,35
564908,323258,429104,28
564909,319422,431307,33
564911,294852,398428,24
564913,292056,402326,19
564914,296302,398626,11
564916,311879,434166,16
564917,314174,433855,25
564918,323572,434434,21
564919,323506,431299,24
564920,312169,396579,10
564921,297007,397457,37
564922,293099,401995,26
564923,310678,433826,32
564924,298078,398358,31
564925,307948,431724,31
564926,318673,431793,30
564927,297151,400399,14
564928,322403,429812,30
564931,319020,428084,39
564933,293845,398529,15
564936,322104,433009,27
564937,302192,412958,20
564938,321451,432553,17
564939,296081,399355,34
564940,318252,426524,7
564941,314427,436395,17
564943,314648,435303,18
564944,310571,396455,13
564946,317718,429758,25
564948,316899,430480,17
564949,317934,429034,46
564951,321853,430123,29
564952,309631,433585,26
564954,322791,430591,28
564955,320768,431561,34
564956,322059,433583,21
564957,315093,431623,5
564958,317388,433998,22
564959,320363,432315,56
564961,320922,432396,31
564962,292961,403133,20
564965,321199,433979,21
564966,315380,426980,15
564967,316468,431262,23
564968,321187,428815,24
564969,318759,427518,23
564972,324986,429779,29
564973,313850,434522,32
564974,320709,432359,33
564975,297649,405037,17
564976,311065,433867,30
564977,324811,434674,34
564978,320128,431252,36
564979,295176,397136,21
564980,324300,431394,27
564981,314201,432867,26
564982,310685,434030,24
564983,300870,412354,20
564985,318126,431897,25
564987,314485,434413,29
564989,297404,401952,24
564990,325572,435681,26
564991,319693,428450,31
564992,323977,431364,35
564993,295005,399295,26
564994,323314,433025,21
564995,316673,434992,28
564998,313626,435000,21
564999,298083,404749,17
565000,319317,430771,49
565001,293333,316516,33
565002,313443,332281,21
565003,293021,318040,34
565004,289401,335874,41
565005,299450,321532,13
565006,309166,320236,15
565007,289302,325770,43
565008,300241,318483,26
565009,303012,325972,16
565012,308593,321115,18
565013,304632,322883,17
565014,306949,319651,17
565015,289399,331088,28
565016,288892,333062,31
565017,289985,333525,35
565018,287452,335195,32
565019,287550,330702,28
565020,306701,322887,31
565021,288581,320311,46
565023,302930,317156,12
565024,279407,332195,36
565025,300946,317904,164
565026,289613,329790,29
565027,310474,328624,20
565028,287192,332999,33
565029,305980,326320,17
565030,301392,328127,16
565031,311206,330150,21
565032,291871,336710,28
565033,303601,328928,28
565035,303993,323377,15
565036,303738,316737,16
565037,289689,334881,33
565038,290547,324643,37
565039,288048,331188,24
565040,291678,323603,32
565041,292169,335755,29
565042,280574,333534,55
565043,307662,321525,12
565044,306656,320455,11
565045,291482,336627,29
565046,291563,335371,33
565047,301758,316935,11
565048,302835,322731,8
565049,290948,333336,32
565050,303066,327288,26
565051,305261,322720,10
565052,299902,322528,17
565053,310662,329863,17
565054,286840,334275,33
565055,307832,320533,21
565056,289991,337544,37
565058,306779,321570,10
565059,304122,318166,8
565060,299010,319620,28
565061,302175,322805,6
565062,287774,334301,31
565063,312749,330216,19
565064,301051,322487,7
565065,289377,334157,29
565066,303074,323942,14
565067,289295,325335,38
565069,288762,336400,19
565070,304402,316745,6
565072,289689,334264,24
565073,306398,327104,11
565074,302348,318625,4
565076,312956,332033,17
565079,298686,321702,18
565080,288236,334272,29
565081,312956,332033,18
565082,307227,320639,4
565083,292480,320239,33
565084,289410,321338,38
565085,304320,326633,14
565087,308724,319380,8
565088,302282,324509,16
565089,291808,320562,29
565090,288963,336602,27
565091,290223,323858,24
565092,314828,331898,14
565093,290910,322581,26
565094,290983,336265,26
565095,292433,319436,25
565096,300206,319303,8
565097,305241,323955,8
565098,290780,337530,29
565099,292889,317245,21
565100,301451,316313,10
565101,315489,427074,14
565102,312143,420750,4
565103,320034,431897,30
565104,322218,427840,33
565107,311119,427428,17
565108,309194,429184,24
565109,312322,425537,5
565110,310092,427325,25
565111,314140,427860,10
565112,316414,425319,5
565113,311370,426194,8
565115,323505,428055,26
565116,316300,425589,5
565118,315110,424338,5
565120,315942,422166,4
565122,317069,427674,20
565123,319701,425891,18
565124,309849,426106,12
565125,313973,429520,23
565126,311392,423685,5
565127,322293,428174,32
565129,321149,426822,43
565130,310564,430442,29
565131,311308,419972,4
565132,311137,430320,20
565133,310167,421277,4
565136,320839,427656,24
565138,314789,428184,17
565139,317305,428505,31
565140,316769,427205,22
565142,310482,425410,18
565144,318270,430405,42
565145,310651,425192,16
565147,313110,430320,26
565151,309091,427809,16
565152,312450,425036,4
565153,311714,423100,4
565155,309135,421430,6
565156,312093,427510,9
565157,309109,428684,21
565160,316477,427366,7
565161,315470,422507,4
565164,313479,430916,27
565165,310567,430032,28
565167,310483,427944,19
565169,310300,425808,18
565173,315476,429130,27
565174,310184,426242,21
565176,314392,427701,5
565178,319600,425685,9
565179,311014,429282,23
565181,310932,430400,21
565182,313177,430769,18
565183,310687,420904,5
565184,316000,423385,5
565185,313508,429483,34
565186,322041,427125,18
565187,318452,430691,51
565189,311702,427390,29
565190,309318,426305,13
565191,311050,429004,35
565192,311019,423831,6
565193,322253,426060,17
565194,309772,427398,25
565195,310081,428803,25
565196,316815,428156,25
565197,310723,424335,5
565198,311371,425403,6
565199,316452,426589,9
565201,305138,334705,37
565202,276214,337330,46
565203,303866,333230,33
565204,285742,339112,36
565205,277998,338117,49
565206,308696,331109,24
565207,282299,327712,33
565208,279362,334587,44
565209,275575,338278,72
565210,284049,328538,32
565211,303272,336660,6
565212,310573,331726,21
565214,302178,336561,27
565215,282899,327827,38
565216,280817,336099,43
565218,300542,334135,30
565219,279917,334856,57
565220,279372,336784,39
565221,279825,336390,40
565222,276999,334074,56
565223,301295,330603,34
565224,300989,326432,29
565225,281348,336727,58
565226,280935,337151,46
565227,275133,337205,61
565228,284288,330519,50
565230,306498,333753,34
565231,280624,334712,48
565232,280889,335292,67
565233,304851,333660,34
565234,279166,330906,42
565235,279649,338457,48
565237,303279,335439,34
565238,300760,328110,28
565239,301068,333050,31
565240,303871,334334,34
565242,305889,330733,19
565243,300308,329005,31
565245,279801,329778,45
565246,282071,332494,59
565247,277955,339686,43
565248,301486,333939,30
565249,283926,331166,43
565250,301951,333362,33
565251,309150,334790,29
565252,277317,336495,50
565254,301638,332427,32
565255,278278,331026,47
565256,279107,335797,55
565257,305659,315125,13
565258,305809,319730,11
565259,305199,321717,13
565260,300415,334764,38
565261,274590,336848,61
565263,299808,333416,41
565264,275667,339646,126
565266,299390,328470,32
565267,277201,335497,66
565268,277557,339098,47
565270,300630,323610,28
565271,278670,330123,60
565273,279787,337695,39
565274,301492,324880,12
565276,301167,335574,37
565277,278407,337259,50
565278,284501,331220,50
565279,277453,333404,44
565280,309529,336927,34
565281,299800,326700,33
565282,309712,331081,25
565283,275828,336677,44
565284,300298,328125,32
565285,280844,333805,44
565286,300804,329399,34
565288,302738,333887,25
565289,308437,335031,35
565290,279289,334067,42
565292,306994,329580,22
565294,305254,317349,35
565295,277807,335741,60
565296,285760,339073,34
565297,282286,331357,37
565298,276429,336486,63
565299,308724,336234,39
565300,306198,332643,27
565301,323682,426621,7
565302,319160,422307,31
565304,317342,419602,7
565305,315739,424217,7
565306,319345,420893,64
565307,312548,414760,5
565309,326528,418449,8
565310,328990,421267,54
565313,313614,423894,25
565314,322725,422325,18
565315,328291,420022,7
565316,324446,423719,12
565318,320391,421098,8
565320,321668,420459,7
565321,321601,419937,6
565322,311786,424100,22
565323,327028,424826,22
565324,322308,420821,23
565325,318930,420198,9
565326,326333,418951,7
565329,314607,418808,4
565333,323806,426501,46
565335,318131,419713,4
565336,315311,420326,4
565337,315988,424777,6
565338,318372,419379,4
565341,326235,420969,23
565342,318578,420948,28
565343,325151,424256,12
565345,327568,421016,4
565348,328846,424377,5
565349,320889,418721,19
565350,312835,416760,6
565352,329106,422151,6
565353,317983,424812,4
565354,312384,413957,23
565356,319328,420584,8
565357,327632,421392,6
565358,313083,418496,4
565359,314580,417839,4
565361,314981,420932,5
565363,321742,422450,10
565364,329025,421957,9
565365,314932,420259,5
565366,310461,414291,29
565367,328149,424637,4
565368,321798,421843,5
565371,310461,414291,8
565372,317946,420220,8
565374,315317,420665,4
565375,311343,424607,29
565376,323621,422712,12
565377,316854,418521,6
565379,323606,425123,21
565380,317032,419898,4
565382,329355,422565,7
565383,316719,423198,4
565384,312723,422754,18
565386,328931,421558,11
565387,313380,422056,8
565390,316016,418101,7
565391,321474,421425,6
565392,317909,420861,5
565393,323291,424716,33
565395,314941,419686,4
565397,326305,422659,5
565399,316107,424854,5
565401,288025,339806,40
565403,283313,334192,39
565404,286639,338934,33
565406,290554,342153,46
565407,283689,335884,46
565408,286178,343689,39
565409,274685,341782,62
565412,289488,342877,40
565413,287298,341982,33
565414,289989,341333,42
565415,284022,340247,41
565416,283812,338043,84
565418,279090,339218,50
565419,284347,339132,48
565421,280169,342539,27
565423,287113,340716,38
565424,302758,330865,39
565425,304273,328064,26
565426,283892,339903,45
565428,287365,337113,38
565430,291270,338349,28
565431,293981,339687,33
565432,279682,341294,46
565433,276951,341204,95
565434,282773,337091,55
565435,286459,341294,40
565437,285507,339200,37
565438,282248,335002,49
565440,282150,341798,37
565441,280366,341254,43
565443,289329,339134,37
565445,281340,340857,40
565446,279361,340517,48
565447,303878,329888,27
565448,286425,342316,34
565449,279640,339400,35
565450,276464,341846,35
565451,288424,341845,36
565452,282474,344213,35
565453,293605,339189,38
565454,285968,337260,43
565455,288986,340834,34
565456,282565,339761,47
565457,284855,341111,44
565458,278419,341548,33
565459,282424,342371,39
565460,286668,343176,30
565461,285700,341500,39
565462,285086,336610,47
565463,291693,340871,48
565464,283019,344001,20
565465,285091,339662,58
565466,283876,343151,33
565467,282578,336046,45
565469,286988,338830,26
565470,282937,340582,31
565471,282396,341699,34
565472,285304,338050,40
565473,299742,331492,35
565474,287077,340400,33
565476,304528,320217,8
565477,300614,331927,33
565480,285021,337339,43
565481,304501,320205,7
565482,289998,339766,26
565483,277987,343202,39
565484,280638,343028,42
565485,276115,343201,37
565487,290698,341247,44
565488,282392,342730,34
565489,282143,337399,37
565490,286529,339325,28
565491,283053,335402,41
565492,289774,342890,40
565493,281198,341615,33
565494,281344,339008,47
565495,279142,343696,33
565496,285845,344314,27
565497,288144,341375,33
565498,283365,339022,59
565499,287609,339930,32
565500,304793,329887,19
565501,311941,419404,4
565502,316514,409411,4
565503,319633,424252,4
565504,323278,416377,5
565505,316141,413055,5
565506,313813,432207,32
565509,325639,417938,10
565510,325049,413733,10
565511,309269,416102,13
565512,312689,407660,12
565513,323110,412942,8
565515,315217,412174,13
565516,323018,414078,5
565520,317496,410089,8
565521,313226,412660,8
565522,319503,416840,12
565523,313234,432209,42
565524,321069,415369,7
565525,309546,418771,8
565526,317797,411920,6
565527,316832,416918,7
565529,313565,431144,30
565530,328005,414619,16
565531,312397,408945,8
565533,315374,409784,8
565534,317880,416883,7
565535,319917,423636,4
565536,316928,411105,7
565537,312397,408945,7
565538,310190,418949,8
565539,317300,417374,6
565540,325661,412356,29
565541,312565,413440,5
565542,325540,417817,6
565544,319968,424022,5
565545,325966,417827,8
565546,314585,412354,5
565547,319939,417129,5
565548,315907,414471,7
565549,326649,415318,11
565550,326567,414616,11
565552,322815,412996,5
565553,317391,411670,7
565554,317556,416370,8
565555,317151,410179,6
565556,321033,412647,8
565559,319107,424030,6
565561,317374,409163,8
565563,326084,415069,8
565564,313834,414000,8
565565,328659,415236,17
565567,326723,413387,9
565568,310955,418260,7
565569,324640,417228,7
565570,321713,418145,5
565571,311300,419075,6
565573,310707,419303,8
565574,318820,414267,5
565575,323586,414506,4
565576,310612,417393,11
565578,313615,432414,30
565579,325837,415130,10
565581,327946,414849,19
565583,315302,409122,9
565584,319224,410917,5
565585,314541,413379,5
565586,315416,412476,6
565587,320122,424341,16
565588,321240,424748,10
565589,320274,411726,7
565590,324506,412386,15
565591,325428,414976,6
565594,327141,414687,19
565595,318246,412774,4
565596,315429,415275,4
565598,327665,418178,17
565600,313309,431357,19
565601,308022,340205,27
565602,284629,347801,34
565603,304372,315739,13
565604,294301,341721,38
565605,293319,343280,34
565606,287264,349195,34
565607,280383,344335,26
565608,280519,346036,36
565609,281465,347218,38
565610,277946,345867,51
565611,307098,338323,31
565612,293283,346111,35
565613,282620,345092,28
565614,307601,337608,21
565615,278172,344579,71
565616,268548,350023,35
565618,273621,345981,44
565619,275517,347713,50
565620,279603,348565,34
565621,279470,347751,38
565623,298994,320212,22
565624,278930,347019,36
565625,270836,351105,92
565626,272415,350769,72
565627,283416,348026,40
565628,284096,341592,46
565629,300023,330944,36
565630,285264,345300,18
565631,275738,347990,49
565632,276981,348131,42
565633,308687,341123,27
565634,272131,349247,48
565635,284137,351472,45
565636,283739,350060,35
565637,306574,339132,26
565638,272300,348646,43
565639,274799,344911,46
565640,307685,339546,26
565641,275750,346962,53
565642,285465,348904,59
565643,299441,330652,42
565645,272920,350628,51
565646,285067,343509,33
565647,292466,343354,43
565648,303911,321299,9
565649,284347,342103,42
565650,304166,320691,12
565651,293102,345508,41
565652,293342,342495,49
565654,298264,330262,56
565655,271310,349224,47
565656,279993,347035,31
565657,273918,344805,47
565658,282983,346267,64
565661,282335,348433,40
565663,273415,347707,85
565664,284759,349317,41
565665,281756,347256,32
565666,270933,348345,72
565667,281726,343796,34
565668,291958,342761,61
565669,273724,343973,41
565670,276511,345958,51
565671,273403,349378,57
565672,291893,341544,45
565673,294330,345775,34
565674,277629,348162,61
565676,307764,337255,29
565677,284804,350612,43
565680,292912,344402,42
565681,271436,346810,50
565682,288421,347322,28
565683,289206,352257,37
565684,271776,348456,22
565685,277096,344841,55
565686,291202,338550,33
565688,309646,318183,9
565689,293138,345373,36
565692,285458,349940,65
565693,276541,346837,52
565694,300810,315346,21
565695,284560,343866,44
565696,294295,341714,37
565697,284608,342665,40
565698,309630,341683,32
565699,293752,345465,33
565700,286199,346884,37
565701,314108,404252,7
565702,329023,406782,5
565705,313760,407481,10
565706,318950,405827,8
565707,337716,400757,16
565708,337337,399750,12
565709,330487,410715,10
565710,317331,406692,8
565711,315035,402372,6
565712,331581,413371,5
565713,322460,409549,6
565714,314427,401189,5
565715,335523,407434,44
565716,325809,410047,4
565717,328225,412871,7
565718,319181,406513,8
565719,336599,399410,12
565721,319476,408964,9
565722,322541,410181,8
565724,312791,401905,13
565725,320079,406163,13
565726,329898,412005,5
565727,313300,404406,5
565728,336175,400019,11
565729,317464,404681,8
565731,330488,411171,6
565733,314781,404236,7
565735,318026,402817,8
565736,319172,404758,9
565737,323570,410595,15
565738,317115,402806,6
565739,314064,402327,5
565740,330700,414009,11
565741,326409,410899,6
565742,320340,405378,7
565744,318082,408387,7
565745,334609,407388,80
565746,329768,413171,10
565748,328817,411396,11
565749,331210,412854,6
565750,336172,408185,73
565751,335990,398957,14
565752,315290,405291,9
565753,334270,398546,11
565755,331795,409732,4
565756,321343,407330,9
565757,334991,405980,43
565759,334169,410250,5
565761,316890,403470,8
565762,329731,410044,8
565763,332755,414115,6
565764,316693,405252,6
565765,318580,405159,14
565766,336651,398903,35
565767,336012,405828,34
565768,333038,412291,7
565769,330388,413189,8
565770,330175,410216,8
565771,336651,398903,58
565772,316144,402103,11
565773,326713,412134,8
565774,318555,403531,6
565775,322976,410666,8
565776,324222,409684,12
565777,335612,408020,52
565778,331698,410910,7
565780,321131,408359,7
565781,327324,414060,33
565782,315340,406010,7
565783,316139,408110,13
565784,320587,410361,7
565785,329902,411567,9
565786,317351,405833,6
565787,320670,408933,11
565788,334836,409291,20
565789,320278,409476,10
565790,334983,410352,50
565791,331971,414503,10
565792,320054,408223,9
565794,320119,408073,8
565795,316514,404233,7
565798,325772,411853,7
565800,331478,411170,6
565801,292806,348053,39
565802,308669,355922,26
565803,293515,347608,35
565804,292269,349903,44
565805,289656,368666,25
565806,305556,354284,24
565807,295052,346804,33
565808,289696,366831,44
565809,283021,364038,35
565812,306872,355459,32
565813,290431,346637,37
565814,280986,367441,30
565815,304690,337190,28
565816,295875,339540,33
565817,296524,337907,27
565818,292312,344635,30
565819,283149,359546,31
565821,295548,341656,35
565823,291109,350777,35
565824,281878,363712,26
565826,305647,336838,25
565827,303726,352009,21
565828,293720,336645,22
565829,286041,368478,34
565830,304230,353204,30
565831,306084,351166,19
565832,301291,338948,45
565833,284981,364727,34
565834,295622,347504,28
565835,290546,343832,29
565837,292662,349321,67
565838,294330,347212,31
565839,294916,336498,34
565840,296169,343456,47
565841,300423,338273,44
565842,286080,363940,35
565843,283755,369188,37
565844,286699,367490,32
565846,283235,360556,36
