SAMPLE_NO,Easting,Northing,Au,Pt,Pd
550732,231150,368700,2.0,0.70,0.25
550733,222720,355420,0.5,0.70,0.25
550734,233570,366800,71.0,0.05,0.25
550735,250480,358860,0.5,0.10,0.25
550736,252260,357720,0.5,0.30,0.25
550737,211480,366720,0.5,0.20,0.25
550738,243710,357400,0.5,0.40,0.25
550740,227580,369880,0.5,0.40,0.60
550742,249600,359880,2.0,0.30,0.25
550743,249000,356410,0.5,0.30,0.25
550745,234290,367560,10.0,0.30,0.50
550746,245730,360880,1.0,0.50,0.90
550747,219760,369020,0.5,0.20,0.25
550748,246930,353800,2.0,0.40,0.25
550749,246990,361920,0.5,0.50,0.25
550750,246260,354680,0.5,0.20,0.25
550751,203250,363870,2.0,0.90,0.25
550752,214600,367430,0.5,0.40,0.25
550754,245560,354700,3.0,0.90,0.25
550755,247550,358730,13.0,0.50,0.25
550756,248300,362390,2.0,0.40,0.25
550757,246070,357230,2.0,0.30,0.25
550759,200760,361500,1.0,2.00,2.00
550761,198700,361010,0.5,0.80,0.25
550763,246130,355430,1.0,0.30,0.25
550764,249810,360470,1.0,0.20,0.25
550765,200850,364730,1.0,0.90,1.40
550766,243720,355230,1.0,0.40,0.25
550767,244390,359830,3.0,0.20,0.25
550768,218290,368600,0.5,0.20,0.25
550769,253280,355080,0.5,0.30,0.25
550770,245210,357090,0.5,0.30,0.25
550771,234100,367700,3.0,0.30,0.60
550772,214930,366500,0.5,0.05,0.25
550773,249150,358340,3.0,0.20,0.60
550774,244700,358310,1.0,0.20,0.25
550776,228010,370990,0.5,0.05,0.25
550777,251780,358790,0.5,0.20,0.25
550778,252010,364020,3.0,0.30,0.50
550779,246250,358180,1.0,0.50,0.25
550780,228410,370300,2.0,0.40,0.25
550781,243460,354690,0.5,0.30,0.25
550782,204270,362500,1.0,0.40,0.25
550784,243560,356390,2.0,0.30,0.25
550785,245290,356500,0.5,0.20,0.25
550786,247920,356490,0.5,0.10,0.25
550788,247260,355120,2.0,0.20,0.25
550790,250190,361630,2.0,0.40,0.25
550791,220630,368850,2.0,0.30,0.25
550792,250770,360780,2.0,0.30,0.25
550793,245000,355910,2.0,0.40,0.25
550794,247110,356360,3.0,0.30,0.25
550795,245970,359660,2.0,0.40,0.25
550797,246650,361300,0.5,0.20,0.25
550798,215430,369300,2.0,1.00,0.25
550799,207620,364410,2.0,1.60,2.20
550800,249980,359600,1.0,0.50,0.25
550801,233930,372060,1.0,0.20,0.25
550802,193250,354490,1.0,0.05,0.25
550804,230610,371500,0.5,0.05,0.25
550805,202230,357510,0.5,0.20,0.25
550806,191750,356550,0.5,0.20,0.25
550807,219740,366530,2.0,0.05,0.25
550808,200830,357290,0.5,0.20,0.25
550809,198860,355500,1.0,0.50,0.25
550811,244100,352550,1.0,0.05,0.25
550812,191150,355400,4.0,0.40,0.25
550813,225100,368900,0.5,0.05,0.25
550814,194410,357210,0.5,0.30,0.25
550815,230480,359000,1.0,0.50,0.90
550816,229470,357700,1.0,0.30,0.25
550817,231740,357900,0.5,0.20,0.25
550818,221300,368650,0.5,0.05,0.25
550819,228100,354530,0.5,0.40,0.25
550820,198500,353310,2.0,0.60,0.80
550821,218790,371300,0.5,0.05,0.60
550823,222660,369500,0.5,0.05,0.25
550824,198400,357010,0.5,0.30,0.25
550825,199190,356820,2.0,0.20,0.25
550826,231520,358840,1.0,0.40,0.90
550827,244080,353450,1.0,0.50,1.10
550828,229900,355850,5.0,0.30,0.25
550829,197180,354380,0.5,0.30,0.60
550830,243900,353350,0.5,0.05,0.25
550831,192300,354190,0.5,0.10,0.25
550832,226760,353230,0.5,0.05,0.25
550834,219390,365860,1.0,0.30,0.25
550835,225110,369770,0.5,0.05,0.25
550836,223740,369850,0.5,0.05,0.25
550837,230060,370570,4.0,0.30,0.25
550838,220690,367400,2.0,0.20,0.25
550839,228580,354180,0.5,0.05,0.25
550840,217360,369210,0.5,0.20,0.25
550841,227130,352200,0.5,0.20,0.25
550842,194650,355900,2.0,0.30,0.25
550843,194900,353590,0.5,0.05,0.25
550844,198690,354690,0.5,0.20,0.25
550845,227420,354020,0.5,0.30,0.25
550846,226760,351670,0.5,0.10,0.25
550847,196300,356530,2.0,0.90,1.50
550848,225990,369790,1.0,0.50,0.80
550849,227180,351110,1.0,0.30,0.25
550850,196210,355780,0.5,0.30,0.25
550851,224190,368100,4.0,0.30,1.10
550852,204140,357960,0.5,0.60,4.10
550853,193150,353570,1.0,1.70,1.10
550854,231250,356530,1.0,0.30,0.25
550855,195450,354100,1.0,0.40,0.25
550856,230150,359900,2.0,0.40,0.60
550857,220200,370930,3.0,0.30,0.25
550858,199500,354190,0.5,0.60,0.25
550859,206500,365300,1.0,0.30,0.25
550860,201360,357200,0.5,0.50,0.50
550861,226610,369180,0.5,0.40,0.25
550862,231080,354800,3.0,0.40,0.25
550863,193380,354300,0.5,0.60,0.60
550864,206490,358100,1.0,1.20,0.60
550865,232520,357800,1.0,1.50,1.10
550866,194850,358840,0.5,0.40,0.50
550867,217310,366720,1.0,0.40,0.80
550869,233470,371750,350.0,0.50,0.25
550870,212930,367010,0.5,0.30,0.25
550871,218380,369860,0.5,0.40,0.60
550872,232690,358320,1.0,0.30,0.25
550873,196900,353710,0.5,0.40,0.25
550874,222800,368800,0.5,0.50,0.70
550877,198660,356230,0.5,0.30,0.60
550879,203030,357560,0.5,0.60,1.00
550880,228880,356750,0.5,0.05,0.25
550882,195580,354690,0.5,0.40,0.60
550883,219490,373320,0.5,0.10,0.60
550884,217620,371600,0.5,0.40,0.25
550885,197600,355320,0.5,0.30,0.25
550887,193580,356500,1.0,0.40,0.25
550889,218050,365190,0.5,1.20,0.25
550890,231960,371400,3.0,0.70,2.10
550891,219100,368090,0.5,0.05,0.25
550892,193080,355240,3.0,0.30,0.90
550893,216290,371220,0.5,0.30,0.25
550894,227790,360470,1.0,0.40,0.25
550895,219380,372980,0.5,0.05,0.25
550896,199760,356900,0.5,0.80,0.70
550897,223710,368490,0.5,0.40,0.56
550899,222800,367580,0.5,0.50,0.80
550900,196980,357040,0.5,0.30,0.25
550901,226500,363550,0.5,0.60,0.25
550903,248610,352320,2.0,0.70,0.25
550904,219460,361710,1.0,0.10,0.25
550905,220330,363020,0.5,0.30,0.25
550906,225100,358350,0.5,0.50,0.25
550907,209290,357290,0.5,0.50,0.25
550908,210890,356160,5.0,0.50,0.25
550909,221700,360520,1.0,0.30,0.25
550910,210400,357840,0.5,0.40,0.25
550911,225410,362150,2.0,0.80,0.25
550912,223300,359970,1.0,0.60,0.25
550913,220500,360680,1.0,0.30,0.25
550914,224700,362310,1.0,0.60,0.25
550915,208830,357660,0.5,0.70,0.25
550916,246590,347320,0.5,0.30,0.25
550918,240590,347290,2.0,0.50,0.50
550919,247210,349280,0.5,0.10,0.25
550921,212400,355250,0.5,0.40,1.80
550922,210030,353210,0.5,0.05,0.25
550923,245200,351380,0.5,0.30,0.25
550924,244730,349550,0.5,0.10,0.60
550925,207300,356740,0.5,1.80,1.30
550926,206450,356700,0.5,0.05,0.25
550927,219020,357800,0.5,0.70,1.00
550928,207310,353450,3.0,0.80,1.40
550929,245400,351610,5.0,0.05,1.40
550930,200380,353070,0.5,0.90,3.40
550931,247850,348600,0.5,0.05,0.25
550932,247590,348210,1.0,0.05,0.25
550933,227420,363900,0.5,0.20,0.25
550934,202680,355350,0.5,0.10,0.25
550937,225920,362230,0.5,0.70,0.25
550938,243930,350250,4.0,0.40,0.25
550939,247220,351480,0.5,0.20,0.25
550940,224770,363880,0.5,0.40,0.25
550943,245940,352330,0.5,0.05,0.25
550945,204810,355440,0.5,0.50,0.25
550946,208580,354170,0.5,0.05,0.25
550947,217110,363100,10.0,0.20,0.25
550948,223080,360400,0.5,0.05,0.25
550949,207520,355300,0.5,0.50,0.25
550952,218700,363230,1.0,0.50,0.25
550954,248850,351470,2.0,0.60,1.00
550956,211120,354720,0.5,0.40,1.00
550957,247600,353100,2.0,0.30,0.25
550958,220140,359500,0.5,0.30,0.25
550959,221100,359520,2.0,0.40,0.50
550960,221310,361720,1.0,0.40,0.25
550961,226990,357410,1.0,0.70,1.20
550963,241250,348210,2.0,0.05,0.25
550964,203280,353260,0.5,0.05,0.25
550965,222710,360780,2.0,0.10,0.25
550966,243220,349050,0.5,0.05,0.25
550967,211400,353800,1.0,0.20,0.90
550968,219490,363980,3.0,0.30,0.25
550969,242550,351450,33.0,0.30,0.25
550970,245020,350700,1.0,1.90,0.80
550971,203630,355350,0.5,0.05,0.25
550973,206180,354760,0.5,0.05,0.25
550976,223990,362160,0.5,0.50,0.80
550978,206990,353100,0.5,1.20,1.90
550979,204110,356160,0.5,0.40,1.00
550980,226000,364680,0.5,0.40,0.25
550981,242510,348100,0.5,0.40,1.00
550982,224100,359290,0.5,0.60,0.60
550983,226200,358390,0.5,0.30,0.25
550984,242270,349550,0.5,0.20,0.25
550985,246220,350500,0.5,0.50,0.25
550986,246180,352560,0.5,0.50,0.25
550988,248950,352690,0.5,0.20,1.50
550989,226320,359910,0.5,0.05,0.25
550990,210030,356750,0.5,0.80,1.10
550991,217750,361990,0.5,0.20,0.25
550992,205120,353380,0.5,0.90,1.00
550993,246690,350170,0.5,0.40,0.25
550994,247410,352800,0.5,0.50,0.25
550995,209490,355200,0.5,0.30,0.25
550997,208310,353520,0.5,0.30,0.25
550998,226480,364500,0.5,0.40,0.25
550999,226600,366800,0.5,0.80,0.25
551001,258550,361730,0.5,1.60,3.10
551002,244910,364270,2.0,0.20,0.25
551003,257030,360880,0.5,0.05,0.25
551004,227100,367000,0.5,0.60,0.25
551005,250430,367050,0.5,0.40,0.50
551006,246680,364970,0.5,0.80,0.70
551007,258420,357800,0.5,0.40,0.25
551008,248450,367220,2.0,0.30,0.25
551009,254160,365280,0.5,0.05,0.25
551011,239270,386970,2.0,0.30,0.25
551012,246560,364390,1.0,0.20,0.50
551013,255060,361140,924.0,0.05,1.00
551014,246260,369050,4.0,0.60,0.80
551015,224400,364490,2.0,0.20,0.25
551016,225860,365800,5.0,0.30,0.70
551017,224190,366410,4.0,0.10,0.90
551018,257050,362990,2.0,0.20,0.25
551019,223080,365700,12.0,0.70,0.60
551020,251700,368600,3.0,0.30,0.80
551021,257590,364500,6.0,0.60,1.70
551023,254980,367950,980.0,0.50,1.20
551024,247810,369430,8.0,1.10,1.10
551026,224610,364990,9.0,0.30,0.25
551027,243520,366840,2.0,0.70,0.60
551028,225180,368000,0.5,0.10,0.25
551029,245090,366730,0.5,0.20,0.25
551030,242600,366900,0.5,0.30,0.25
551031,243180,365720,0.5,0.30,0.60
551032,230200,364610,0.5,0.05,0.50
551033,252380,367560,0.5,0.20,0.25
551034,259680,359980,0.5,0.10,0.25
551035,255400,361900,0.5,0.30,0.25
551036,254800,366550,0.5,0.20,0.25
551037,227090,367270,1.0,0.30,0.25
551038,256930,360050,1.0,0.30,0.25
551039,222050,366120,0.5,0.60,0.25
551040,259810,364490,3.0,0.10,0.25
551041,230700,365170,0.5,0.40,0.25
551042,253400,368390,0.5,0.30,0.25
551043,247080,367380,2.0,0.60,0.25
551044,245230,367310,3.0,0.20,0.25
551045,228800,364340,7.0,0.20,0.25
551046,230620,365960,22.0,0.30,0.25
551047,249180,368780,39.0,1.30,1.40
551048,255380,362240,2.0,0.10,0.25
551049,231960,364980,0.5,0.80,0.60
551050,253610,366980,0.5,0.40,0.25
551051,254100,362130,0.5,0.05,0.25
551053,243240,366020,2.0,0.50,0.80
551054,225920,367400,0.5,0.05,0.25
551055,246250,368110,3.0,0.50,0.90
551056,223400,364920,0.5,0.05,0.25
551058,251190,369420,0.5,0.40,0.70
551059,256340,366700,1.0,0.05,0.25
551060,250860,367500,2.0,0.40,0.70
551061,256310,362250,0.5,0.05,0.25
551063,244560,364890,2.0,0.50,1.20
551064,255920,369890,0.5,0.60,1.30
551065,228580,368120,0.5,0.05,0.25
551066,256680,369050,0.5,0.10,0.25
551069,229900,366700,0.5,0.40,0.25
551070,255780,366800,3.0,0.70,0.90
551071,258810,368790,0.5,0.05,0.25
551072,228700,367840,0.5,0.20,0.25
551073,246370,366520,0.5,0.50,0.25
551074,253600,363710,0.5,0.10,0.25
551077,253800,364710,0.5,0.50,0.25
551079,250070,366480,1.0,1.30,1.50
551082,246600,368400,2.0,0.60,0.80
551083,259290,364930,1.0,0.60,0.25
551084,257440,365730,2.0,0.70,0.80
551085,253170,365900,0.5,0.40,0.50
551087,243780,368960,4.0,0.70,1.30
551088,256470,367400,1.0,0.30,0.25
551089,259350,363710,0.5,0.40,0.25
551090,229410,366730,0.5,0.50,0.25
551091,257100,358250,0.5,0.30,0.25
551092,245570,363270,2.0,0.90,0.70
551093,258880,367300,2.0,0.40,0.25
551094,228110,365550,3.0,0.20,0.25
551095,257950,364410,0.5,1.00,0.60
551096,248080,367200,1.0,0.60,0.25
551097,254020,362560,0.5,0.40,0.25
551098,222230,364200,0.5,0.60,0.25
551099,257840,360450,0.5,0.40,0.25
551100,248080,369010,1.0,0.60,0.25
551101,237550,392430,0.5,0.30,0.25
551102,215500,378390,0.5,0.90,0.80
551103,227330,387970,0.5,0.05,0.25
551104,236670,393330,0.5,0.40,0.25
551105,233130,393830,1.0,0.30,0.25
551106,238780,395790,0.5,0.30,0.25
551107,209710,377480,3.0,0.60,0.60
551108,211890,377520,1.0,0.40,0.60
551110,208820,378670,0.5,0.50,0.25
551111,239350,391800,0.5,0.20,0.25
551112,237010,396400,0.5,0.10,0.25
551113,213580,377760,3.0,1.00,1.60
551114,239670,391420,0.5,0.60,0.25
551116,213520,384450,1.0,0.20,1.60
551118,223360,384620,3.5,0.30,0.55
551119,211650,385200,2.0,0.20,0.25
551120,210180,380170,1.0,0.20,0.25
551121,209100,379900,4.0,0.60,1.70
551122,209370,382120,2.0,0.10,0.25
551123,215570,382410,0.5,0.60,0.70
551124,219620,384600,0.5,0.40,0.25
551125,214580,384200,0.5,0.70,0.25
551126,215650,383830,1.0,0.20,0.70
551127,215180,376650,1.0,0.50,0.70
551128,206700,379700,2.0,1.00,1.50
551129,217990,383020,1.0,0.20,0.25
551131,210140,384350,1.0,0.20,0.25
551133,238300,392570,0.5,0.20,0.25
551134,207300,383960,2.0,1.00,1.00
551135,210690,381100,1.0,0.20,0.25
551137,238400,391730,0.5,0.20,0.25
551138,220910,384960,4.0,0.60,1.10
551139,222900,386540,1.0,0.05,0.25
551140,237560,390930,0.5,0.20,0.25
551141,211880,385030,2.0,0.10,0.25
551143,216900,381690,0.5,0.05,0.25
551145,216050,383680,0.5,0.05,0.25
551146,207140,381410,1.0,0.05,0.25
551147,231530,394790,3.0,0.40,1.00
551148,225310,386200,2.0,0.20,0.25
551149,206220,379580,1.0,0.20,0.25
551150,225110,386040,0.5,0.10,0.25
551151,237180,396100,2.0,0.05,0.25
551152,234900,393890,0.5,0.05,0.25
551154,223800,386840,0.5,0.05,0.25
551155,208120,383180,0.5,0.05,0.25
551156,208780,380130,0.5,0.05,0.25
551157,220290,381410,0.5,0.05,0.25
551158,214150,377900,0.5,0.50,0.25
551159,214410,377870,0.5,0.90,1.20
551160,238200,389950,7.0,0.80,1.10
551161,237790,394680,0.5,0.20,0.25
551163,225390,384370,1.0,0.10,0.25
551164,212610,382330,0.5,0.05,0.25
551165,214030,378950,0.5,0.20,0.25
551166,222090,385080,0.5,0.20,0.50
551167,208840,382110,0.5,0.40,0.25
551168,231950,395350,8.0,0.20,0.25
551169,219490,381640,0.5,0.05,0.25
551170,218570,386000,0.5,0.20,0.90
551172,235330,392700,4.0,0.30,0.25
551173,210500,380030,0.5,0.10,1.00
551174,219300,384630,2.0,1.00,0.25
551176,239520,390700,0.5,0.50,0.70
551177,211530,382050,0.5,0.40,0.80
551178,207240,379350,0.5,0.70,0.90
551179,208800,382780,0.5,0.05,0.25
551180,235020,395190,1.0,0.10,0.25
551181,219690,383540,1.0,0.10,0.25
551182,238700,396290,2.0,0.05,0.25
551183,238140,395590,0.5,0.05,0.25
551184,221170,384910,0.5,0.05,0.25
551185,219550,385930,2.0,0.05,0.25
551186,213990,381820,1.0,0.10,0.25
551188,225290,387330,0.5,0.10,0.25
551189,236130,395520,1.0,0.40,0.60
551190,210320,376480,0.5,0.40,0.25
551191,230400,392400,1.0,0.05,0.25
551192,212090,382170,0.5,0.05,0.90
551193,220990,386480,0.5,0.05,0.25
551194,236740,407300,2.0,0.05,0.25
551195,208050,381040,1.0,0.05,0.70
551198,239680,393200,1.0,0.50,0.90
551199,235710,395820,0.5,0.05,0.25
551200,212920,379470,1.0,0.05,0.25
551201,238250,399400,1.0,0.05,0.25
551202,221310,371080,1.0,0.05,0.25
551203,228990,388200,1.0,0.05,0.50
551204,237830,398200,2.0,0.05,0.25
551205,227030,381170,3.0,0.05,0.25
551206,224100,372900,1.0,0.05,0.25
551207,230410,386300,1.0,0.10,0.60
551208,226900,383680,5.0,0.05,0.25
551209,222910,376540,0.5,0.20,0.25
551211,229580,378790,1.0,0.40,0.25
551212,221860,372080,0.5,0.05,0.25
551213,219500,379460,0.5,0.10,0.25
551214,244510,351010,0.5,0.60,0.80
551215,236990,408620,2.0,0.90,1.30
551216,250500,367400,1.0,0.60,1.20
551217,238220,403490,0.5,0.30,0.50
551218,229500,392610,0.5,0.20,0.25
551219,239670,410020,1.0,0.60,0.70
551220,227530,374850,0.5,0.20,0.60
551223,222300,379300,1.0,0.50,0.70
551224,222500,375410,0.5,0.50,0.90
551225,219770,374800,0.5,0.20,0.70
551226,237690,409990,6.0,1.10,1.40
551227,224040,371800,0.5,0.20,1.30
551228,238460,404810,378.0,0.30,0.50
551229,225220,374910,0.5,0.10,0.25
551230,229100,377770,2.0,0.70,1.40
551231,222530,370830,3.0,0.10,0.25
551232,231500,390300,2.0,0.90,1.80
551233,243120,352400,2.0,0.60,0.25
551234,229620,386250,0.5,0.50,0.90
551235,218140,379660,0.5,0.30,0.25
551236,223500,380410,1.0,0.60,0.25
551237,238820,399190,1.0,0.20,0.25
551238,231500,387300,2.0,0.40,0.25
551239,237320,406520,2.0,0.50,0.50
551240,216700,376200,0.5,1.40,1.20
551241,232100,391470,2.0,0.50,0.25
551242,227980,375020,0.5,0.20,0.25
551243,226020,374130,0.5,0.10,0.25
551244,227520,376010,2.0,0.60,0.25
551245,230480,388910,2.0,0.40,0.25
551246,232800,390600,2.0,0.40,0.25
551247,220950,374410,4.0,0.40,0.25
551248,217020,379300,2.0,1.10,1.70
551249,233400,391120,4.0,1.30,3.50
551250,223240,376490,2.0,0.70,1.40
551251,220900,378400,2.0,1.50,1.50
551252,224270,380020,2.0,0.70,1.20
551253,223600,370720,1.0,0.70,0.90
551254,239740,405150,2.0,0.70,1.40
551255,227290,374080,1.0,0.70,1.00
551256,236020,391570,2.0,0.80,1.40
551257,217210,377800,0.5,1.50,1.90
551258,227500,375800,1.0,0.70,0.90
551259,223060,382280,2.0,0.40,0.90
551260,227030,382500,1.0,0.60,0.70
551261,217500,378300,1.0,0.90,1.50
551262,239390,403400,0.5,0.40,0.60
551263,222240,370590,15.0,2.30,4.70
551264,224930,378860,1.0,0.40,0.25
551265,239690,399510,0.5,0.40,0.25
551267,231200,386100,4.0,0.60,0.80
551269,239320,398250,0.5,0.50,0.70
551270,223910,381220,10.0,0.50,0.80
551271,216530,376600,0.5,1.60,1.10
551272,239140,402680,0.5,0.30,0.80
551273,224930,373990,0.5,0.05,0.25
551274,223270,378420,0.5,0.10,0.25
551277,222050,376230,0.5,0.30,0.25
551279,225390,380640,3.0,0.60,1.10
551282,226150,374350,0.5,0.50,0.50
551283,227660,385250,3.0,0.40,1.10
551285,223880,376110,0.5,0.20,0.25
551287,225200,372280,0.5,0.20,0.25
551288,221550,382990,2.0,0.10,0.25
551289,228080,385810,0.5,0.20,0.25
551290,238470,397910,0.5,0.05,0.25
551291,232920,387140,0.5,0.05,0.25
551292,221450,372310,0.5,0.10,0.25
551293,217290,376810,0.5,0.70,0.60
551294,232290,389010,2.0,0.70,1.10
551295,226320,385720,6.0,0.05,0.25
551296,227390,383800,177.0,0.20,0.25
551297,221680,377490,2.0,0.30,0.25
551298,234600,389810,3.0,0.10,0.70
551299,236740,399600,1.0,0.20,0.60
551301,238420,383990,1.0,0.30,0.25
551302,237800,373720,2.0,0.60,0.90
551303,237320,386330,0.5,0.40,0.25
551306,233630,369400,33.0,0.30,0.25
551307,238910,377500,1.0,0.50,0.50
551308,238850,379940,1.0,0.40,0.60
551309,234870,372470,0.5,0.70,0.25
551310,236700,377950,2.0,0.30,0.25
551311,235670,383820,0.5,1.00,1.20
551312,236060,370290,2.0,0.30,0.25
551313,235600,372550,0.5,0.60,0.25
551314,236080,384450,0.5,0.50,0.25
551315,237130,377890,1.0,0.40,0.25
551316,227510,373360,0.5,0.10,0.25
551318,231410,379600,0.5,0.10,0.25
551319,230490,377790,0.5,0.50,0.25
551320,239810,378320,0.5,0.80,0.25
551321,239410,378400,0.5,0.50,0.50
551322,228910,382610,0.5,0.30,0.25
551323,226510,378120,0.5,0.70,0.25
551324,229110,376130,0.5,0.10,0.25
551325,228410,372490,0.5,0.05,0.25
551326,229210,372900,2.0,0.05,0.25
551327,238960,374030,0.5,0.20,0.90
551328,232700,385750,0.5,0.05,0.25
551329,225600,378490,3.0,0.05,0.25
551330,234190,374570,8.0,0.10,0.25
551332,227500,372230,0.5,0.20,0.25
551333,237850,383510,0.5,0.10,0.25
551336,236380,375150,0.5,0.10,0.25
551337,235400,382010,0.5,0.05,0.25
551338,228750,376010,0.5,0.20,0.25
551339,230760,379410,51.0,0.05,0.25
551340,235280,380680,4.0,0.30,0.25
551341,231580,377440,0.5,0.60,1.70
551342,235680,377410,0.5,0.30,0.25
551343,226950,379110,0.5,0.40,0.25
551345,230110,373210,0.5,0.40,0.25
551346,231130,383180,0.5,0.30,0.25
551348,232780,380450,0.5,0.20,0.25
551349,233550,384210,0.5,0.40,0.25
551350,230700,380700,0.5,0.10,0.25
551351,235540,369300,0.5,0.40,0.25
551354,230180,380260,0.5,0.20,0.80
551355,232600,373810,0.5,0.30,0.25
551356,239400,380400,0.5,1.20,1.80
551357,224720,377500,0.5,0.30,0.25
551358,236070,372650,0.5,1.00,1.00
551359,237300,373550,0.5,0.20,0.25
551361,233110,371020,2.0,0.20,0.25
551365,233700,373110,0.5,0.40,0.25
551367,229660,382300,0.5,0.20,0.25
551369,225720,378020,0.5,0.30,0.25
551370,230650,375900,0.5,0.50,0.25
551371,231090,373620,0.5,0.30,0.25
551373,235010,375700,0.5,0.40,0.25
551374,229610,375090,0.5,0.40,0.25
551377,236650,375850,1.0,0.80,0.80
551378,233730,386300,0.5,0.40,0.25
551379,229690,383970,2.0,1.00,1.20
551382,235070,369520,54.0,1.80,2.50
551383,232970,369760,6.0,0.40,0.60
551384,233570,377800,1.0,0.60,0.70
551385,232000,375470,0.5,0.40,0.70
551386,228800,379340,0.5,0.30,0.70
551388,239830,385140,0.5,0.30,0.70
551389,236550,368520,23.0,0.60,0.25
551390,237920,379080,0.5,0.50,1.20
551392,238100,376120,0.5,0.60,1.00
551393,231990,376200,1.0,0.50,1.80
551394,210120,387170,0.5,0.30,0.60
551395,231060,382100,0.5,0.20,0.60
551397,232400,384100,0.5,0.50,1.20
551398,237020,382400,0.5,0.70,0.90
551399,236280,368520,2.0,0.40,0.25
551400,235600,378780,4.0,0.20,0.25
551401,212200,343050,0.5,0.30,0.80
551402,198300,346280,0.5,0.05,0.25
551403,208450,351340,0.5,0.30,0.70
551404,209690,341490,0.5,0.05,0.25
551405,210750,348600,0.5,0.40,0.25
551406,200980,346620,3.0,0.05,0.25
551408,210850,349570,0.5,0.05,0.25
551409,205030,351280,0.5,0.05,0.25
551411,199920,347990,0.5,0.05,0.25
551412,200800,346180,1.0,0.30,0.25
551413,211060,350860,0.5,0.30,0.25
551414,202310,347400,0.5,0.10,0.25
551415,200640,352390,2.0,0.80,0.60
551416,207330,340100,0.5,0.30,0.25
551417,207650,341500,2.0,0.50,0.25
551418,198620,351520,0.5,0.30,0.25
551419,213880,339640,0.5,0.10,0.25
551420,205320,349120,0.5,0.30,0.25
551421,206380,344880,0.5,0.50,0.25
551423,211500,345520,1.0,0.90,0.80
551424,206750,350950,0.5,0.20,0.25
551425,214150,348670,2.0,0.30,0.25
551426,193830,352680,0.5,0.50,0.25
551427,200200,349260,0.5,0.30,0.25
551428,212750,338850,0.5,0.30,0.25
551429,206520,347920,0.5,0.10,0.25
551430,200450,348250,0.5,0.50,0.90
551431,199100,350570,0.5,0.60,0.25
551432,195800,349380,0.5,0.05,0.25
551433,203660,349300,0.5,0.20,0.25
551435,210140,350880,0.5,0.30,0.25
551436,211910,344650,0.5,0.20,0.25
551437,208840,341720,1.0,0.60,0.25
551438,214470,344720,0.5,0.60,0.25
551439,213430,338900,0.5,0.40,0.25
551440,206900,345910,0.5,0.10,0.25
551441,195300,348530,2.0,0.40,0.25
551442,204070,349630,0.5,0.20,0.25
551443,203400,348400,0.5,0.05,0.25
551444,204980,348410,0.5,0.30,0.25
551445,195200,349350,0.5,0.30,0.25
551446,197800,348750,2.0,0.30,0.25
551447,206850,353010,2.0,1.20,0.80
551448,210420,351790,0.5,0.50,0.25
551449,198000,349250,5.0,0.70,3.00
551450,203800,352490,2.0,0.70,0.80
551451,213720,350870,2.0,0.30,0.70
551452,212190,347100,2.0,0.50,0.80
551453,199600,349450,1.0,0.40,0.60
551454,210590,339490,3.0,0.70,1.30
551455,203290,347280,2.0,0.60,0.25
551456,200930,351780,2.0,0.40,1.00
551457,208910,344650,2.0,0.20,0.25
551458,205500,348690,1.0,0.30,0.25
551459,210510,343930,1.0,0.40,1.40
551460,209900,349320,1.0,0.40,1.40
551461,210870,352710,0.5,0.10,0.80
551462,210250,339400,0.5,0.30,0.25
551463,200300,349910,1.0,1.00,1.20
551464,220780,345900,8.0,0.40,1.30
551465,208430,342890,0.5,0.10,0.25
551466,209240,343180,0.5,1.20,0.60
