FID,AREA,PERIMETER,BLOCKS_,BLOCKS_ID,TILEBLOCK,TILE,BLOCK,TILENUM,TILEBLKNUM
11396,1029846,4096.115,11834,11544,1104D,1104,D,1104,1104D
11397,1027931,4092.857,11438,11208,0538M,0538,M,538,538M
11398,1026289,4089.138,11668,11633,0024E,0024,E,24,24E
11399,1020902,4078.268,11737,11900,0498S,0498,S,498,498S
11400,1023868,4084.846,11566,11362,0449P,0449,P,449,449P
11401,1026023,4088.55,11066,11135,0154L,0154,L,154,154L
11402,1028731,4093.807,11935,11812,0125M,0125,M,125,125M
11403,1027789,4091.652,11167,11414,0918B,0918,B,918,918B
11404,1026170,4088.882,11835,11667,0296G,0296,G,296,296G
11405,1029954,4097.425,11567,11613,0071E,0071,E,71,71E
11406,1029442,4095.116,11669,11508,0231D,0231,D,231,231D
11407,1028281,4092.488,11738,11522,0539B,0539,B,539,539B
11408,1022874,4082.135,11067,10749,1239N,1239,N,1239,1239N
11409,1027968,4092.952,11439,11590,0413F,0413,F,413,413F
11410,1025085,4086.425,11168,11025,0173E,0173,E,173,173E
11411,1026917,4089.72,11836,11792,0024M,0024,M,24,24M
11412,1033209,4103.417,11936,12061,0266A,0266,A,266,266A
11413,1030529,4097.846,11739,11773,0042J,0042,J,42,42J
11414,1025593,4086.722,11670,11760,0206M,0206,M,206,206M
11415,1029507,4094.755,11068,10876,0295D,0295,D,295,295D
11416,1024087,4085.214,11169,11286,0268P,0268,P,268,268P
11417,1026125,4088.787,11740,11647,0051G,0051,G,51,51G
11418,1028694,4093.294,11837,12043,0691C,0691,C,691,691C
11419,1023279,4083.89,11937,11938,0022P,0022,P,22,22P
11420,1027810,4091.723,11440,11719,1176L,1176,L,1176,1176L
11421,1023965,4085.092,11568,11870,1317P,1317,P,1317,1317P
11422,1023334,4083.554,11671,11385,1103N,1103,N,1103,1103N
11423,1026046,4088.605,11170,11155,0045L,0045,L,45,45L
11424,1028334,4092.609,11741,11523,0539C,0539,C,539,539C
11425,1033034,4103.596,11069,11397,1466A,1466,A,1466,1466A
11426,1031851,4100.824,11569,11741,0498J,0498,J,498,498J
11427,1028241,4092.397,11441,11463,0042C,0042,C,42,42C
11428,1025640,4087.687,11938,11689,0854E,0854,E,854,854E
11429,1029013,4093.655,11171,10898,0853B,0853,B,853,853B
11430,1026156,4088.849,11672,11634,0024F,0024,F,24,24F
11431,1023508,4084.299,11838,11919,0153R,0153,R,153,153R
11432,1030247,4096.871,11570,11487,0026C,0026,C,26,26C
11433,1028938,4093.981,11673,11509,0296A,0296,A,296,296A
11434,1023340,4083.653,11442,11337,0083N,0083,N,83,83N
11435,1027748,4091.552,11172,11415,0918C,0918,C,918,918C
11436,1026643,4091.268,11742,11901,0413N,0413,N,413,413N
11437,1026869,4090.462,11070,11005,0048E,0048,E,48,48E
11438,1026288,4089.151,11939,12186,0917F,0917,F,917,917F
11439,1023868,4084.846,11571,11363,0449R,0449,R,449,449R
11440,1027923,4092.829,11173,11026,0173F,0173,F,173,173F
11441,1026348,4088.229,11839,11545,1241A,1241,A,1241,1241A
11442,1025991,4088.476,11443,11209,0635J,0635,J,635,635J
11443,1028166,4094.649,11674,11889,0692N,0692,N,692,692N
11444,1028463,4092.85,11743,12026,1175B,1175,B,1175,1175B
11445,1029084,4093.808,11174,10899,0853C,0853,C,853,853C
11446,1021171,4078.474,11071,11268,0693S,0693,S,693,693S
11447,1026131,4088.79,11572,11614,0071F,0071,F,71,71F
11448,1023924,4084.928,11675,11386,1103P,1103,P,1103,1103P
11449,1026138,4088.818,11444,11591,0413G,0413,G,413,413G
11450,1026630,4089.911,11840,11668,0296H,0296,H,296,296H
11451,1026899,4089.676,11940,11813,0174J,0174,J,174,174J
11452,1023029,4081.787,11072,11136,0154M,0154,M,154,154M
11453,1027734,4091.243,11573,11488,0026D,0026,D,26,26D
11454,1027773,4091.649,11744,11774,0042K,0042,K,42,42K
11455,1024126,4085.311,11175,11287,0268R,0268,R,268,268R
11456,1023800,4082.686,11445,11720,1176M,1176,M,1176,1176M
11457,1031854,4100.846,11676,11761,0153J,0153,J,153,153J
11458,1024714,4085.596,11176,11156,0045M,0045,M,45,45M
11459,1026749,4090.188,11745,11648,0051H,0051,H,51,51H
11460,1028632,4093.589,11841,11793,0025J,0025,J,25,25J
11461,1028897,4093.661,11941,12062,0266B,0266,B,266,266B
11462,1024476,4085.79,11073,10750,1239P,1239,P,1239,1239P
11463,1025640,4088.9,11446,11338,0083P,0083,P,83,83P
11464,1024017,4085.212,11574,11871,1317R,1317,R,1317,1317R
11465,1028270,4092.447,11677,11510,0296B,0296,B,296,296B
11466,1025965,4088.415,11177,11027,0173G,0173,G,173,173G
11467,1028558,4092.621,11074,10877,0368A,0368,A,368,368A
11468,1031761,4101.502,11842,12169,1465E,1465,E,1465,1465E
11469,1030090,4096.606,11746,11524,0539D,0539,D,539,539D
11470,1023332,4084.012,11942,11939,0022R,0022,R,22,22R
11471,1026686,4088.923,11447,11464,0042D,0042,D,42,42D
11472,1027782,4091.659,11575,11742,0498K,0498,K,498,498K
11473,1024128,4083.423,11178,11416,0918D,0918,D,918,918D
11474,1028036,4093.097,11678,11635,0024G,0024,G,24,24G
11475,1025382,4085.849,11843,12044,0691D,0691,D,691,691D
11476,1026136,4088.809,11943,11690,0854F,0854,F,854,854F
11477,1025983,4088.459,11075,11006,0048F,0048,F,48,48F
11478,1026043,4088.595,11448,11210,0635K,0635,K,635,635K
11479,1025575,4088.889,11747,11902,0413P,0413,P,413,413P
11480,1024805,4086.939,11576,11364,0449S,0449,S,449,449S
11481,1030527,4097.086,11179,10900,0853D,0853,D,853,853D
11482,1023995,4085.08,11679,11387,1103R,1103,R,1103,1103R
11483,1027615,4091.335,11076,11398,1466B,1466,B,1466,1466B
11484,1026286,4089.146,11944,12187,0917G,0917,G,917,917G
11485,1020633,4077.76,11844,11920,0153S,0153,S,153,153S
11486,1022445,4080.465,11449,11592,0413H,0413,H,413,413H
11487,1023838,4084.889,11680,11890,0692P,0692,P,692,692P
11488,1028574,4093.099,11748,12027,1175C,1175,C,1175,1175C
11489,1026130,4088.788,11577,11615,0071G,0071,G,71,71G
11490,1020789,4077.741,11180,11288,0268S,0268,S,268,268S
11491,1029651,4095.893,11945,11814,0174K,0174,K,174,174K
11492,1027612,4093.061,11077,11269,0592N,0592,N,592,592N
11493,1028138,4092.227,11845,11546,1241B,1241,B,1241,1241B
11494,1031723,4100.561,11450,11721,1043J,1043,J,1043,1043J
11495,1025531,4087.436,11749,11649,0084E,0084,E,84,84E
11496,1027804,4091.71,11681,11762,0153K,0153,K,153,153K
11497,1028894,4093.859,11578,11489,0051A,0051,A,51,51A
11498,1029193,4095.718,11181,11157,0046J,0046,J,46,46J
11499,1028987,4095.258,11078,11137,0109J,0109,J,109,109J
11500,1028799,4093.433,11946,12063,0266C,0266,C,266,266C
11501,1027733,4091.55,11750,11775,0042L,0042,L,42,42L
11502,1025686,4087.781,11846,11669,0369E,0369,E,369,369E
11503,1023815,4084.77,11451,11339,0083R,0083,R,83,83R
11504,1028379,4092.694,11682,11511,0296C,0296,C,296,296C
11505,1026057,4088.632,11182,11028,0173H,0173,H,173,173H
11506,1027781,4091.655,11579,11743,0498L,0498,L,498,498L
11507,1026462,4090.285,11079,10751,1239R,1239,R,1239,1239R
11508,1026134,4088.805,11947,11691,0854G,0854,G,854,854G
11509,1025986,4088.466,11452,11211,0635L,0635,L,635,635L
11510,1020828,4077.954,11580,11872,1317S,1317,S,1317,1317S
11511,1027798,4091.708,11847,11794,0025K,0025,K,25,25K
11512,1029128,4093.866,11080,10878,0368B,0368,B,368,368B
11513,1025852,4089.236,11683,11388,1103S,1103,S,1103,1103S
11514,1028162,4092.251,11751,11525,0636A,0636,A,636,636A
11515,1031291,4099.574,11183,11417,0801A,0801,A,801,801A
11516,1022171,4081.353,11948,11940,0022S,0022,S,22,22S
11517,1023089,4083.053,11581,11365,0538N,0538,N,538,538N
11518,1023693,4084.629,11752,11903,0413R,0413,R,413,413R
11519,1031674,4100.168,11453,11465,0021A,0021,A,21,21A
11520,1026317,4089.212,11848,12170,1465F,1465,F,1465,1465F
11521,1026053,4088.609,11081,11007,0048G,0048,G,48,48G
11522,1025286,4086.873,11684,11636,0024H,0024,H,24,24H
11523,1027469,4090.2,11184,10901,0974A,0974,A,974,974A
11524,1023454,4082.75,11582,11616,0071H,0071,H,71,71H
11525,1027576,4091.237,11082,11399,1466C,1466,C,1466,1466C
11526,1024524,4084,11753,12028,1175D,1175,D,1175,1175D
11527,1023816,4084.85,11685,11891,0692R,0692,R,692,692R
11528,1027726,4091.542,11949,11815,0174L,0174,L,174,174L
11529,1031867,4100.469,11849,12045,0590A,0590,A,590,590A
11530,1029803,4097.09,11454,11593,0336E,0336,E,336,336E
11531,1024100,4084.21,11185,11158,0046K,0046,K,46,46K
11532,1028354,4092.605,11583,11490,0051B,0051,B,51,51B
11533,1025593,4088.281,11083,10752,1239S,1239,S,1239,1239S
11534,1027746,4091.581,11686,11763,0153L,0153,L,153,153L
11535,1027173,4091.146,11202,11032,0230H,0230,H,230,230H
11536,1022685,4081.011,11950,12188,0917H,0917,H,917,917H
11537,1027273,4091.366,11455,11212,0635M,0635,M,635,635M
11538,1028018,4093.056,11754,11650,0084F,0084,F,84,84F
11539,1026517,4091.098,11850,11921,0108N,0108,N,108,108N
11540,1022315,4081.229,11687,11389,1240N,1240,N,1240,1240N
11541,1026016,4088.534,11084,11138,0109K,0109,K,109,109K
11542,1027450,4092.828,11186,11289,0207N,0207,N,207,207N
11543,1024897,4085.149,11584,11744,0498M,0498,M,498,498M
11544,1023865,4084.845,11302,11310,0044P,0044,P,44,44P
11545,1028693,4093.44,11688,11512,0296D,0296,D,296,296D
11546,1028327,4092.594,11755,11526,0636B,0636,B,636,636B
11547,1029091,4096.671,11585,11873,1176N,1176,N,1176,1176N
11548,1026156,4089.805,11085,11270,0592P,0592,P,592,592P
11549,1023609,4084.264,11456,11340,0083S,0083,S,83,83S
11550,1030076,4096.598,11851,11547,1241C,1241,C,1241,1241C
11551,1027683,4092.304,11951,11692,0854H,0854,H,854,854H
11552,1021885,4080.223,11203,11292,0207S,0207,S,207,207S
11553,1025963,4088.409,11187,11029,0230E,0230,E,230,230E
11554,1027995,4091.991,11303,11438,0336B,0336,B,336,336B
11555,1033800,4104.97,11689,12017,1465A,1465,A,1465,1465A
11556,1023860,4084.83,11586,11366,0538P,0538,P,538,538P
11557,1029109,4093.834,11086,10879,0368C,0368,C,368,368C
11558,1026326,4088.359,11756,11776,0042M,0042,M,42,42M
11559,1028257,4091.995,11204,10905,1103A,1103,A,1103,1103A
11560,1027784,4091.675,11457,11722,1043K,1043,K,1043,1043K
11561,1026124,4088.771,11852,11670,0369F,0369,F,369,369F
11562,1025468,4085.956,11952,12064,0266D,0266,D,266,266D
11563,1024816,4085.826,11304,11053,0740E,0740,E,740,740E
11564,1028820,4094.876,11587,11617,0042E,0042,E,42,42E
11565,1029020,4093.666,11188,10902,0974B,0974,B,974,974B
11566,1026106,4088.729,11087,11008,0048H,0048,H,48,48H
11567,1020121,4076.5,11757,11904,0413S,0413,S,413,413S
11568,1026297,4089.168,11305,11181,0124J,0124,J,124,124J
11569,1026473,4091.098,11953,11941,0023N,0023,N,23,23N
11570,1026105,4088.733,11205,11550,1623F,1623,F,1623,1623F
11571,1028250,4092.412,11458,11466,0021B,0021,B,21,21B
11572,1027775,4091.64,11853,11795,0025L,0025,L,25,25L
11573,1028353,4092.602,11588,11491,0051C,0051,C,51,51C
11574,1026998,4090.744,11690,11637,0025E,0025,E,25,25E
11575,1027833,4091.725,11189,11418,0801B,0801,B,801,801B
11576,1023250,4081.508,11088,11400,1466D,1466,D,1466,1466D
11577,1027957,4092.919,11306,11567,1043G,1043,G,1043,1043G
11578,1032131,4101.43,11206,11421,0692A,0692,A,692,692A
11579,1027965,4092.071,11954,11816,0174M,0174,M,174,174M
11580,1032358,4101.651,11758,12029,1042A,1042,A,1042,1042A
11581,1023914,4084.952,11589,11367,0538R,0538,R,538,538R
11582,1026258,4089.08,11854,12171,1465G,1465,G,1465,1465G
11583,1020591,4077.53,11691,11892,0692S,0692,S,692,692S
11584,1026032,4088.562,11089,11139,0109L,0109,L,109,109L
11585,1023847,4084.813,11307,11311,0044R,0044,R,44,44R
11586,1025981,4088.461,11190,11159,0046L,0046,L,46,46L
11587,1026120,4088.757,11207,11162,0047K,0047,K,47,47K
11588,1026148,4088.833,11459,11594,0336F,0336,F,336,336F
11589,1029840,4097.169,11955,12189,0800E,0800,E,800,800E
11590,1030715,4098.274,11590,11745,0413J,0413,J,413,413J
11591,1028198,4092.312,11759,11527,0636C,0636,C,636,636C
11592,1030644,4097.33,11090,10880,0368D,0368,D,368,368D
11593,1024804,4084.946,11692,11764,0153M,0153,M,153,153M
11594,1029041,4094.313,11855,11548,1241D,1241,D,1241,1241D
11595,1024081,4085.231,11191,11290,0207P,0207,P,207,207P
11596,1029030,4093.71,11208,10906,1103B,1103,B,1103,1103B
11597,1025979,4088.453,11308,11054,0740F,0740,F,740,740F
11598,1023919,4085.01,11591,11874,1176P,1176,P,1176,1176P
11599,1024636,4085.422,11956,11693,0975E,0975,E,975,975E
11600,1024856,4085.894,11460,11213,0740J,0740,J,740,740J
11601,1024258,4085.521,11091,11271,0592R,0592,R,592,592R
11602,1026189,4088.924,11760,11651,0084G,0084,G,84,84G
11603,1023971,4085.007,11693,11390,1240P,1240,P,1240,1240P
11604,1028067,4092.143,11309,11439,0336C,0336,C,336,336C
11605,1028888,4093.848,11592,11492,0051D,0051,D,51,51D
11606,1026672,4090.016,11209,11033,0295E,0295,E,295,295E
11607,1030532,4097.431,11856,12046,0590B,0590,B,590,590B
11608,1025962,4088.408,11192,11030,0230F,0230,F,230,230F
11609,1025826,4088.098,11092,11009,0049E,0049,E,49,49E
11610,1026018,4088.539,11310,11182,0124K,0124,K,124,124K
11611,1024119,4085.412,11461,11341,0124N,0124,N,124,124N
11612,1028215,4094.561,11210,11293,0154N,0154,N,154,154N
11613,1023463,4084.219,11857,11922,0108P,0108,P,108,108P
11614,1027746,4091.306,11694,11513,0369A,0369,A,369,369A
11615,1026122,4088.772,11593,11618,0042F,0042,F,42,42F
11616,1031257,4099.481,11761,11777,0021J,0021,J,21,21J
11617,1032141,4100.986,11957,12065,0205A,0205,A,205,205A
11618,1029055,4093.755,11193,10903,0974C,0974,C,974,974C
11619,1029382,4094.477,11093,10881,0449A,0449,A,449,449A
11620,1029736,4096.007,11194,11419,0801C,0801,C,801,801C
11621,1026157,4088.85,11211,11551,1623G,1623,G,1623,1623G
11622,1021506,4079.494,11311,11312,0044S,0044,S,44,44S
11623,1027387,4092.967,11762,11905,0336N,0336,N,336,336N
11624,1031912,4101.04,11094,11401,1317A,1317,A,1317,1317A
11625,1021429,4079.712,11958,11942,0023P,0023,P,23,23P
11626,1025806,4089.198,11594,11368,0538S,0538,S,538,538S
11627,1026165,4088.862,11695,11638,0025F,0025,F,25,25F
11628,1028322,4092.564,11462,11467,0021C,0021,C,21,21C
11629,1026124,4088.77,11858,11671,0369G,0369,G,369,369G
11630,1025887,4088.238,11195,11160,0046M,0046,M,46,46M
11631,1024092,4084.18,11095,11140,0109M,0109,M,109,109M
11632,1029011,4093.677,11212,10907,1103C,1103,C,1103,1103C
11633,1021533,4078.407,11312,11568,1043H,1043,H,1043,1043H
11634,1029676,4095.922,11595,11746,0413K,0413,K,413,413K
11635,1028450,4092.863,11696,12018,1465B,1465,B,1465,1465B
11636,1029416,4095.089,11763,11528,0636D,0636,D,636,636D
11637,1024041,4085.132,11196,11291,0207R,0207,R,207,207R
11638,1027631,4091.318,11959,11817,0231J,0231,J,231,231J
11639,1029610,4095.796,11463,11723,1043L,1043,L,1043,1043L
11640,1028049,4092.258,11859,11796,0025M,0025,M,25,25M
11641,1020276,4076.48,11096,11272,0592S,0592,S,592,592S
11642,1023971,4085.129,11596,11875,1176R,1176,R,1176,1176R
11643,1030790,4098.448,11697,11765,0108J,0108,J,108,108J
11644,1027872,4092.725,11213,11163,0047L,0047,L,47,47L
11645,1025977,4088.448,11313,11055,0740G,0740,G,740,740G
11646,1026014,4088.527,11197,11031,0230G,0230,G,230,230G
11647,1025997,4088.483,11464,11214,0740K,0740,K,740,740K
11648,1027719,4091.213,11597,11493,0084A,0084,A,84,84A
11649,1025873,4088.202,11764,11652,0084H,0084,H,84,84H
11650,1026089,4088.696,11960,11694,0975F,0975,F,975,975F
11651,1025950,4088.385,11214,11034,0295F,0295,F,295,295F
11652,1026012,4088.528,11314,11183,0124L,0124,L,124,124L
11653,1027104,4092.277,11698,11893,0591N,0591,N,591,591N
11654,1025989,4088.466,11097,11010,0049F,0049,F,49,49F
11655,1022010,4079.475,11860,12172,1465H,1465,H,1465,1465H
11656,1031536,4099.381,11198,10904,0974D,0974,D,974,974D
11657,1026147,4088.831,11465,11595,0336G,0336,G,336,336G
11658,1026103,4088.738,11598,11619,0042G,0042,G,42,42G
11659,1026296,4089.162,11961,12190,0800F,0800,F,800,800F
11660,1028582,4093.112,11765,12030,1042B,1042,B,1042,1042B
11661,1029102,4093.819,11098,10882,0449B,0449,B,449,449B
11662,1025368,4086.077,11315,11440,0336D,0336,D,336,336D
11663,1025902,4089.379,11699,11391,1240R,1240,R,1240,1240R
11664,1027802,4091.64,11215,11422,0692B,0692,B,692,692B
11665,1023463,4084.219,11861,11923,0108R,0108,R,108,108R
11666,1030885,4099.521,11199,11549,1623E,1623,E,1623,1623E
11667,1023825,4084.785,11466,11342,0124P,0124,P,124,124P
11668,1023925,4084.941,11599,11369,0635N,0635,N,635,635N
11669,1026252,4090.241,11316,11313,0045N,0045,N,45,45N
11670,1029900,4097.304,11099,11141,0072J,0072,J,72,72J
11671,1028884,4093.606,11962,12066,0205B,0205,B,205,205B
11672,1028243,4092.398,11700,11514,0369B,0369,B,369,369B
11673,1024050,4085.174,11216,11294,0154P,0154,P,154,154P
11674,1028716,4093.331,11862,12047,0590C,0590,C,590,590C
11675,1027725,4091.535,11766,11778,0021K,0021,K,21,21K
11676,1023432,4081.81,11200,11420,0801D,0801,D,801,801D
11677,1025898,4087.12,11467,11468,0021D,0021,D,21,21D
11678,1030774,4099.286,11317,11569,0918E,0918,E,918,918E
11679,1027731,4091.561,11100,11402,1317B,1317,B,1317,1317B
11680,1027772,4091.636,11600,11747,0413L,0413,L,413,413L
11681,1023284,4083.925,11963,11943,0023R,0023,R,23,23R
11682,1026089,4088.7,11701,11639,0025G,0025,G,25,25G
11683,1027027,4089.704,11767,11529,0741A,0741,A,741,741A
11684,1022555,4080.714,11217,11552,1623H,1623,H,1623,1623H
11685,1028244,4093.571,11318,11056,0740H,0740,H,740,740H
11686,1026178,4088.888,11201,11161,0047J,0047,J,47,47J
11687,1020062,4076.242,11601,11876,1176S,1176,S,1176,1176S
11688,1028336,4094.724,11101,11273,0499N,0499,N,499,499N
11689,1027782,4092.517,11863,11672,0369H,0369,H,369,369H
11690,1023138,4081.188,11468,11724,1043M,1043,M,1043,1043M
11691,1027777,4091.657,11964,11818,0231K,0231,K,231,231K
11692,1023649,4084.551,11768,11906,0336P,0336,P,336,336P
11693,1026897,4090.527,11319,11184,0124M,0124,M,124,124M
11694,1026031,4088.571,11469,11215,0740L,0740,L,740,740L
11695,1030657,4097.424,11218,10908,1103D,1103,D,1103,1103D
11696,1027548,4091.129,11864,11797,0026J,0026,J,26,26J
11697,1026141,4088.816,11965,11695,0975G,0975,G,975,975G
11698,1026369,4089.322,11769,11653,0125E,0125,E,125,125E
11699,1032461,4102.073,11320,11441,0267A,0267,A,267,267A
11700,1023825,4084.784,11470,11343,0124R,0124,R,124,124R
11701,1026060,4088.632,11219,11035,0295G,0295,G,295,295G
11702,1028176,4093.41,11966,12191,0800G,0800,G,800,800G
11703,1026378,4089.355,11865,11673,0450E,0450,E,450,450E
11704,1030410,4097.233,11770,12031,1042C,1042,C,1042,1042C
11705,1023525,4082.916,11471,11596,0336H,0336,H,336,336H
11706,1025139,4086.561,11220,11164,0047M,0047,M,47,47M
11707,1023820,4084.765,11321,11314,0045P,0045,P,45,45P
11708,1023227,4083.767,11967,11944,0023S,0023,S,23,23S
11709,1030569,4098.822,11866,12173,1316E,1316,E,1316,1316E
11710,1027835,4091.782,11771,11779,0021L,0021,L,21,21L
11711,1030607,4097.738,11472,11469,0022A,0022,A,22,22A
11712,1027855,4091.76,11221,11423,0692C,0692,C,692,692C
11713,1025658,4087.719,11322,11057,0853E,0853,E,853,853E
11714,1028190,4092.296,11772,11530,0741B,0741,B,741,741B
11715,1028883,4093.605,11968,12067,0205C,0205,C,205,205C
11716,1021692,4080.18,11867,11924,0108S,0108,S,108,108S
11717,1024031,4085.142,11222,11295,0154R,0154,R,154,154R
11718,1024574,4084.013,11868,12048,0590D,0590,D,590,590D
11719,1026177,4088.901,11323,11570,0918F,0918,F,918,918F
11720,1032469,4102.226,11473,11725,0918J,0918,J,918,918J
11721,1026181,4088.909,11773,11654,0125F,0125,F,125,125F
11722,1027775,4091.654,11969,11819,0231L,0231,L,231,231L
11723,1027139,4089.509,11223,10909,1240A,1240,A,1240,1240A
11724,1027822,4091.747,11869,11798,0026K,0026,K,26,26K
11725,1025124,4086.522,11324,11185,0173J,0173,J,173,173J
11726,1028722,4094.656,11970,11696,0975H,0975,H,975,975H
11727,1028298,4093.693,11474,11216,0740M,0740,M,740,740M
11728,1023647,4084.547,11774,11907,0336R,0336,R,336,336R
11729,1026155,4088.853,11870,11674,0450F,0450,F,450,450F
11730,1026390,4089.379,11224,11036,0295H,0295,H,295,295H
11731,1028041,4092.067,11325,11442,0267B,0267,B,267,267B
11732,1022012,4079.464,11971,12192,0800H,0800,H,800,800H
11733,1024723,4086.78,11475,11344,0124S,0124,S,124,124S
11734,1027302,4092.896,11871,11925,0071N,0071,N,71,71N
11735,1025448,4086.399,11775,11780,0021M,0021,M,21,21M
11736,1023444,4084.26,11972,11945,0024N,0024,N,24,24N
11737,1031632,4101.222,11225,11553,1466E,1466,E,1466,1466E
11738,1023873,4084.885,11326,11315,0045R,0045,R,45,45R
11739,1030568,4098.821,11476,11597,0267E,0267,E,267,267E
11740,1026303,4089.185,11872,12174,1316F,1316,F,1316,1316F
11741,1023770,4082.284,11776,12032,1042D,1042,D,1042,1042D
11742,1029065,4094.555,11973,11820,0231M,0231,M,231,231M
11743,1032671,4102.263,11873,12049,0497A,0497,A,497,497A
11744,1025950,4088.37,11327,11058,0853F,0853,F,853,853F
11745,1026869,4090.462,11226,11165,0048J,0048,J,48,48J
11746,1026570,4088.411,11974,12068,0205D,0205,D,205,205D
11747,1028331,4092.578,11477,11470,0022B,0022,B,22,22B
11748,1028244,4092.418,11777,11531,0741C,0741,C,741,741C
11749,1029687,4095.964,11874,11799,0026L,0026,L,26,26L
11750,1026088,4088.688,11778,11655,0125G,0125,G,125,125G
11751,1024528,4084.284,11227,11424,0692D,0692,D,692,692D
11752,1026064,4088.646,11328,11571,0918G,0918,G,918,918G
11753,1025640,4087.689,11478,11217,0853J,0853,J,853,853J
11754,1025418,4087.183,11975,11697,1104E,1104,E,1104,1104E
11755,1026097,4088.722,11875,11675,0450G,0450,G,450,450G
11756,1027944,4092.894,11329,11186,0173K,0173,K,173,173K
11757,1021048,4078.359,11228,11296,0154S,0154,S,154,154S
11758,1021162,4078.889,11779,11908,0336S,0336,S,336,336S
11759,1027792,4091.688,11479,11726,0918K,0918,K,918,918K
11760,1023418,4084.138,11876,11926,0071P,0071,P,71,71P
11761,1023279,4083.914,11976,11946,0024P,0024,P,24,24P
11762,1030157,4097.022,11780,11781,0022J,0022,J,22,22J
11763,1023007,4082.894,11480,11345,0173N,0173,N,173,173N
11764,1028054,4092.088,11330,11443,0267C,0267,C,267,267C
11765,1028911,4093.473,11229,10910,1240B,1240,B,1240,1240B
11766,1028672,4093.222,11877,12050,0497B,0497,B,497,497B
11767,1030641,4098.962,11977,12193,0691E,0691,E,691,691E
11768,1033197,4103.536,11781,12033,0917A,0917,A,917,917A
11769,1026157,4088.846,11481,11598,0267F,0267,F,267,267F
11770,1026042,4088.587,11331,11059,0853G,0853,G,853,853G
11771,1025540,4087.468,11230,11037,0368E,0368,E,368,368E
11772,1028403,4092.73,11482,11471,0022C,0022,C,22,22C
11773,1030514,4097.568,11782,11532,0741D,0741,D,741,741D
11774,1022602,4081.977,11332,11316,0045S,0045,S,45,45S
11775,1026244,4089.053,11878,12175,1316G,1316,G,1316,1316G
11776,1026036,4088.581,11231,11166,0048K,0048,K,48,48K
11777,1028396,4093.047,11978,11821,0296J,0296,J,296,296J
11778,1027189,4090.331,11879,11800,0026M,0026,M,26,26M
11779,1026004,4088.511,11333,11187,0173L,0173,L,173,173L
11780,1026113,4088.743,11232,11554,1466F,1466,F,1466,1466F
11781,1025971,4088.436,11483,11218,0853K,0853,K,853,853K
11782,1026138,4088.809,11979,11698,1104F,1104,F,1104,1104F
11783,1027083,4090.936,11783,11656,0125H,0125,H,125,125H
11784,1026978,4090.714,11880,11676,0450H,0450,H,450,450H
11785,1022574,4080.762,11334,11572,0918H,0918,H,918,918H
11786,1031084,4099.062,11233,11425,0591A,0591,A,591,591A
11787,1032963,4102.811,11980,12069,0152A,0152,A,152,152A
11788,1028150,4094.726,11784,11909,0267N,0267,N,267,267N
11789,1027733,4091.555,11484,11727,0918L,0918,L,918,918L
11790,1027461,4091.804,11335,11060,0853H,0853,H,853,853H
11791,1023471,4084.26,11881,11927,0071R,0071,R,71,71R
11792,1027064,4091.979,11234,11297,0109N,0109,N,109,109N
11793,1024672,4084.492,11336,11444,0267D,0267,D,267,267D
11794,1025713,4089.051,11485,11346,0173P,0173,P,173,173P
11795,1030909,4097.973,11235,10911,1240C,1240,C,1240,1240C
11796,1028297,4092.831,11882,11801,0051J,0051,J,51,51J
11797,1027734,4091.548,11785,11782,0022K,0022,K,22,22K
11798,1027783,4091.665,11981,11822,0296K,0296,K,296,296K
11799,1026998,4091.942,11337,11317,0046N,0046,N,46,46N
11800,1026156,4088.843,11486,11599,0267G,0267,G,267,267G
11801,1025942,4088.369,11236,11038,0368F,0368,F,368,368F
11802,1027738,4091.31,11786,11533,0854A,0854,A,854,854A
11803,1028743,4093.374,11883,12051,0497C,0497,C,497,497C
11804,1026977,4089.537,11487,11472,0022D,0022,D,22,22D
11805,1025116,4088.068,11982,11947,0024R,0024,R,24,24R
11806,1023068,4081.888,11884,12176,1316H,1316,H,1316,1316H
11807,1028551,4093.026,11787,12034,0917B,0917,B,917,917B
11808,1026080,4088.678,11983,11699,1104G,1104,G,1104,1104G
11809,1026042,4088.587,11488,11219,0853L,0853,L,853,853L
11810,1026282,4089.135,11984,12194,0691F,0691,F,691,691F
11811,1023906,4084.951,11489,11347,0173R,0173,R,173,173R
11812,1025278,4086.863,11885,11677,0539E,0539,E,539,539E
11813,1025253,4086.804,11788,11657,0174E,0174,E,174,174E
11814,1024255,4083.701,11490,11728,0918M,0918,M,918,918M
11815,1028982,4093.802,11985,12070,0152B,0152,B,152,152B
11816,1020800,4078.189,11886,11928,0071S,0071,S,71,71S
11817,1027533,4091.957,11491,11220,0853M,0853,M,853,853M
11818,1027975,4092.952,11986,11700,1104H,1104,H,1104,1104H
11819,1023603,4084.47,11789,11910,0267P,0267,P,267,267P
11820,1031465,4099.654,11492,11473,0023A,0023,A,23,23A
11821,1027787,4091.668,11790,11783,0022L,0022,L,22,22L
11822,1027782,4091.663,11987,11823,0296L,0296,L,296,296L
11823,1022776,4081.209,11493,11600,0267H,0267,H,267,267H
11824,1027760,4091.608,11887,11802,0051K,0051,K,51,51K
11825,1022517,4082.152,11988,11948,0024S,0024,S,24,24S
11826,1028294,4092.532,11791,11534,0854B,0854,B,854,854B
