FID,AREA,GRID_CODE,SQFT,ACRES,SQMI
17651,188272,14,188272,4.32213,0.006753
17652,47068,8,47068,1.080533,0.001688
17653,658952,14,658952,15.12746,0.023637
17654,6724,13,6724,0.154362,0.000241
17655,13448,3,13448,0.308724,0.000482
17656,26896,6,26896,0.617447,0.000965
17657,33620,6,33620,0.771809,0.001206
17658,20172,3,20172,0.463085,0.000724
17659,6724,6,6724,0.154362,0.000241
17660,147928,5,147928,3.39596,0.005306
17661,6724,14,6724,0.154362,0.000241
17662,793432,4,793432,18.21469,0.02846
17663,6724,5,6724,0.154362,0.000241
17664,6724,4,6724,0.154362,0.000241
17665,134480,14,134480,3.087236,0.004824
17666,6724,6,6724,0.154362,0.000241
17667,53792,3,53792,1.234894,0.00193
17668,20172,14,20172,0.463085,0.000724
17669,1075840,3,1075840,24.69789,0.03859
17670,60516,6,60516,1.389256,0.002171
17671,6724,4,6724,0.154362,0.000241
17672,20172,5,20172,0.463085,0.000724
17673,6724,5,6724,0.154362,0.000241
17674,26896,6,26896,0.617447,0.000965
17675,6724,5,6724,0.154362,0.000241
17676,6724,4,6724,0.154362,0.000241
17677,33620,14,33620,0.771809,0.001206
17678,6724,6,6724,0.154362,0.000241
17679,6724,6,6724,0.154362,0.000241
17680,26896,5,26896,0.617447,0.000965
17681,141204,6,141204,3.241598,0.005065
17682,221892,5,221892,5.093939,0.007959
17683,67240,4,67240,1.543618,0.002412
17684,13448,2,13448,0.308724,0.000482
17685,6724,3,6724,0.154362,0.000241
17686,6724,4,6724,0.154362,0.000241
17687,13448,3,13448,0.308724,0.000482
17688,47068,5,47068,1.080533,0.001688
17689,6724,4,6724,0.154362,0.000241
17690,107584,6,107584,2.469789,0.003859
17691,26896,2,26896,0.617447,0.000965
17692,13448,4,13448,0.308724,0.000482
17693,6724,2,6724,0.154362,0.000241
17694,20172,3,20172,0.463085,0.000724
17695,6569348,6,6569348,150.8115,0.235643
17696,94136,3,94136,2.161065,0.003377
17697,121032,4,121032,2.778512,0.004341
17698,100860,6,100860,2.315427,0.003618
17699,6724,4,6724,0.154362,0.000241
17700,6724,4,6724,0.154362,0.000241
17701,147928,3,147928,3.39596,0.005306
17702,121032,2,121032,2.778512,0.004341
17703,134480,4,134480,3.087236,0.004824
17704,20172,4,20172,0.463085,0.000724
17705,201720,6,201720,4.630854,0.007236
17706,6724,5,6724,0.154362,0.000241
17707,248788,6,248788,5.711387,0.008924
17708,13448,14,13448,0.308724,0.000482
17709,47068,6,47068,1.080533,0.001688
17710,336200,14,336200,7.71809,0.01206
17711,1748240,4,1748240,40.13407,0.062709
17712,87412,8,87412,2.006703,0.003135
17713,168100,2,168100,3.859045,0.00603
17714,13448,14,13448,0.308724,0.000482
17715,40344,6,40344,0.926171,0.001447
17716,5076620,8,5076620,116.5432,0.182099
17717,40344,4,40344,0.926171,0.001447
17718,26896,6,26896,0.617447,0.000965
17719,13448,6,13448,0.308724,0.000482
17720,6724,5,6724,0.154362,0.000241
17721,13448,14,13448,0.308724,0.000482
17722,114308,4,114308,2.624151,0.0041
17723,40344,6,40344,0.926171,0.001447
17724,26896,3,26896,0.617447,0.000965
17725,894292,2,894292,20.53012,0.032078
17726,13448,6,13448,0.308724,0.000482
17727,161376,8,161376,3.704683,0.005789
17728,47068,3,47068,1.080533,0.001688
17729,20172,6,20172,0.463085,0.000724
17730,235340,6,235340,5.402663,0.008442
17731,6724,3,6724,0.154362,0.000241
17732,121032,5,121032,2.778512,0.004341
17733,6724,3,6724,0.154362,0.000241
17734,47068,6,47068,1.080533,0.001688
17735,948084,4,948084,21.76501,0.034008
17736,87412,7,87412,2.006703,0.003135
17737,6724,6,6724,0.154362,0.000241
17738,80688,6,80688,1.852342,0.002894
17739,13448,4,13448,0.308724,0.000482
17740,6724,3,6724,0.154362,0.000241
17741,73964,7,73964,1.69798,0.002653
17742,6724,14,6724,0.154362,0.000241
17743,6724,6,6724,0.154362,0.000241
17744,20172,4,20172,0.463085,0.000724
17745,33620,5,33620,0.771809,0.001206
17746,13448,14,13448,0.308724,0.000482
17747,20172,4,20172,0.463085,0.000724
17748,13448,6,13448,0.308724,0.000482
17749,2118060,4,2118060,48.62397,0.075975
17750,6724,11,6724,0.154362,0.000241
17751,13448,10,13448,0.308724,0.000482
17752,174824,7,174824,4.013407,0.006271
17753,154652,4,154652,3.550321,0.005547
17754,60516,4,60516,1.389256,0.002171
17755,13448,6,13448,0.308724,0.000482
17756,87412,4,87412,2.006703,0.003135
17757,13448,6,13448,0.308724,0.000482
17758,47068,14,47068,1.080533,0.001688
17759,6724,3,6724,0.154362,0.000241
17760,60516,4,60516,1.389256,0.002171
17761,94136,14,94136,2.161065,0.003377
17762,107584,11,107584,2.469789,0.003859
17763,363096,3,363096,8.335537,0.013024
17764,20172,4,20172,0.463085,0.000724
17765,463956,4,463956,10.65096,0.016642
17766,40344,4,40344,0.926171,0.001447
17767,6724,6,6724,0.154362,0.000241
17768,6724,10,6724,0.154362,0.000241
17769,53792,6,53792,1.234894,0.00193
17770,6724,5,6724,0.154362,0.000241
17771,94136,4,94136,2.161065,0.003377
17772,1324628,7,1324628,30.40928,0.047515
17773,47068,6,47068,1.080533,0.001688
17774,47068,11,47068,1.080533,0.001688
17775,13448,6,13448,0.308724,0.000482
17776,60516,5,60516,1.389256,0.002171
17777,6724,7,6724,0.154362,0.000241
17778,6724,14,6724,0.154362,0.000241
17779,47068,6,47068,1.080533,0.001688
17780,47068,4,47068,1.080533,0.001688
17781,20172,11,20172,0.463085,0.000724
17782,100860,3,100860,2.315427,0.003618
17783,26896,4,26896,0.617447,0.000965
17784,123674000,3,123674000,2839.18,4.43621
17785,40344,11,40344,0.926171,0.001447
17786,60516,4,60516,1.389256,0.002171
17787,6724,5,6724,0.154362,0.000241
17788,672400,7,672400,15.43618,0.024119
17789,33620,4,33620,0.771809,0.001206
17790,100860,4,100860,2.315427,0.003618
17791,26896,10,26896,0.617447,0.000965
17792,6724,6,6724,0.154362,0.000241
17793,6724,14,6724,0.154362,0.000241
17794,53792,11,53792,1.234894,0.00193
17795,6724,11,6724,0.154362,0.000241
17796,13448,3,13448,0.308724,0.000482
17797,33620,14,33620,0.771809,0.001206
17798,33620,8,33620,0.771809,0.001206
17799,268960,3,268960,6.174472,0.009648
17800,40344,14,40344,0.926171,0.001447
17801,13448,3,13448,0.308724,0.000482
17802,107584,3,107584,2.469789,0.003859
17803,6724,5,6724,0.154362,0.000241
17804,13448,3,13448,0.308724,0.000482
17805,773260,6,773260,17.75161,0.027737
17806,6724,6,6724,0.154362,0.000241
17807,6724,6,6724,0.154362,0.000241
17808,40344,5,40344,0.926171,0.001447
17809,13448,3,13448,0.308724,0.000482
17810,26896,7,26896,0.617447,0.000965
17811,154652,5,154652,3.550321,0.005547
17812,13448,14,13448,0.308724,0.000482
17813,6724,6,6724,0.154362,0.000241
17814,53792,11,53792,1.234894,0.00193
17815,6724,6,6724,0.154362,0.000241
17816,6724,6,6724,0.154362,0.000241
17817,188272,5,188272,4.32213,0.006753
17818,33620,10,33620,0.771809,0.001206
17819,47068,6,47068,1.080533,0.001688
17820,6724,6,6724,0.154362,0.000241
17821,20172,6,20172,0.463085,0.000724
17822,20172,10,20172,0.463085,0.000724
17823,67240,10,67240,1.543618,0.002412
17824,53792,3,53792,1.234894,0.00193
17825,40344,6,40344,0.926171,0.001447
17826,13448,4,13448,0.308724,0.000482
17827,73964,3,73964,1.69798,0.002653
17828,1425488,5,1425488,32.7247,0.051132
17829,40344,6,40344,0.926171,0.001447
17830,6724,2,6724,0.154362,0.000241
17831,40344,4,40344,0.926171,0.001447
17832,6724,6,6724,0.154362,0.000241
17833,13448,4,13448,0.308724,0.000482
17834,87412,5,87412,2.006703,0.003135
17835,33620,4,33620,0.771809,0.001206
17836,26896,4,26896,0.617447,0.000965
17837,40344,4,40344,0.926171,0.001447
17838,26896,2,26896,0.617447,0.000965
17839,6724,14,6724,0.154362,0.000241
17840,289132,6,289132,6.637558,0.010371
17841,6724,3,6724,0.154362,0.000241
17842,26896,6,26896,0.617447,0.000965
17843,53792,6,53792,1.234894,0.00193
17844,6724,6,6724,0.154362,0.000241
17845,2144956,13,2144956,49.24141,0.07694
17846,33620,3,33620,0.771809,0.001206
17847,26896,14,26896,0.617447,0.000965
17848,33620,4,33620,0.771809,0.001206
17849,73964,2,73964,1.69798,0.002653
17850,13448,4,13448,0.308724,0.000482
17851,6724,5,6724,0.154362,0.000241
17852,107584,4,107584,2.469789,0.003859
17853,40344,2,40344,0.926171,0.001447
17854,20172,2,20172,0.463085,0.000724
17855,26896,2,26896,0.617447,0.000965
17856,6724,14,6724,0.154362,0.000241
17857,13448,6,13448,0.308724,0.000482
17858,242064,5,242064,5.557025,0.008683
17859,26896,5,26896,0.617447,0.000965
17860,33620,3,33620,0.771809,0.001206
17861,127756,2,127756,2.932874,0.004583
17862,26896,6,26896,0.617447,0.000965
17863,235340,6,235340,5.402663,0.008442
17864,13448,3,13448,0.308724,0.000482
17865,40344,6,40344,0.926171,0.001447
17866,40344,4,40344,0.926171,0.001447
17867,67240,14,67240,1.543618,0.002412
17868,67240,4,67240,1.543618,0.002412
17869,26896,6,26896,0.617447,0.000965
17870,6724,4,6724,0.154362,0.000241
17871,20172,6,20172,0.463085,0.000724
17872,20172,6,20172,0.463085,0.000724
17873,33620,4,33620,0.771809,0.001206
17874,13448,6,13448,0.308724,0.000482
17875,33620,4,33620,0.771809,0.001206
17876,53792,4,53792,1.234894,0.00193
17877,6724,4,6724,0.154362,0.000241
17878,80688,10,80688,1.852342,0.002894
17879,67240,6,67240,1.543618,0.002412
17880,1687724,4,1687724,38.74481,0.060539
17881,2528224,3,2528224,58.04004,0.090688
17882,2387020,7,2387020,54.79844,0.085623
17883,33620,4,33620,0.771809,0.001206
17884,6724,4,6724,0.154362,0.000241
17885,60516,14,60516,1.389256,0.002171
17886,13448,4,13448,0.308724,0.000482
17887,6724,6,6724,0.154362,0.000241
17888,1055668,3,1055668,24.2348,0.037867
17889,6562620,6,6562620,150.657,0.235402
17890,161376,2,161376,3.704683,0.005789
17891,100860,3,100860,2.315427,0.003618
17892,6724,6,6724,0.154362,0.000241
17893,20172,14,20172,0.463085,0.000724
17894,6724,14,6724,0.154362,0.000241
17895,376544,7,376544,8.64426,0.013507
17896,410164,6,410164,9.41607,0.014713
17897,20172,14,20172,0.463085,0.000724
17898,248788,4,248788,5.711387,0.008924
17899,13448,4,13448,0.308724,0.000482
17900,13448,14,13448,0.308724,0.000482
17901,13448,4,13448,0.308724,0.000482
17902,73964,3,73964,1.69798,0.002653
17903,13448,6,13448,0.308724,0.000482
17904,6724,14,6724,0.154362,0.000241
17905,6724,14,6724,0.154362,0.000241
17906,208444,3,208444,4.785216,0.007477
17907,33620,11,33620,0.771809,0.001206
17908,60516,6,60516,1.389256,0.002171
17909,6724,3,6724,0.154362,0.000241
17910,235340,4,235340,5.402663,0.008442
17911,40344,11,40344,0.926171,0.001447
17912,6724,8,6724,0.154362,0.000241
17913,6724,5,6724,0.154362,0.000241
17914,6724,6,6724,0.154362,0.000241
17915,1593588,8,1593588,36.58375,0.057162
17916,60516,3,60516,1.389256,0.002171
17917,87412,6,87412,2.006703,0.003135
17918,53792,10,53792,1.234894,0.00193
17919,6724,6,6724,0.154362,0.000241
17920,53792,6,53792,1.234894,0.00193
17921,94136,11,94136,2.161065,0.003377
17922,20172,6,20172,0.463085,0.000724
17923,13448,4,13448,0.308724,0.000482
17924,6724,6,6724,0.154362,0.000241
17925,13448,5,13448,0.308724,0.000482
17926,221892,11,221892,5.093939,0.007959
17927,47068,11,47068,1.080533,0.001688
17928,6724,5,6724,0.154362,0.000241
17929,53792,5,53792,1.234894,0.00193
17930,6724,6,6724,0.154362,0.000241
17931,20172,4,20172,0.463085,0.000724
17932,6724,6,6724,0.154362,0.000241
17933,282408,5,282408,6.483196,0.01013
17934,26896,6,26896,0.617447,0.000965
17935,33620,3,33620,0.771809,0.001206
17936,127756,14,127756,2.932874,0.004583
17937,161376,3,161376,3.704683,0.005789
17938,6724,3,6724,0.154362,0.000241
17939,33620,3,33620,0.771809,0.001206
17940,20172,4,20172,0.463085,0.000724
17941,13448,6,13448,0.308724,0.000482
17942,114308,3,114308,2.624151,0.0041
17943,33620,6,33620,0.771809,0.001206
17944,20172,6,20172,0.463085,0.000724
17945,13448,5,13448,0.308724,0.000482
17946,1075840,5,1075840,24.69789,0.03859
17947,6724,6,6724,0.154362,0.000241
17948,6724,4,6724,0.154362,0.000241
17949,40344,14,40344,0.926171,0.001447
17950,6724,2,6724,0.154362,0.000241
17951,60516,6,60516,1.389256,0.002171
17952,336200,6,336200,7.71809,0.01206
17953,268960,4,268960,6.174472,0.009648
17954,6724,3,6724,0.154362,0.000241
17955,13448,5,13448,0.308724,0.000482
17956,6724,14,6724,0.154362,0.000241
17957,275684,3,275684,6.328834,0.009889
17958,26896,5,26896,0.617447,0.000965
17959,26896,14,26896,0.617447,0.000965
17960,161376,5,161376,3.704683,0.005789
17961,26896,4,26896,0.617447,0.000965
17962,26896,4,26896,0.617447,0.000965
17963,302580,4,302580,6.946281,0.010854
17964,759812,2,759812,17.44288,0.027255
17965,369820,3,369820,8.489899,0.013265
17966,87412,4,87412,2.006703,0.003135
17967,53792,3,53792,1.234894,0.00193
17968,13448,14,13448,0.308724,0.000482
17969,13448,6,13448,0.308724,0.000482
17970,154652,4,154652,3.550321,0.005547
17971,6724,3,6724,0.154362,0.000241
17972,981704,6,981704,22.53682,0.035214
17973,40344,11,40344,0.926171,0.001447
17974,53792,4,53792,1.234894,0.00193
17975,26896,4,26896,0.617447,0.000965
17976,6724,4,6724,0.154362,0.000241
17977,13448,6,13448,0.308724,0.000482
17978,40344,6,40344,0.926171,0.001447
17979,6724,6,6724,0.154362,0.000241
17980,228616,4,228616,5.248301,0.0082
17981,6724,6,6724,0.154362,0.000241
17982,194996,4,194996,4.476492,0.006995
17983,80688,12,80688,1.852342,0.002894
17984,60516,2,60516,1.389256,0.002171
17985,73964,7,73964,1.69798,0.002653
17986,2339952,6,2339952,53.71791,0.083934
17987,26896,2,26896,0.617447,0.000965
17988,26896,3,26896,0.617447,0.000965
17989,26896,3,26896,0.617447,0.000965
17990,13448,4,13448,0.308724,0.000482
17991,26896,6,26896,0.617447,0.000965
17992,154652,3,154652,3.550321,0.005547
17993,901016,6,901016,20.68448,0.03232
17994,26896,3,26896,0.617447,0.000965
17995,87412,4,87412,2.006703,0.003135
17996,67240,3,67240,1.543618,0.002412
17997,20172,4,20172,0.463085,0.000724
17998,2198748,3,2198748,50.47631,0.078869
17999,33620,3,33620,0.771809,0.001206
18000,6724,6,6724,0.154362,0.000241
18001,611884,3,611884,14.04692,0.021948
18002,6724,14,6724,0.154362,0.000241
18003,47068,6,47068,1.080533,0.001688
18004,14086800,5,14086800,323.388,0.505294
18005,114308,13,114308,2.624151,0.0041
18006,188272,6,188272,4.32213,0.006753
18007,6724,14,6724,0.154362,0.000241
18008,26896,4,26896,0.617447,0.000965
18009,67240,3,67240,1.543618,0.002412
18010,6724,6,6724,0.154362,0.000241
18011,73964,4,73964,1.69798,0.002653
18012,786708,6,786708,18.06033,0.028219
18013,60516,3,60516,1.389256,0.002171
18014,13448,11,13448,0.308724,0.000482
18015,40344,7,40344,0.926171,0.001447
18016,33620,4,33620,0.771809,0.001206
18017,6724,6,6724,0.154362,0.000241
18018,215168,3,215168,4.939578,0.007718
18019,188272,14,188272,4.32213,0.006753
18020,80688,2,80688,1.852342,0.002894
18021,80688,6,80688,1.852342,0.002894
18022,497576,7,497576,11.42277,0.017848
18023,100860,4,100860,2.315427,0.003618
18024,1008600,7,1008600,23.15427,0.036179
18025,6724,14,6724,0.154362,0.000241
18026,6724,6,6724,0.154362,0.000241
18027,6724,14,6724,0.154362,0.000241
18028,26896,13,26896,0.617447,0.000965
18029,134480,14,134480,3.087236,0.004824
18030,94136,5,94136,2.161065,0.003377
18031,33620,11,33620,0.771809,0.001206
18032,779984,4,779984,17.90597,0.027978
18033,181548,4,181548,4.167768,0.006512
18034,40344,6,40344,0.926171,0.001447
18035,228616,6,228616,5.248301,0.0082
18036,168100,4,168100,3.859045,0.00603
18037,147928,2,147928,3.39596,0.005306
18038,6724,6,6724,0.154362,0.000241
18039,6724,13,6724,0.154362,0.000241
18040,6724,4,6724,0.154362,0.000241
18041,544644,8,544644,12.50331,0.019536
18042,107584,3,107584,2.469789,0.003859
18043,6724,4,6724,0.154362,0.000241
18044,6724,4,6724,0.154362,0.000241
18045,60516,7,60516,1.389256,0.002171
18046,80688,3,80688,1.852342,0.002894
18047,13448,4,13448,0.308724,0.000482
18048,188272,4,188272,4.32213,0.006753
18049,87412,7,87412,2.006703,0.003135
18050,6724,5,6724,0.154362,0.000241
18051,6724,5,6724,0.154362,0.000241
18052,33620,6,33620,0.771809,0.001206
18053,80688,5,80688,1.852342,0.002894
18054,26896,6,26896,0.617447,0.000965
18055,13448,6,13448,0.308724,0.000482
18056,591712,14,591712,13.58384,0.021225
18057,60516,5,60516,1.389256,0.002171
18058,107584,13,107584,2.469789,0.003859
18059,20172,6,20172,0.463085,0.000724
18060,6724,3,6724,0.154362,0.000241
18061,87412,3,87412,2.006703,0.003135
18062,6724,2,6724,0.154362,0.000241
18063,658952,6,658952,15.12746,0.023637
18064,60516,4,60516,1.389256,0.002171
18065,26896,3,26896,0.617447,0.000965
18066,6724,4,6724,0.154362,0.000241
18067,6724,2,6724,0.154362,0.000241
18068,181548,4,181548,4.167768,0.006512
18069,33620,14,33620,0.771809,0.001206
18070,457232,7,457232,10.4966,0.016401
18071,94136,6,94136,2.161065,0.003377
18072,26896,3,26896,0.617447,0.000965
18073,33620,6,33620,0.771809,0.001206
18074,13448,3,13448,0.308724,0.000482
18075,33620,6,33620,0.771809,0.001206
18076,26896,3,26896,0.617447,0.000965
18077,537920,7,537920,12.34894,0.019295
18078,6724,3,6724,0.154362,0.000241
18079,262236,3,262236,6.02011,0.009406
18080,551368,6,551368,12.65767,0.019778
18081,1459108,13,1459108,33.49651,0.052338
18082,13448,10,13448,0.308724,0.000482
18083,33620,3,33620,0.771809,0.001206
18084,20172,11,20172,0.463085,0.000724
18085,154652,2,154652,3.550321,0.005547
18086,87412,6,87412,2.006703,0.003135
18087,121032,4,121032,2.778512,0.004341
18088,67240,4,67240,1.543618,0.002412
18089,6038152,4,6038152,138.6169,0.216589
18090,20172,6,20172,0.463085,0.000724
18091,60516,7,60516,1.389256,0.002171
18092,94136,6,94136,2.161065,0.003377
18093,800156,4,800156,18.36905,0.028702
18094,20172,14,20172,0.463085,0.000724
18095,53792,6,53792,1.234894,0.00193
18096,181548,4,181548,4.167768,0.006512
18097,369820,6,369820,8.489899,0.013265
18098,6724,14,6724,0.154362,0.000241
18099,15828300,5,15828300,363.3678,0.567762
18100,67240,4,67240,1.543618,0.002412
18101,6724,3,6724,0.154362,0.000241
18102,6724,4,6724,0.154362,0.000241
18103,26896,14,26896,0.617447,0.000965
18104,20172,3,20172,0.463085,0.000724
18105,47068,2,47068,1.080533,0.001688
18106,6724,6,6724,0.154362,0.000241
18107,6724,4,6724,0.154362,0.000241
18108,6724,11,6724,0.154362,0.000241
18109,228616,6,228616,5.248301,0.0082
18110,6724,2,6724,0.154362,0.000241
18111,40344,3,40344,0.926171,0.001447
18112,1775136,3,1775136,40.75151,0.063674
18113,13448,3,13448,0.308724,0.000482
18114,40344,5,40344,0.926171,0.001447
18115,20172,6,20172,0.463085,0.000724
18116,24071900,3,24071900,552.615,0.863461
18117,6724,14,6724,0.154362,0.000241
18118,53792,4,53792,1.234894,0.00193
18119,26896,6,26896,0.617447,0.000965
18120,13448,6,13448,0.308724,0.000482
18121,40344,3,40344,0.926171,0.001447
18122,6724,6,6724,0.154362,0.000241
18123,6724,3,6724,0.154362,0.000241
18124,208444,3,208444,4.785216,0.007477
18125,47068,6,47068,1.080533,0.001688
18126,6724,11,6724,0.154362,0.000241
18127,67240,4,67240,1.543618,0.002412
18128,73964,14,73964,1.69798,0.002653
18129,60516,4,60516,1.389256,0.002171
18130,20172,6,20172,0.463085,0.000724
18131,6724,4,6724,0.154362,0.000241
18132,6724,3,6724,0.154362,0.000241
18133,6724,14,6724,0.154362,0.000241
18134,100860,7,100860,2.315427,0.003618
18135,914464,6,914464,20.9932,0.032802
18136,289132,4,289132,6.637558,0.010371
18137,20172,4,20172,0.463085,0.000724
18138,6724,3,6724,0.154362,0.000241
18139,6724,4,6724,0.154362,0.000241
18140,6724,14,6724,0.154362,0.000241
18141,6724,3,6724,0.154362,0.000241
18142,100860,4,100860,2.315427,0.003618
18143,47068,3,47068,1.080533,0.001688
18144,6724,6,6724,0.154362,0.000241
18145,6724,6,6724,0.154362,0.000241
18146,33620,4,33620,0.771809,0.001206
18147,1022048,6,1022048,23.46299,0.036661
18148,753088,1,753088,17.28852,0.027013
18149,26896,6,26896,0.617447,0.000965
18150,6724,6,6724,0.154362,0.000241
18151,20172,10,20172,0.463085,0.000724
18152,20172,4,20172,0.463085,0.000724
18153,94136,3,94136,2.161065,0.003377
18154,20172,4,20172,0.463085,0.000724
18155,6724,3,6724,0.154362,0.000241
18156,6724,4,6724,0.154362,0.000241
18157,6724,14,6724,0.154362,0.000241
18158,289132,3,289132,6.637558,0.010371
18159,13448,6,13448,0.308724,0.000482
18160,6724,4,6724,0.154362,0.000241
18161,188272,7,188272,4.32213,0.006753
18162,47068,3,47068,1.080533,0.001688
18163,6724,14,6724,0.154362,0.000241
18164,67240,5,67240,1.543618,0.002412
18165,40344,6,40344,0.926171,0.001447
18166,6724,6,6724,0.154362,0.000241
18167,73964,3,73964,1.69798,0.002653
18168,309304,3,309304,7.100643,0.011095
18169,33620,5,33620,0.771809,0.001206
18170,13448,11,13448,0.308724,0.000482
18171,20172,4,20172,0.463085,0.000724
18172,6724,6,6724,0.154362,0.000241
18173,13448,6,13448,0.308724,0.000482
18174,20172,6,20172,0.463085,0.000724
18175,20172,3,20172,0.463085,0.000724
18176,26896,5,26896,0.617447,0.000965
18177,1196872,1,1196872,27.4764,0.042932
18178,6724,3,6724,0.154362,0.000241
18179,6724,10,6724,0.154362,0.000241
18180,6724,6,6724,0.154362,0.000241
18181,13448,3,13448,0.308724,0.000482
18182,6724,14,6724,0.154362,0.000241
18183,121032,14,121032,2.778512,0.004341
18184,6724,2,6724,0.154362,0.000241
18185,477404,3,477404,10.95969,0.017125
18186,282408,2,282408,6.483196,0.01013
18187,60516,6,60516,1.389256,0.002171
18188,40344,4,40344,0.926171,0.001447
18189,60516,8,60516,1.389256,0.002171
18190,6724,10,6724,0.154362,0.000241
18191,20172,4,20172,0.463085,0.000724
18192,6724,5,6724,0.154362,0.000241
18193,26896,4,26896,0.617447,0.000965
18194,6724,3,6724,0.154362,0.000241
18195,141204,4,141204,3.241598,0.005065
18196,33620,7,33620,0.771809,0.001206
18197,26896,5,26896,0.617447,0.000965
18198,53792,3,53792,1.234894,0.00193
18199,80688,3,80688,1.852342,0.002894
18200,6724,10,6724,0.154362,0.000241
18201,6724,4,6724,0.154362,0.000241
18202,558092,6,558092,12.81203,0.020019
18203,6724,5,6724,0.154362,0.000241
18204,6724,4,6724,0.154362,0.000241
18205,26896,13,26896,0.617447,0.000965
18206,20172,3,20172,0.463085,0.000724
18207,13448,6,13448,0.308724,0.000482
18208,20172,3,20172,0.463085,0.000724
18209,127756,6,127756,2.932874,0.004583
18210,87412,6,87412,2.006703,0.003135
18211,336200,5,336200,7.71809,0.01206
18212,6724,7,6724,0.154362,0.000241
18213,2339952,5,2339952,53.71791,0.083934
18214,33620,6,33620,0.771809,0.001206
18215,100860,8,100860,2.315427,0.003618
18216,6724,4,6724,0.154362,0.000241
18217,26896,4,26896,0.617447,0.000965
18218,67240,4,67240,1.543618,0.002412
18219,1096012,3,1096012,25.16097,0.039314
18220,6724,4,6724,0.154362,0.000241
18221,13448,3,13448,0.308724,0.000482
18222,194996,4,194996,4.476492,0.006995
18223,26896,10,26896,0.617447,0.000965
18224,47068,6,47068,1.080533,0.001688
18225,6724,6,6724,0.154362,0.000241
18226,20172,4,20172,0.463085,0.000724
18227,33620,3,33620,0.771809,0.001206
18228,13448,6,13448,0.308724,0.000482
18229,121032,3,121032,2.778512,0.004341
18230,6724,3,6724,0.154362,0.000241
18231,2286160,11,2286160,52.48301,0.082005
18232,6724,5,6724,0.154362,0.000241
18233,26896,6,26896,0.617447,0.000965
18234,201720,13,201720,4.630854,0.007236
18235,20172,6,20172,0.463085,0.000724
18236,33620,4,33620,0.771809,0.001206
18237,13448,4,13448,0.308724,0.000482
18238,40344,3,40344,0.926171,0.001447
18239,6724,6,6724,0.154362,0.000241
18240,356372,8,356372,8.181175,0.012783
18241,40344,6,40344,0.926171,0.001447
18242,60516,3,60516,1.389256,0.002171
18243,26896,4,26896,0.617447,0.000965
18244,6724,3,6724,0.154362,0.000241
18245,134480,4,134480,3.087236,0.004824
18246,33620,5,33620,0.771809,0.001206
18247,107584,2,107584,2.469789,0.003859
18248,26896,4,26896,0.617447,0.000965
18249,100860,6,100860,2.315427,0.003618
18250,1687724,6,1687724,38.74481,0.060539
18251,134480,2,134480,3.087236,0.004824
18252,221892,6,221892,5.093939,0.007959
18253,47068,6,47068,1.080533,0.001688
18254,6724,7,6724,0.154362,0.000241
18255,94136,4,94136,2.161065,0.003377
18256,13448,3,13448,0.308724,0.000482
18257,13448,6,13448,0.308724,0.000482
18258,396716,8,396716,9.107347,0.01423
18259,87412,6,87412,2.006703,0.003135
18260,107584,4,107584,2.469789,0.003859
18261,6724,3,6724,0.154362,0.000241
18262,20172,1,20172,0.463085,0.000724
18263,6724,6,6724,0.154362,0.000241
18264,262236,6,262236,6.02011,0.009406
18265,168100,6,168100,3.85905,0.00603
18266,20172,4,20172,0.463085,0.000724
18267,161376,4,161376,3.704683,0.005789
18268,6724,6,6724,0.154362,0.000241
18269,26896,10,26896,0.617447,0.000965
18270,6724,4,6724,0.154362,0.000241
18271,33620,6,33620,0.771809,0.001206
18272,33620,4,33620,0.771809,0.001206
18273,26896,6,26896,0.617447,0.000965
18274,954808,5,954808,21.91938,0.034249
18275,33620,14,33620,0.771809,0.001206
18276,309304,4,309304,7.100643,0.011095
18277,13448,13,13448,0.308724,0.000482
18278,73964,4,73964,1.69798,0.002653
18279,6724,10,6724,0.154362,0.000241
18280,26896,5,26896,0.617447,0.000965
18281,369820,6,369820,8.489899,0.013265
18282,67240,6,67240,1.543618,0.002412
18283,477404,6,477404,10.95969,0.017125
18284,47068,14,47068,1.080533,0.001688
18285,6724,3,6724,0.154362,0.000241
18286,87412,4,87412,2.006703,0.003135
18287,100860,14,100860,2.315427,0.003618
18288,107584,6,107584,2.469789,0.003859
18289,13448,4,13448,0.308724,0.000482
18290,6724,14,6724,0.154362,0.000241
18291,13448,5,13448,0.308724,0.000482
18292,1028772,4,1028772,23.61736,0.036902
18293,6724,4,6724,0.154362,0.000241
18294,100860,5,100860,2.315427,0.003618
18295,6724,6,6724,0.154362,0.000241
18296,100860,8,100860,2.315427,0.003618
18297,73964,4,73964,1.69798,0.002653
18298,53792,3,53792,1.234894,0.00193
18299,201720,6,201720,4.630854,0.007236
18300,847224,3,847224,19.44959,0.03039
18301,53792,5,53792,1.234894,0.00193
18302,134480,6,134480,3.087236,0.004824
18303,67240,6,67240,1.543618,0.002412
18304,6724,6,6724,0.154362,0.000241
18305,20172,14,20172,0.463085,0.000724
18306,114308,5,114308,2.624151,0.0041
18307,6724,3,6724,0.154362,0.000241
18308,33620,3,33620,0.771809,0.001206
18309,6724,4,6724,0.154362,0.000241
18310,201720,3,201720,4.630854,0.007236
18311,6724,2,6724,0.154362,0.000241
18312,26896,4,26896,0.617447,0.000965
