Council,Financial,Date,Value
Waimakariri District,05 Vested Assets,2014,4373
Waimakariri District,06 Other Income,2014,12250
Waimakariri District,07 Total Income,2014,64107
Waimakariri District,08 Direct Costs,2014,36501
Waimakariri District,09 Interest,2014,5183
Waimakariri District,10 Depreciation,2014,11908
Waimakariri District,11 Other Expense,2014,0
Waimakariri District,12 Total Expenditure,2014,53592
Waimakariri District,13 Net Surplus/(Deficit),2014,10515
Waimakariri District,01 Rates,2015,38516
Waimakariri District,02 Development Contributions,2015,4232
Waimakariri District,03 Subsidies,2015,5874
Waimakariri District,04 Investment Income,2015,429
Waimakariri District,05 Vested Assets,2015,4478
Waimakariri District,06 Other Income,2015,12895
Waimakariri District,07 Total Income,2015,66424
Waimakariri District,08 Direct Costs,2015,37701
Waimakariri District,09 Interest,2015,5064
Waimakariri District,10 Depreciation,2015,12169
Waimakariri District,11 Other Expense,2015,0
Waimakariri District,12 Total Expenditure,2015,54934
Waimakariri District,13 Net Surplus/(Deficit),2015,11490
Waimakariri District,01 Rates,2016,39293
Waimakariri District,02 Development Contributions,2016,3602
Waimakariri District,03 Subsidies,2016,6130
Waimakariri District,04 Investment Income,2016,460
Waimakariri District,05 Vested Assets,2016,4586
Waimakariri District,06 Other Income,2016,13170
Waimakariri District,07 Total Income,2016,67241
Waimakariri District,08 Direct Costs,2016,38839
Waimakariri District,09 Interest,2016,4955
Waimakariri District,10 Depreciation,2016,12467
Waimakariri District,11 Other Expense,2016,0
Waimakariri District,12 Total Expenditure,2016,56261
Waimakariri District,13 Net Surplus/(Deficit),2016,10980
Waimate District,01 Rates,2007,5276
Waimate District,02 Development Contributions,2007,10
Waimate District,03 Subsidies,2007,1626
Waimate District,04 Investment Income,2007,1404
Waimate District,05 Vested Assets,2007,0
Waimate District,06 Other Income,2007,1169
Waimate District,07 Total Income,2007,9485
Waimate District,08 Direct Costs,2007,6055
Waimate District,09 Interest,2007,370
Waimate District,10 Depreciation,2007,2487
Waimate District,11 Other Expense,2007,246
Waimate District,12 Total Expenditure,2007,9158
Waimate District,13 Net Surplus/(Deficit),2007,327
Waimate District,01 Rates,2008,5701
Waimate District,02 Development Contributions,2008,10
Waimate District,03 Subsidies,2008,1500
Waimate District,04 Investment Income,2008,1411
Waimate District,05 Vested Assets,2008,0
Waimate District,06 Other Income,2008,1243
Waimate District,07 Total Income,2008,9865
Waimate District,08 Direct Costs,2008,6361
Waimate District,09 Interest,2008,462
Waimate District,10 Depreciation,2008,2628
Waimate District,11 Other Expense,2008,253
Waimate District,12 Total Expenditure,2008,9704
Waimate District,13 Net Surplus/(Deficit),2008,161
Waimate District,01 Rates,2009,6084
Waimate District,02 Development Contributions,2009,10
Waimate District,03 Subsidies,2009,1535
Waimate District,04 Investment Income,2009,1556
Waimate District,05 Vested Assets,2009,0
Waimate District,06 Other Income,2009,1242
Waimate District,07 Total Income,2009,10427
Waimate District,08 Direct Costs,2009,6673
Waimate District,09 Interest,2009,509
Waimate District,10 Depreciation,2009,2732
Waimate District,11 Other Expense,2009,261
Waimate District,12 Total Expenditure,2009,10175
Waimate District,13 Net Surplus/(Deficit),2009,252
Waimate District,01 Rates,2010,6332
Waimate District,02 Development Contributions,2010,10
Waimate District,03 Subsidies,2010,1570
Waimate District,04 Investment Income,2010,1889
Waimate District,05 Vested Assets,2010,0
Waimate District,06 Other Income,2010,1274
Waimate District,07 Total Income,2010,11075
Waimate District,08 Direct Costs,2010,7097
Waimate District,09 Interest,2010,518
Waimate District,10 Depreciation,2010,2842
Waimate District,11 Other Expense,2010,267
Waimate District,12 Total Expenditure,2010,10724
Waimate District,13 Net Surplus/(Deficit),2010,351
Waimate District,01 Rates,2011,6408
Waimate District,02 Development Contributions,2011,10
Waimate District,03 Subsidies,2011,1601
Waimate District,04 Investment Income,2011,2458
Waimate District,05 Vested Assets,2011,0
Waimate District,06 Other Income,2011,1344
Waimate District,07 Total Income,2011,11821
Waimate District,08 Direct Costs,2011,7901
Waimate District,09 Interest,2011,535
Waimate District,10 Depreciation,2011,2950
Waimate District,11 Other Expense,2011,274
Waimate District,12 Total Expenditure,2011,11660
Waimate District,13 Net Surplus/(Deficit),2011,161
Waimate District,01 Rates,2012,6754
Waimate District,02 Development Contributions,2012,10
Waimate District,03 Subsidies,2012,1632
Waimate District,04 Investment Income,2012,2028
Waimate District,05 Vested Assets,2012,0
Waimate District,06 Other Income,2012,1335
Waimate District,07 Total Income,2012,11759
Waimate District,08 Direct Costs,2012,7497
Waimate District,09 Interest,2012,535
Waimate District,10 Depreciation,2012,3053
Waimate District,11 Other Expense,2012,280
Waimate District,12 Total Expenditure,2012,11365
Waimate District,13 Net Surplus/(Deficit),2012,394
Waimate District,01 Rates,2013,6941
Waimate District,02 Development Contributions,2013,10
Waimate District,03 Subsidies,2013,1658
Waimate District,04 Investment Income,2013,2271
Waimate District,05 Vested Assets,2013,0
Waimate District,06 Other Income,2013,1459
Waimate District,07 Total Income,2013,12339
Waimate District,08 Direct Costs,2013,7934
Waimate District,09 Interest,2013,528
Waimate District,10 Depreciation,2013,3143
Waimate District,11 Other Expense,2013,286
Waimate District,12 Total Expenditure,2013,11891
Waimate District,13 Net Surplus/(Deficit),2013,448
Waimate District,01 Rates,2014,6949
Waimate District,02 Development Contributions,2014,10
Waimate District,03 Subsidies,2014,1683
Waimate District,04 Investment Income,2014,1969
Waimate District,05 Vested Assets,2014,0
Waimate District,06 Other Income,2014,1426
Waimate District,07 Total Income,2014,12037
Waimate District,08 Direct Costs,2014,7645
Waimate District,09 Interest,2014,566
Waimate District,10 Depreciation,2014,3232
Waimate District,11 Other Expense,2014,292
Waimate District,12 Total Expenditure,2014,11735
Waimate District,13 Net Surplus/(Deficit),2014,302
Waimate District,01 Rates,2015,7189
Waimate District,02 Development Contributions,2015,10
Waimate District,03 Subsidies,2015,1705
Waimate District,04 Investment Income,2015,2229
Waimate District,05 Vested Assets,2015,0
Waimate District,06 Other Income,2015,1407
Waimate District,07 Total Income,2015,12540
Waimate District,08 Direct Costs,2015,7933
Waimate District,09 Interest,2015,557
Waimate District,10 Depreciation,2015,3317
Waimate District,11 Other Expense,2015,296
Waimate District,12 Total Expenditure,2015,12103
Waimate District,13 Net Surplus/(Deficit),2015,437
Waimate District,01 Rates,2016,7301
Waimate District,02 Development Contributions,2016,10
Waimate District,03 Subsidies,2016,1729
Waimate District,04 Investment Income,2016,2256
Waimate District,05 Vested Assets,2016,0
Waimate District,06 Other Income,2016,1431
Waimate District,07 Total Income,2016,12727
Waimate District,08 Direct Costs,2016,8030
Waimate District,09 Interest,2016,558
Waimate District,10 Depreciation,2016,3410
Waimate District,11 Other Expense,2016,301
Waimate District,12 Total Expenditure,2016,12299
Waimate District,13 Net Surplus/(Deficit),2016,428
Waipa District,01 Rates,2007,26652
Waipa District,02 Development Contributions,2007,4522
Waipa District,03 Subsidies,2007,4897
Waipa District,04 Investment Income,2007,929
Waipa District,05 Vested Assets,2007,2725
Waipa District,06 Other Income,2007,7994
Waipa District,07 Total Income,2007,47719
Waipa District,08 Direct Costs,2007,28300
Waipa District,09 Interest,2007,802
Waipa District,10 Depreciation,2007,11781
Waipa District,11 Other Expense,2007,0
Waipa District,12 Total Expenditure,2007,40883
Waipa District,13 Net Surplus/(Deficit),2007,6836
Waipa District,01 Rates,2008,28973
Waipa District,02 Development Contributions,2008,5945
Waipa District,03 Subsidies,2008,5072
Waipa District,04 Investment Income,2008,853
Waipa District,05 Vested Assets,2008,8401
Waipa District,06 Other Income,2008,8143
Waipa District,07 Total Income,2008,57387
Waipa District,08 Direct Costs,2008,28755
Waipa District,09 Interest,2008,1247
Waipa District,10 Depreciation,2008,13528
Waipa District,11 Other Expense,2008,0
Waipa District,12 Total Expenditure,2008,43530
Waipa District,13 Net Surplus/(Deficit),2008,13857
Waipa District,01 Rates,2009,31347
Waipa District,02 Development Contributions,2009,5470
Waipa District,03 Subsidies,2009,5050
Waipa District,04 Investment Income,2009,902
Waipa District,05 Vested Assets,2009,5113
Waipa District,06 Other Income,2009,8241
Waipa District,07 Total Income,2009,56123
Waipa District,08 Direct Costs,2009,30454
Waipa District,09 Interest,2009,1545
Waipa District,10 Depreciation,2009,14430
Waipa District,11 Other Expense,2009,0
Waipa District,12 Total Expenditure,2009,46429
Waipa District,13 Net Surplus/(Deficit),2009,9694
Waipa District,01 Rates,2010,32926
Waipa District,02 Development Contributions,2010,5472
Waipa District,03 Subsidies,2010,9858
Waipa District,04 Investment Income,2010,1077
Waipa District,05 Vested Assets,2010,3152
Waipa District,06 Other Income,2010,8453
Waipa District,07 Total Income,2010,60938
Waipa District,08 Direct Costs,2010,30795
Waipa District,09 Interest,2010,1605
Waipa District,10 Depreciation,2010,14949
Waipa District,11 Other Expense,2010,0
Waipa District,12 Total Expenditure,2010,47349
Waipa District,13 Net Surplus/(Deficit),2010,13589
Waipa District,01 Rates,2011,34745
Waipa District,02 Development Contributions,2011,5474
Waipa District,03 Subsidies,2011,5313
Waipa District,04 Investment Income,2011,1123
Waipa District,05 Vested Assets,2011,2439
Waipa District,06 Other Income,2011,8773
Waipa District,07 Total Income,2011,57867
Waipa District,08 Direct Costs,2011,32039
Waipa District,09 Interest,2011,1600
Waipa District,10 Depreciation,2011,16894
Waipa District,11 Other Expense,2011,0
Waipa District,12 Total Expenditure,2011,50533
Waipa District,13 Net Surplus/(Deficit),2011,7334
Waipa District,01 Rates,2012,35642
Waipa District,02 Development Contributions,2012,4883
Waipa District,03 Subsidies,2012,5526
Waipa District,04 Investment Income,2012,1081
Waipa District,05 Vested Assets,2012,2387
Waipa District,06 Other Income,2012,8946
Waipa District,07 Total Income,2012,58465
Waipa District,08 Direct Costs,2012,32235
Waipa District,09 Interest,2012,1707
Waipa District,10 Depreciation,2012,17459
Waipa District,11 Other Expense,2012,0
Waipa District,12 Total Expenditure,2012,51401
Waipa District,13 Net Surplus/(Deficit),2012,7064
Waipa District,01 Rates,2013,37002
Waipa District,02 Development Contributions,2013,5926
Waipa District,03 Subsidies,2013,5572
Waipa District,04 Investment Income,2013,1196
Waipa District,05 Vested Assets,2013,5206
Waipa District,06 Other Income,2013,9180
Waipa District,07 Total Income,2013,64082
Waipa District,08 Direct Costs,2013,32671
Waipa District,09 Interest,2013,2022
Waipa District,10 Depreciation,2013,17871
Waipa District,11 Other Expense,2013,0
Waipa District,12 Total Expenditure,2013,52564
Waipa District,13 Net Surplus/(Deficit),2013,11518
Waipa District,01 Rates,2014,37829
Waipa District,02 Development Contributions,2014,5922
Waipa District,03 Subsidies,2014,5655
Waipa District,04 Investment Income,2014,1416
Waipa District,05 Vested Assets,2014,1992
Waipa District,06 Other Income,2014,9455
Waipa District,07 Total Income,2014,62269
Waipa District,08 Direct Costs,2014,33310
Waipa District,09 Interest,2014,1657
Waipa District,10 Depreciation,2014,19647
Waipa District,11 Other Expense,2014,0
Waipa District,12 Total Expenditure,2014,54614
Waipa District,13 Net Surplus/(Deficit),2014,7655
Waipa District,01 Rates,2015,38966
Waipa District,02 Development Contributions,2015,5961
Waipa District,03 Subsidies,2015,5746
Waipa District,04 Investment Income,2015,1327
Waipa District,05 Vested Assets,2015,4272
Waipa District,06 Other Income,2015,9592
Waipa District,07 Total Income,2015,65864
Waipa District,08 Direct Costs,2015,34125
Waipa District,09 Interest,2015,970
Waipa District,10 Depreciation,2015,20138
Waipa District,11 Other Expense,2015,0
Waipa District,12 Total Expenditure,2015,55233
Waipa District,13 Net Surplus/(Deficit),2015,10631
Waipa District,01 Rates,2016,39197
Waipa District,02 Development Contributions,2016,5967
Waipa District,03 Subsidies,2016,5877
Waipa District,04 Investment Income,2016,1272
Waipa District,05 Vested Assets,2016,2475
Waipa District,06 Other Income,2016,9781
Waipa District,07 Total Income,2016,64569
Waipa District,08 Direct Costs,2016,34778
Waipa District,09 Interest,2016,444
Waipa District,10 Depreciation,2016,20483
Waipa District,11 Other Expense,2016,0
Waipa District,12 Total Expenditure,2016,55705
Waipa District,13 Net Surplus/(Deficit),2016,8864
Wairoa District,01 Rates,2007,7789
Wairoa District,02 Development Contributions,2007,0
Wairoa District,03 Subsidies,2007,4803
Wairoa District,04 Investment Income,2007,1577
Wairoa District,05 Vested Assets,2007,0
Wairoa District,06 Other Income,2007,1786
Wairoa District,07 Total Income,2007,15957
Wairoa District,08 Direct Costs,2007,12373
Wairoa District,09 Interest,2007,117
Wairoa District,10 Depreciation,2007,3390
Wairoa District,11 Other Expense,2007,0
Wairoa District,12 Total Expenditure,2007,15881
Wairoa District,13 Net Surplus/(Deficit),2007,75
Wairoa District,01 Rates,2008,8544
Wairoa District,02 Development Contributions,2008,0
Wairoa District,03 Subsidies,2008,4823
Wairoa District,04 Investment Income,2008,1637
Wairoa District,05 Vested Assets,2008,0
Wairoa District,06 Other Income,2008,1832
Wairoa District,07 Total Income,2008,16838
Wairoa District,08 Direct Costs,2008,12662
Wairoa District,09 Interest,2008,146
Wairoa District,10 Depreciation,2008,3488
Wairoa District,11 Other Expense,2008,0
Wairoa District,12 Total Expenditure,2008,16297
Wairoa District,13 Net Surplus/(Deficit),2008,540
Wairoa District,01 Rates,2009,9158
Wairoa District,02 Development Contributions,2009,0
Wairoa District,03 Subsidies,2009,9001
Wairoa District,04 Investment Income,2009,1518
Wairoa District,05 Vested Assets,2009,0
Wairoa District,06 Other Income,2009,1635
Wairoa District,07 Total Income,2009,21313
Wairoa District,08 Direct Costs,2009,12888
Wairoa District,09 Interest,2009,511
Wairoa District,10 Depreciation,2009,3759
Wairoa District,11 Other Expense,2009,0
Wairoa District,12 Total Expenditure,2009,17159
Wairoa District,13 Net Surplus/(Deficit),2009,4154
Wairoa District,01 Rates,2010,9367
Wairoa District,02 Development Contributions,2010,0
Wairoa District,03 Subsidies,2010,5206
Wairoa District,04 Investment Income,2010,1546
Wairoa District,05 Vested Assets,2010,0
Wairoa District,06 Other Income,2010,1666
Wairoa District,07 Total Income,2010,17786
Wairoa District,08 Direct Costs,2010,13089
Wairoa District,09 Interest,2010,515
Wairoa District,10 Depreciation,2010,3844
Wairoa District,11 Other Expense,2010,0
Wairoa District,12 Total Expenditure,2010,17449
Wairoa District,13 Net Surplus/(Deficit),2010,336
Wairoa District,01 Rates,2011,9681
Wairoa District,02 Development Contributions,2011,0
Wairoa District,03 Subsidies,2011,5326
Wairoa District,04 Investment Income,2011,1587
Wairoa District,05 Vested Assets,2011,0
Wairoa District,06 Other Income,2011,1718
Wairoa District,07 Total Income,2011,18314
Wairoa District,08 Direct Costs,2011,13523
Wairoa District,09 Interest,2011,518
Wairoa District,10 Depreciation,2011,3898
Wairoa District,11 Other Expense,2011,0
Wairoa District,12 Total Expenditure,2011,17940
Wairoa District,13 Net Surplus/(Deficit),2011,373
Wairoa District,01 Rates,2012,10047
Wairoa District,02 Development Contributions,2012,0
Wairoa District,03 Subsidies,2012,5436
Wairoa District,04 Investment Income,2012,1631
Wairoa District,05 Vested Assets,2012,0
