SAMPLENO,AG,AL,AS_,AU,BA,BE,BI,BR,CD,CE,CO,CR,CS,CU,HO,K,LA,LI,LU,MN,MO,ND,NI,P,PB,PD,PT,RB,RH,SB,SE,SN,SR,TH,TI,TL,U,V,W,Y,ZN,ZR,B,CA,FE,MG,NA,SI,SO4,EASTING,NORTHING
563257,-0.0100,27.1000,0.2900,-0.1000,7.5600,0.3000,-0.0200,93.7000,-0.0200,,0.0300,-0.2000,0.0500,0.4700,0.0220,1.6900,0.1430,2.2300,,5.1100,0.1600,,0.2000,18.6000,-0.0500,-0.1000,-0.0200,3.5200,-0.0100,0.0800,-0.5000,0.0500,0.0449,0.0300,1.0500,0.0200,0.4300,0.1500,0.0300,0.7430,1.7600,0.0400,0.0122,12.6000,0.0450,3.2900,9.9700,4.7600,7.5900,331849,318363
563259,-0.0100,36.2000,0.9900,-0.1000,14.4000,-0.0500,-0.0200,114.0000,-0.0200,,0.2500,0.2600,0.0800,4.4200,0.0040,6.2800,0.1290,6.4000,,18.6000,0.3800,,0.6400,738.0000,0.1300,-0.1000,-0.0200,6.5300,-0.0100,0.0500,-0.5000,0.0900,0.1230,0.0200,4.0200,0.0200,0.3700,2.0700,0.0100,0.1050,3.5000,0.0300,0.0160,26.5000,0.1160,7.0900,14.8000,7.2000,17.2000,315864,329643
563261,-0.0100,19.4000,1.3000,-0.1000,21.1000,-0.0500,-0.0200,90.1000,0.1000,,0.3400,-0.2000,0.1600,1.4300,0.0040,2.7800,0.0960,1.9300,,0.1390,0.3400,,0.7600,39.9000,0.2000,-0.1000,-0.0200,5.6100,-0.0100,0.0900,-0.5000,0.0700,0.1060,0.0100,1.1700,0.0400,0.1500,0.4400,0.0100,0.1140,4.2700,0.0300,0.0142,22.1000,0.2760,3.4500,10.9000,3.6700,14.7000,314373,328768
563264,-0.0100,20.8000,0.6300,-0.1000,10.4000,-0.0500,-0.0200,54.1000,0.0400,,0.0900,0.2000,0.1200,0.9500,0.0040,1.4600,0.0400,2.3700,,5.4500,0.2900,,0.6300,22.0000,0.1000,-0.1000,-0.0200,3.3700,-0.0100,0.0500,-0.5000,0.1100,0.0592,0.0100,1.2500,0.0200,0.1900,0.2900,-0.0100,0.0880,3.6700,0.0300,0.0073,10.9000,0.0270,4.4100,7.1600,3.6000,4.6500,318688,326661
563265,-0.0100,27.0000,0.6100,-0.1000,11.3000,-0.0500,-0.0200,82.0000,0.0400,,0.2200,0.2000,0.0500,1.1500,0.0050,2.3700,0.0550,0.9100,,37.1000,0.2700,,0.5500,88.9000,0.1300,-0.1000,-0.0200,4.4600,-0.0100,0.0600,-0.5000,0.0700,0.0588,0.0200,1.4500,0.0200,0.0300,0.4300,-0.0100,0.1440,1.6900,0.0300,0.0086,10.7000,0.1850,3.0600,9.2100,3.5900,5.7200,324356,329231
563266,-0.0100,31.2000,6.6900,-0.1000,11.4000,-0.0500,-0.0200,64.7000,0.1500,,0.3300,-0.2000,0.2100,2.0100,0.0080,1.7900,0.2270,1.1700,,15.5000,0.2300,,1.2600,32.6000,0.6200,-0.1000,-0.0200,3.5200,-0.0100,0.0500,-0.5000,0.0500,0.0701,0.0100,1.3500,0.0400,0.0400,0.4300,-0.0100,0.2450,13.2000,0.0300,0.0078,13.6000,0.2100,2.5200,7.3600,3.6800,6.9000,315651,323344
563267,-0.0100,39.6000,1.1400,-0.1000,7.6300,0.3000,-0.0200,65.7000,0.0900,,0.1500,-0.2000,0.0800,0.9500,0.0170,1.6900,0.0980,3.2300,,13.6000,0.3400,,0.9300,34.0000,0.1800,-0.1000,-0.0200,4.4800,-0.0100,0.0800,-0.5000,0.0900,0.0367,0.1300,1.7800,0.0300,1.7100,0.2900,0.0100,0.4210,4.9500,0.0700,0.0070,7.5900,0.2660,2.8000,8.3700,5.8800,4.3200,318959,323158
563268,-0.0100,45.6000,0.7300,-0.1000,7.3800,-0.0500,-0.0200,71.3000,0.0200,,0.3300,0.2200,0.1000,2.0000,0.0060,1.3900,0.0740,0.8600,,93.7000,0.5600,,0.4300,11.3000,0.2300,-0.1000,-0.0200,2.7800,-0.0100,0.1500,-0.5000,0.1100,0.0905,0.0400,2.0700,0.0300,0.1800,0.3800,0.0100,0.1490,1.5200,0.0500,0.0054,26.0000,0.2450,4.7500,8.5600,4.9100,5.6600,328720,330550
563269,-0.0100,25.8000,0.4000,-0.1000,16.6000,-0.0500,-0.0200,146.0000,-0.0200,,0.0400,-0.2000,0.0300,0.6900,0.0110,3.2900,0.0550,2.0800,,2.5900,0.1400,,0.4900,74.2000,-0.0500,-0.1000,-0.0200,4.9000,-0.0100,0.0700,-0.5000,0.0700,0.1000,0.0400,1.6300,0.0200,0.4400,0.4400,-0.0100,0.3310,2.9700,0.0400,0.0131,29.4000,0.0240,6.6600,12.3000,6.7200,11.9000,331235,319044
563270,-0.0100,31.1000,0.3400,-0.1000,15.6000,0.2400,-0.0200,121.0000,0.0600,,0.0600,-0.2000,0.0800,0.9500,0.0390,3.3400,0.3420,1.9500,,11.5000,0.2500,,0.5000,123.0000,-0.0500,-0.1000,-0.0200,5.8900,-0.0100,0.0800,-0.5000,0.0900,0.0525,0.0300,1.3400,0.0200,0.2000,0.3300,0.0100,1.1800,3.2400,0.0300,0.0124,11.7000,0.0210,3.6000,10.7000,5.2800,9.3600,335380,321080
563271,-0.0100,27.4000,0.2000,-0.1000,4.0400,0.2500,-0.0200,46.7000,0.0200,,0.0200,-0.2000,0.0500,0.3200,0.0310,0.6300,0.2800,2.6800,,3.3300,0.1400,,0.1500,-10.0000,0.0500,-0.1000,-0.0200,2.3800,-0.0100,0.0400,-0.5000,-0.0500,0.0244,0.0800,1.1100,0.0200,3.3000,0.0900,-0.0100,0.9200,1.3000,0.0400,0.0078,5.9000,0.0350,1.5700,7.1700,5.3200,4.0900,320822,325671
563273,-0.0100,73.2000,2.2300,-0.1000,17.9000,-0.0500,-0.0200,100.0000,0.0700,,0.1700,0.3200,0.0500,1.8100,0.0030,4.0800,0.0540,3.7700,,22.5000,0.4900,,0.9600,228.0000,0.3700,-0.1000,-0.0200,5.4500,-0.0100,0.1000,-0.5000,0.0800,0.1470,0.0200,4.2100,0.0200,0.3600,2.0400,0.0100,0.0720,1.8900,0.0400,0.0166,30.3000,0.1030,7.3100,12.1000,7.5000,12.3000,319730,328270
563274,-0.0100,107.0000,0.5800,-0.1000,13.9000,0.2200,-0.0200,113.0000,0.0500,,0.3500,0.2600,0.0800,1.7800,0.0740,6.3900,0.8570,1.0200,,68.5000,0.2900,,0.9300,285.0000,0.2300,-0.1000,-0.0200,10.3000,-0.0100,0.1200,-0.5000,0.0600,0.0398,0.1400,2.4300,0.0300,0.3300,0.6900,0.0100,2.2900,4.4800,0.1200,0.0134,10.7000,0.3160,2.4900,8.7000,3.0400,7.6700,334605,320373
563276,-0.0100,33.6000,0.3100,-0.1000,10.9000,-0.0500,-0.0200,71.2000,0.0800,,0.0600,-0.2000,0.0400,0.9700,0.0080,0.6900,0.0670,1.0400,,3.5100,0.0500,,0.3600,-10.0000,0.1100,-0.1000,-0.0200,1.5500,-0.0100,0.0400,-0.5000,-0.0500,0.0574,0.0100,1.1300,0.0100,0.0200,0.3300,-0.0100,0.2020,2.1600,-0.0300,0.0064,8.8800,0.0530,2.9500,9.9000,4.0500,5.5900,326712,330357
563277,-0.0100,52.8000,0.9600,-0.1000,11.8000,-0.0500,-0.0200,102.0000,0.0200,,0.4100,0.4000,0.0400,1.7200,0.0060,1.6700,0.1100,0.2800,,62.9000,0.2200,,0.7100,40.0000,0.6000,-0.1000,-0.0200,3.7900,-0.0100,0.1000,-0.5000,0.0900,0.0491,0.0200,2.1900,0.0200,0.0300,0.5700,-0.0100,0.1490,5.0800,0.0600,0.0075,9.8500,0.2070,2.7700,6.8000,2.6600,2.8900,317278,325838
563278,0.0100,483.0000,19.2000,-0.1000,146.0000,0.1200,0.0200,292.0000,1.5900,,19.8000,1.3800,0.5100,10.0000,0.0220,91.3000,0.4470,3.0100,,4.1000,4.3800,,12.8000,"4,230.0000",4.5600,-0.1000,-0.0200,107.0000,0.0100,0.2900,-0.5000,0.1400,0.3610,0.0900,69.4000,0.2200,0.1000,7.0500,0.1600,0.6530,214.0000,0.3100,0.0303,77.6000,5.5000,16.3000,17.8000,8.9500,27.1000,316519,327348
563279,-0.0100,61.4000,0.5000,-0.1000,3.2900,0.2700,-0.0200,66.2000,0.0200,,0.1100,-0.2000,0.0400,-0.1000,0.0430,0.3600,0.3050,1.2400,,21.3000,0.0900,,0.2700,-10.0000,0.1300,-0.1000,-0.0200,1.7600,-0.0100,0.0400,-0.5000,0.1000,0.0117,0.1900,1.3900,0.0300,0.6900,0.2600,0.0100,1.1300,2.0600,0.1000,0.0065,1.5300,0.2300,1.1900,7.0800,4.4600,3.0000,318691,322475
563280,-0.0100,38.5000,1.1400,-0.1000,19.3000,-0.0500,-0.0200,136.0000,0.0200,,0.5200,0.6400,0.0800,1.0500,0.0080,8.8000,0.1560,4.0400,,192.0000,0.5800,,1.0600,340.0000,0.1700,-0.1000,-0.0200,11.6000,-0.0100,0.0600,-0.5000,0.0700,0.1570,0.0500,3.6300,0.0100,0.2600,1.4900,0.0100,0.2180,1.3300,0.1000,0.0127,25.5000,1.8300,7.7200,13.7000,8.0200,9.4600,320006,331259
563281,-0.0100,17.7000,0.5700,-0.1000,13.3000,-0.0500,-0.0200,87.7000,0.0900,,0.0400,-0.2000,0.1000,1.1200,0.0020,2.5600,0.0450,0.6300,,0.9600,0.1200,,0.3900,62.7000,0.0900,-0.1000,-0.0200,3.9700,-0.0100,0.0400,-0.5000,0.0800,0.1020,0.0100,1.1800,0.0200,0.0500,0.2600,-0.0100,0.0640,3.9000,-0.0300,0.0091,22.5000,0.0310,4.2500,9.9900,4.6500,10.7000,313885,323585
563282,-0.0100,8.8900,0.7600,-0.1000,14.5000,-0.0500,-0.0200,176.0000,-0.0200,,0.2600,-0.2000,0.0400,1.0300,0.0030,10.5000,0.0320,5.6000,,86.9000,0.5000,,0.8400,290.0000,-0.0500,-0.1000,-0.0200,13.6000,-0.0100,0.0800,-0.5000,0.1500,0.2160,0.0100,2.1700,0.0200,1.5800,0.6500,0.0100,0.0730,2.0200,0.0400,0.0164,40.4000,0.0760,9.8000,15.6000,6.3500,10.3000,316640,330360
563283,-0.0100,25.4000,0.9900,-0.1000,22.7000,-0.0500,-0.0200,135.0000,0.1300,,0.2500,-0.2000,0.2900,5.1700,0.0030,10.8000,0.0510,2.7600,,33.7000,0.8100,,1.9400,810.0000,0.2900,-0.1000,-0.0200,14.0000,-0.0100,0.1700,-0.5000,0.1800,0.1360,0.0100,3.1600,0.0500,0.2700,0.5400,-0.0100,0.0880,13.3000,0.0400,0.0301,28.2000,0.1480,5.6500,18.5000,5.3900,21.8000,315327,328005
563284,-0.0100,33.5000,1.3000,-0.1000,11.2000,-0.0500,-0.0200,68.6000,0.1900,,0.2100,0.5000,0.1000,9.8600,0.0040,5.3900,0.1550,0.2700,,7.6700,0.7800,,1.0000,245.0000,0.3900,-0.1000,-0.0200,8.3600,-0.0100,0.2700,-0.5000,0.0900,0.0659,0.0100,1.6600,0.0300,0.0400,1.1900,0.0200,0.1390,8.1700,0.0400,0.0140,19.2000,0.0350,2.5100,12.6000,1.9200,9.4100,313750,323780
563285,-0.0100,32.4000,0.2700,-0.1000,15.1000,0.2900,-0.0200,109.0000,0.0700,,0.0400,-0.2000,0.1000,0.7400,0.0300,3.1700,0.2650,1.9400,,6.7700,0.2400,,0.6700,135.0000,-0.0500,-0.1000,-0.0200,5.4700,-0.0100,0.0500,-0.5000,0.0500,0.0508,0.0100,1.4900,0.0200,0.1800,0.3000,0.0100,0.9210,3.5000,-0.0300,0.0087,11.3000,0.0210,4.0800,11.2000,5.9800,9.1100,334700,321100
563286,-0.0100,41.5000,0.1600,-0.1000,2.8900,0.3800,-0.0200,59.7000,0.0300,,-0.0200,-0.2000,0.0600,-0.1000,0.0420,0.8300,0.3000,1.9300,,4.7400,0.1400,,-0.0500,-10.0000,-0.0500,-0.1000,-0.0200,2.8100,-0.0100,0.0400,-0.5000,0.0500,0.0214,0.0200,0.9300,0.0200,0.2800,0.0800,0.0100,1.5000,2.0700,-0.0300,0.0076,5.9500,0.0160,2.1200,9.1700,4.7000,5.7900,330936,320435
563288,-0.0100,16.7000,0.5400,-0.1000,9.6000,-0.0500,-0.0200,129.0000,-0.0200,,0.0800,-0.2000,0.0700,0.6100,0.0090,5.1800,0.0670,2.0000,,11.9000,0.1700,,0.7100,332.0000,0.1400,-0.1000,-0.0200,8.0600,-0.0100,0.0800,-0.5000,0.0700,0.0669,0.0300,2.3600,0.0400,0.1100,0.4800,-0.0100,0.2560,2.1100,0.0400,0.0118,16.0000,0.0540,5.1600,11.3000,5.4100,9.2000,333894,318626
563289,-0.0100,7.5200,0.4500,-0.1000,31.1000,-0.0500,-0.0200,101.0000,0.0500,,0.0400,0.3700,0.0300,1.6000,0.0020,2.9200,0.0380,3.7400,,1.9300,0.3000,,0.8800,88.8000,-0.0500,-0.1000,-0.0200,3.3200,-0.0100,0.0400,-0.5000,0.1300,0.1500,-0.0100,1.9100,0.0200,0.1900,1.2100,0.0200,0.0560,2.4900,-0.0300,0.0084,21.8000,-0.0100,6.6700,11.6000,8.1800,11.8000,319331,330064
563290,-0.0100,40.1000,2.2000,-0.1000,45.2000,-0.0500,-0.0200,136.0000,0.5400,,3.5600,-0.2000,0.3800,4.0500,0.0070,17.9000,0.1120,1.5300,,0.6720,0.9400,,2.9400,397.0000,1.0300,-0.1000,-0.0200,27.8000,-0.0100,0.1000,-0.5000,0.1600,0.1420,0.0200,4.1400,0.0800,0.0700,0.6600,0.0100,0.1790,27.8000,0.0700,0.0175,27.8000,1.8500,6.1200,11.7000,5.5700,12.4000,316600,326006
563292,-0.0100,26.6000,0.8100,-0.1000,18.7000,-0.0500,-0.0200,88.0000,0.1100,,0.0900,-0.2000,0.1100,1.6000,0.0030,1.9400,0.0440,1.5200,,14.1000,0.3000,,0.5400,46.7000,0.2000,-0.1000,-0.0200,3.5400,-0.0100,0.0800,-0.5000,0.0700,0.1090,0.0100,1.6900,0.0200,0.0600,0.8100,-0.0100,0.0810,2.3800,-0.0300,0.0074,17.9000,0.0300,5.5900,9.3300,5.8400,12.4000,317481,326748
563293,-0.0100,111.0000,1.0400,-0.1000,14.1000,0.1800,-0.0200,200.0000,0.0400,,0.4100,0.5000,0.0600,4.8300,0.0710,8.2800,0.8830,1.6500,,45.8000,0.5700,,2.4200,246.0000,0.3400,-0.1000,-0.0200,9.6300,-0.0100,0.2500,-0.5000,0.1100,0.0805,0.2000,2.9300,0.0300,0.5100,0.9800,0.0200,2.2200,6.1000,0.2300,0.0289,18.3000,0.3560,4.6800,13.2000,3.3000,12.3000,335672,319291
563294,-0.0100,26.8000,0.9500,-0.1000,15.2000,-0.0500,-0.0200,160.0000,0.0200,,0.1300,-0.2000,0.0400,2.4900,0.0090,8.8200,0.0840,2.0300,,3.9400,0.3300,,1.3000,327.0000,0.0900,-0.1000,-0.0200,10.6000,-0.0100,0.1500,-0.5000,0.0900,0.1240,0.0300,2.4500,0.0300,1.0300,0.6900,0.0200,0.2670,2.4000,0.0800,0.0166,35.8000,0.0990,8.8500,17.5000,7.2300,14.5000,331430,317062
563295,-0.0100,49.0000,0.6000,-0.1000,4.0800,0.5200,-0.0200,62.4000,0.2400,,0.1200,-0.2000,0.1000,0.6600,0.0410,1.0600,0.2260,4.8600,,14.1000,0.3500,,0.7000,-10.0000,0.1700,-0.1000,-0.0200,3.3800,-0.0100,0.0500,-0.5000,0.1000,0.0241,0.2000,1.7600,0.0300,8.3900,0.2100,0.0100,1.0200,6.8800,0.0900,0.0063,5.1100,0.3310,2.2800,8.4600,6.8700,3.2800,319425,323890
563297,-0.0100,15.1000,1.0000,-0.1000,12.4000,-0.0500,-0.0200,54.3000,0.1700,,0.0600,-0.2000,0.2100,1.4900,0.0040,1.5600,0.0650,0.8100,,0.9500,0.1500,,0.5600,-10.0000,0.1800,-0.1000,-0.0200,3.1800,-0.0100,0.0500,-0.5000,-0.0500,0.0573,0.0100,0.9100,0.0300,0.0200,0.2900,-0.0100,0.1230,7.1600,-0.0300,0.0064,10.8000,0.0160,2.6600,7.3100,3.6400,6.2600,316440,323560
563298,-0.0100,43.6000,0.9900,-0.1000,33.5000,-0.0500,-0.0200,144.0000,-0.0200,,0.5100,0.5000,0.1500,0.2500,0.0060,21.4000,0.1890,5.9500,,0.3300,0.3200,,1.4000,"2,290.0000",0.1700,-0.1000,-0.0200,26.9000,-0.0100,0.0600,-0.5000,0.0800,0.1700,0.0300,10.0000,0.0100,0.6800,1.4300,0.0100,0.1790,1.0300,0.0700,0.0117,32.6000,1.4700,10.1000,15.7000,9.6700,6.4100,322729,331199
563299,-0.0100,30.9000,0.7100,-0.1000,69.2000,-0.0500,-0.0200,121.0000,-0.0200,,0.3000,1.2900,0.2500,1.0000,0.0070,11.9000,0.1970,4.4200,,3.9500,0.1000,,1.2500,438.0000,0.1300,-0.1000,-0.0200,14.4000,-0.0100,0.0900,-0.5000,0.1000,0.1350,0.0500,3.2700,0.0100,0.4200,0.6900,0.0100,0.2160,16.3000,0.1100,0.0214,26.5000,2.6900,7.2300,11.8000,7.1800,2.5000,319470,331380
563300,-0.0100,10.7000,0.4000,-0.1000,94.7000,-0.0500,-0.0200,117.0000,-0.0200,,1.5300,-0.2000,0.0200,0.6000,0.0040,2.0200,0.0850,1.6100,,2.3900,0.2300,,0.2100,15.3000,0.1000,-0.1000,-0.0200,3.4700,-0.0100,0.0600,-0.5000,0.0900,0.1380,0.0100,1.7100,0.0100,0.1100,0.3100,0.0100,0.1060,19.2000,0.0400,0.0168,25.5000,0.7120,6.5000,10.8000,5.8600,4.9500,311491,326242
563301,-0.0100,4.6300,0.2500,-0.1000,1.7400,-0.0500,-0.0200,150.0000,-0.0200,,0.0600,-0.2000,-0.0100,-0.1000,0.0010,6.5300,0.0030,0.4300,,51.8000,0.2200,,0.8500,41.9000,-0.0500,-0.1000,-0.0200,1.8800,-0.0100,-0.0200,-0.5000,0.1000,0.0529,-0.0100,2.4000,0.0100,0.0500,0.4200,0.0100,0.0220,0.9000,0.1500,0.0320,55.4000,0.0390,30.9000,36.2000,9.5600,64.2000,287532,432233
563304,-0.0100,8.0800,0.0900,-0.1000,3.2900,-0.0500,-0.0200,194.0000,-0.0200,,0.0400,-0.2000,-0.0100,0.6800,0.0010,2.7200,0.0050,0.2100,,5.9200,0.0500,,0.7300,60.9000,-0.0500,-0.1000,-0.0200,1.4000,-0.0100,0.0300,-0.5000,0.0800,0.1580,-0.0100,2.3800,0.0100,0.0600,5.1800,-0.0100,0.0400,8.7100,0.0300,0.0213,49.9000,0.0290,30.1000,21.1000,9.5900,19.0000,281292,432048
563305,-0.0100,2.3900,0.1100,-0.1000,2.6200,-0.0500,-0.0200,224.0000,-0.0200,,0.1300,-0.2000,-0.0100,0.3600,0.0010,1.3300,0.0030,0.4700,,83.7000,0.0400,,0.5700,19.2000,-0.0500,-0.1000,-0.0200,1.2900,-0.0100,0.0200,-0.5000,0.1100,0.0463,-0.0100,2.1700,0.0100,0.0800,0.8100,-0.0100,0.0290,2.5400,0.0600,0.0153,49.1000,0.1790,19.0000,23.2000,10.1000,16.8000,290408,438306
563307,-0.0100,76.9000,1.5200,-0.1000,132.0000,0.0500,-0.0200,117.0000,0.0200,,1.4100,0.7700,0.0300,0.3000,0.0400,1.7100,0.3880,2.5000,,0.3280,4.8500,,1.9900,80.6000,0.4400,-0.1000,-0.0200,2.2200,-0.0100,0.0500,-0.5000,0.0600,0.0799,0.0500,3.9600,0.0200,0.0400,1.6000,0.0100,1.3500,7.5400,0.3300,0.0061,10.9000,7.0400,4.7800,11.2000,6.2600,1.6900,320756,435981
563309,-0.0100,13.4000,0.2400,-0.1000,0.5000,-0.0500,-0.0200,167.0000,-0.0200,,0.1100,0.4100,-0.0100,0.5400,0.0030,1.0600,0.0110,0.5500,,38.2000,0.0900,,1.7400,42.3000,-0.0500,-0.1000,-0.0200,0.7900,-0.0100,0.0200,-0.5000,0.0600,0.0240,-0.0100,4.0400,0.0100,0.0500,1.4900,-0.0100,0.0930,1.3400,0.2300,0.0100,49.4000,0.3010,24.1000,20.2000,16.6000,21.1000,293807,436424
563310,0.0100,94.6000,2.6200,-0.1000,40.7000,-0.0500,-0.0200,379.0000,0.0700,,7.2400,10.8000,0.2000,9.8100,0.0070,163.0000,0.0600,1.4400,,0.2760,4.9700,,34.5000,27.8000,0.2100,-0.1000,-0.0200,61.7000,0.0100,0.1400,0.9600,0.1400,0.1190,0.0100,83.1000,0.0100,1.2600,13.2000,0.0100,0.2150,55.9000,1.0900,0.1930,80.8000,0.9670,40.9000,65.3000,11.2000,44.4000,284247,435299
563311,-0.0100,11.1000,0.7500,-0.1000,5.0900,-0.0500,-0.0200,353.0000,-0.0200,,0.6700,-0.2000,-0.0100,-0.1000,0.0020,8.9300,0.0180,0.8200,,105.0000,0.3200,,2.2500,292.0000,-0.0500,-0.1000,-0.0200,4.4500,-0.0100,0.0800,-0.5000,0.0900,0.1360,-0.0100,3.2800,0.0200,0.2600,3.4100,-0.0100,0.0600,1.0000,0.1700,0.0423,54.1000,0.1010,24.1000,49.3000,9.3900,28.6000,292525,441670
563312,-0.0100,21.0000,0.3400,-0.1000,1.6000,-0.0500,-0.0200,207.0000,-0.0200,,0.3100,0.2700,-0.0100,0.2900,0.0020,2.7400,0.0150,0.2900,,97.9000,0.0900,,1.2700,303.0000,-0.0500,-0.1000,-0.0200,1.6300,-0.0100,0.0300,-0.5000,0.0600,0.0275,-0.0100,3.5000,0.0100,0.0800,3.8300,-0.0100,0.0640,0.7700,0.1300,0.0149,46.3000,0.2410,21.0000,21.7000,10.8000,18.7000,294231,433602
563313,-0.0100,12.8000,0.3000,-0.1000,3.5800,-0.0500,-0.0200,269.0000,-0.0200,,0.2600,-0.2000,-0.0100,0.4200,0.0010,3.0100,0.0060,0.5400,,54.8000,0.1000,,1.2000,194.0000,-0.0500,-0.1000,-0.0200,2.2900,-0.0100,0.0500,-0.5000,0.0700,0.1110,-0.0100,2.8100,0.0100,0.1300,1.5400,-0.0100,0.0400,1.8100,0.0800,0.0214,59.6000,0.1460,19.6000,29.3000,9.7100,25.7000,290303,439730
563314,-0.0100,7.9500,1.0400,-0.1000,25.9000,-0.0500,-0.0200,257.0000,-0.0200,,0.2700,-0.2000,0.0100,1.4800,0.0020,6.4200,0.0290,1.9800,,76.8000,0.2800,,2.3000,137.0000,-0.0500,-0.1000,-0.0200,5.6000,-0.0100,0.0700,-0.5000,0.0700,0.1530,0.0100,4.0000,0.0200,0.3000,5.8900,-0.0100,0.0770,19.2000,0.1300,0.0420,73.4000,0.0300,22.9000,30.3000,13.4000,26.4000,293422,440094
563315,-0.0100,44.3000,0.9800,-0.1000,3.9500,-0.0500,-0.0200,203.0000,-0.0200,,0.8200,0.8000,-0.0100,1.5900,0.0070,3.2600,0.0450,0.4600,,145.0000,0.2600,,5.1900,88.7000,0.0500,-0.1000,-0.0200,1.7300,-0.0100,0.0400,-0.5000,0.0900,0.0563,-0.0100,4.6600,0.0100,0.1800,8.5700,-0.0100,0.1960,1.3900,0.3900,0.0218,55.4000,0.2770,31.0000,20.0000,15.2000,11.5000,291140,430217
563316,-0.0100,9.7800,0.5400,-0.1000,3.1400,-0.0500,-0.0200,379.0000,-0.0200,,0.1400,-0.2000,-0.0100,2.0900,0.0020,2.1000,0.0060,0.3200,,11.4000,0.2400,,2.7100,28.0000,-0.0500,-0.1000,-0.0200,1.0700,-0.0100,0.0600,-0.5000,0.1000,0.1630,-0.0100,1.7300,0.0200,0.2700,3.5600,-0.0100,0.0530,0.6900,0.1100,0.0315,65.5000,0.0210,26.5000,37.3000,7.5300,42.0000,284111,439433
563317,-0.0100,5.9500,0.4600,-0.1000,5.6400,-0.0500,-0.0200,237.0000,-0.0200,,0.1100,0.3800,-0.0100,0.4800,0.0010,3.0700,0.0100,0.7300,,18.6000,0.0600,,1.9400,27.1000,-0.0500,-0.1000,-0.0200,1.4900,-0.0100,0.0200,-0.5000,0.0900,0.1150,-0.0100,2.5100,0.0100,0.0700,0.9800,-0.0100,0.0430,0.9800,0.0700,0.0230,49.9000,0.0300,17.5000,19.5000,11.8000,9.0600,279248,432724
563318,-0.0100,7.4200,0.8900,-0.1000,4.4500,-0.0500,-0.0200,192.0000,-0.0200,,0.0500,-0.2000,-0.0100,0.3800,0.0010,3.8600,0.0060,1.1000,,4.1800,0.3000,,1.2200,179.0000,-0.0500,-0.1000,-0.0200,1.3900,-0.0100,0.0700,-0.5000,0.1000,0.0825,-0.0100,2.3700,0.0100,0.1400,1.1100,-0.0100,0.0250,1.2600,0.0300,0.0601,47.8000,0.0160,21.1000,31.3000,9.5100,33.7000,281740,434309
563319,-0.0100,2.2000,0.1300,-0.1000,292.0000,-0.0500,-0.0200,101.0000,-0.0200,,-0.0200,-0.2000,-0.0100,0.2900,0.0020,1.7500,0.0370,2.0200,,0.3500,0.1300,,-0.0500,-10.0000,-0.0500,-0.1000,-0.0200,0.4200,-0.0100,-0.0200,-0.5000,-0.0500,0.1350,-0.0100,0.6700,0.0100,0.2900,0.3800,-0.0100,0.1260,0.6000,-0.0300,0.0118,59.4000,-0.0100,12.9000,13.7000,3.5300,8.6700,322743,439887
563320,-0.0100,4.8400,0.3400,-0.1000,5.8300,-0.0500,-0.0200,237.0000,-0.0200,,0.1800,0.4000,0.0100,1.0700,0.0010,3.9800,0.0040,1.8700,,11.7000,0.1800,,3.7700,17.9000,-0.0500,-0.1000,-0.0200,2.7900,-0.0100,0.0700,-0.5000,0.1200,0.1140,-0.0100,2.2700,0.0200,0.0900,0.6400,-0.0100,0.0470,1.7900,0.1700,0.0547,76.0000,0.0530,24.8000,30.2000,11.1000,30.7000,284665,435673
563321,-0.0100,3.7500,0.3500,-0.1000,9.3100,-0.0500,-0.0200,249.0000,-0.0200,,0.2700,0.4300,0.0100,0.7500,0.0020,4.9300,0.0040,2.6600,,84.2000,0.2100,,5.1400,11.0000,-0.0500,-0.1000,-0.0200,3.6700,-0.0100,0.0700,-0.5000,0.1300,0.1370,-0.0100,2.3600,0.0200,0.1000,0.3900,-0.0100,0.0460,0.9100,0.1800,0.0691,80.3000,0.0510,26.2000,30.6000,11.1000,30.9000,285506,436223
563322,-0.0100,9.2700,0.2000,-0.1000,1.6300,-0.0500,-0.0200,229.0000,-0.0200,,0.0200,0.5300,-0.0100,0.1800,-0.0010,0.9100,0.0030,0.0600,,4.9000,0.0300,,0.2000,29.3000,-0.0500,-0.1000,-0.0200,0.5700,-0.0100,0.0200,-0.5000,0.1200,0.0331,-0.0100,2.1800,0.0200,0.0800,2.3800,-0.0100,0.0140,0.7300,-0.0300,0.0155,56.2000,0.0170,16.9000,21.1000,10.7000,14.0000,288848,436042
563323,-0.0100,10.0000,0.4500,-0.1000,4.8800,-0.0500,-0.0200,251.0000,-0.0200,,0.0600,-0.2000,-0.0100,1.0500,0.0010,1.8200,0.0060,0.7400,,9.7200,0.1700,,1.2400,76.9000,-0.0500,-0.1000,-0.0200,1.5000,-0.0100,0.0800,-0.5000,0.1200,0.1570,-0.0100,2.0100,0.0100,0.3800,2.2800,-0.0100,0.0470,0.7800,0.4300,0.0341,91.7000,0.0120,22.9000,26.0000,9.1100,30.0000,286060,438497
