SAMPLENO,AG,AL,AS_,AU,BA,BE,BI,BR,CD,CE,CO,CR,CS,CU,HO,K,LA,LI,LU,MN,MO,ND,NI,P,PB,PD,PT,RB,RH,SB,SE,SN,SR,TH,TI,TL,U,V,W,Y,ZN,ZR,B,CA,FE,MG,NA,SI,SO4,EASTING,NORTHING
550801,0.0000,18.6400,0.9400,,12.9600,0.0200,,,0.0100,0.1700,0.2100,0.4000,,1.6200,,3.1630,0.0900,0.7300,,0.0410,0.3200,,1.7100,0.0330,0.0700,,,4.1500,,0.0500,2.1600,,0.0670,0.2400,,0.0100,0.2000,0.2600,,0.1600,2.1800,0.2100,0.0150,28.6240,0.1840,7.1880,11.8800,2.5260,11.2840,233930,372060
550802,-0.0100,29.9400,0.8100,,104.1400,-0.0200,,,0.0000,0.2800,0.2900,0.5100,,1.3800,,5.5960,0.1200,1.1600,,0.0190,0.5700,,2.1700,0.1360,0.1000,,,10.1300,,0.0700,1.0500,,0.4200,0.0900,,0.0000,0.1400,0.3700,,0.3900,2.6400,0.4800,0.0470,50.3520,0.3230,6.1610,16.5910,2.2340,24.5400,193250,354490
550803,-0.0200,24.4900,1.0600,,148.7600,0.0000,,,0.0400,0.1600,0.5200,0.3800,,2.2300,,8.1540,0.0900,6.3800,,0.0610,0.8700,,3.3000,0.0770,0.0500,,,7.9000,,0.0800,2.6600,,1.1690,0.0300,,0.0100,0.2700,0.2100,,0.1200,3.8800,0.3300,0.0750,76.8180,0.4240,12.9840,13.2740,3.7250,35.0760,222100,367640
550804,-0.0100,18.4500,0.4500,,65.2100,-0.0100,,,0.0100,0.1000,0.1400,0.2600,,0.5400,,1.2630,0.0600,3.0200,,0.0080,0.1800,,1.2400,0.0160,0.0500,,,1.3800,,0.0200,1.0200,,0.4270,-0.0300,,0.0000,0.0800,0.0700,,0.0800,1.7500,0.1000,0.0320,41.9600,0.3500,6.6730,8.3590,2.0310,12.8810,230610,371500
550805,0.0000,19.4900,1.3400,,41.3500,-0.0200,,,0.0200,0.1000,0.1500,0.3000,,0.9000,,1.0470,0.0400,5.4100,,0.0130,0.1900,,1.3700,0.0220,0.0600,,,1.1700,,0.0100,3.3000,,1.0670,0.0800,,-0.0100,0.1400,0.2900,,0.0500,1.2100,0.1300,0.0380,63.3280,0.0840,5.8210,12.8760,2.4250,12.5080,202230,357510
550806,-0.0100,15.4700,1.0300,,47.3100,-0.0100,,,0.0400,0.0900,0.2500,0.4100,,1.6200,,3.7700,0.0500,1.5800,,0.0220,0.3800,,1.8800,0.0200,0.2900,,,6.1000,,0.0800,1.7300,,0.3440,0.0500,,0.0000,0.1100,0.2100,,0.1100,2.4800,0.1400,0.0550,43.2150,0.2430,4.7240,14.9710,1.2820,26.7990,191750,356550
550807,-0.0100,62.4800,1.3900,,131.6200,0.0100,,,0.0400,0.3700,0.5300,0.4100,,1.8100,,7.7030,0.1700,3.3000,,0.0790,0.6300,,3.1200,0.0580,0.1600,,,8.2400,,0.0400,3.1600,,0.4360,0.1000,,0.0000,0.2000,0.3300,,0.2300,5.1200,0.2400,0.1090,61.0400,0.3050,6.7920,21.6470,2.2620,25.5930,219740,366530
550808,-0.0100,6.1400,0.3900,,79.4600,-0.0200,,,0.0100,0.0600,0.3200,0.2100,,0.7600,,8.6040,0.0300,8.2500,,0.0210,0.3800,,2.6300,0.0560,0.0200,,,8.8100,,0.0300,1.4900,,1.2990,0.0900,,0.0000,0.3500,0.2300,,0.0700,1.6500,0.1500,0.0590,88.1830,0.1300,8.9210,22.1410,2.9270,15.9340,200830,357290
550809,-0.0100,10.1700,0.2700,,31.7000,-0.0100,,,0.0200,0.0200,0.2200,0.2800,,0.5100,,0.6710,0.0100,2.4000,,0.0290,0.4700,,2.2500,0.0070,0.0000,,,1.6300,,0.0400,1.6900,,1.3020,-0.0200,,-0.0100,1.1600,0.1500,,0.0800,1.4500,0.0900,0.0230,77.8840,0.3570,4.9700,12.2030,1.7230,15.7030,198860,355500
550811,-0.0100,23.3900,1.4900,,176.9700,-0.0100,,,0.0100,0.0900,0.1600,0.3400,,0.7400,,0.9000,0.0400,2.6900,,0.1250,0.0800,,0.8600,0.0270,0.1400,,,0.8700,,0.0400,0.6700,,0.1010,-0.0200,,-0.0100,0.4900,0.2600,,0.1200,2.7400,0.1100,0.0100,30.9800,0.5030,5.0750,12.5520,3.3720,9.8170,244100,352550
550812,-0.0100,23.2100,1.4300,,60.8300,0.0100,,,0.0200,0.1100,0.4800,0.3600,,1.3500,,4.7330,0.0500,2.0800,,0.0750,0.5200,,3.0900,0.0230,0.0300,,,7.8500,,0.0900,2.1700,,0.6970,0.0200,,0.0000,0.2500,0.2600,,0.1400,2.9500,0.2400,0.0450,66.5900,0.3580,7.1770,14.6780,2.6340,36.4870,191150,355400
550813,-0.0200,4.2200,0.2800,,79.1000,0.0100,,,0.0400,0.0300,0.3400,0.1700,,0.7300,,3.7150,0.0000,6.8000,,0.0840,0.4000,,2.3800,0.0250,0.0300,,,3.7200,,0.0800,-0.7600,,0.6130,0.0200,,-0.0100,0.1400,0.1700,,0.0500,3.8200,0.1600,0.0490,99.2540,0.2590,16.4930,14.0440,5.0270,46.8500,225100,368900
550814,-0.0100,15.6500,0.9600,,75.0600,-0.0100,,,0.0000,0.1000,0.3000,0.4500,,1.3900,,4.3170,0.0400,3.3600,,0.0180,0.7500,,2.8500,0.0220,0.0500,,,6.3800,,0.0600,2.1100,,0.6460,-0.0100,,0.0000,0.4600,0.2000,,0.1200,1.8400,0.1500,0.0580,67.8800,0.1750,7.3050,16.3700,0.8000,18.7530,194410,357210
550815,0.0100,16.4300,2.5400,,230.5900,-0.0100,,,0.0100,0.0900,0.3100,0.3300,,2.7600,,9.3760,0.0600,2.8700,,0.0680,0.7000,,2.3900,0.3040,0.0700,,,6.8400,,0.0700,1.9800,,0.2750,-0.0200,,-0.0100,0.8400,1.0100,,0.1000,3.0500,0.2000,0.0990,53.9460,0.1050,9.6070,18.6470,3.7180,23.5960,230480,359000
550816,-0.0100,31.5900,1.6900,,374.8000,-0.0200,,,0.1000,0.1200,0.4600,0.5900,,4.8800,,15.1650,0.0500,2.1500,,0.4200,0.1500,,4.0700,0.3860,0.0400,,,8.9100,,0.1000,1.1800,,0.3240,0.0400,,0.0100,0.0100,1.2100,,0.1100,28.5100,0.1700,0.1200,101.6760,0.0350,14.7290,17.4680,4.6820,210.0540,229470,357700
550817,-0.0100,28.0800,1.8000,,192.4900,0.0000,,,0.0300,0.1500,0.3100,0.4600,,3.1800,,10.3570,0.0800,1.2500,,0.0350,0.3100,,2.4600,0.2200,0.0400,,,5.8800,,0.0400,1.6900,,0.1650,0.0300,,0.0000,0.0500,0.8900,,0.1600,4.1400,0.2900,0.0410,46.4350,0.1630,8.0560,14.3420,3.3850,36.7820,231740,357900
550818,-0.0100,27.5900,0.8400,,313.8800,0.0000,,,0.0200,0.1400,0.5800,0.2600,,1.6300,,6.8470,0.0600,4.8000,,0.2320,0.7800,,2.3300,0.0590,0.0900,,,7.6900,,0.0400,0.9600,,0.3930,0.0100,,0.0000,0.3000,0.2800,,0.0700,1.5400,0.2300,0.0610,72.0210,0.7080,11.4830,20.6640,4.7340,7.0510,221300,368650
550819,-0.0100,11.5000,1.3600,,199.2000,-0.0100,,,0.0200,0.0900,0.1900,0.2900,,1.8200,,8.2310,0.0500,2.2800,,0.0250,0.2700,,1.4200,0.1680,0.0400,,,4.2300,,0.0300,1.2300,,0.1250,-0.0400,,0.0000,0.3000,0.8400,,0.0900,5.8600,0.0500,0.0360,45.0600,0.0670,7.4800,13.3520,4.0490,21.2550,228100,354530
550820,0.0000,17.8600,0.3300,,40.2400,0.0300,,,0.0800,0.1200,0.2100,0.3600,,1.6300,,1.5870,0.0600,3.6700,,0.0100,0.3000,,1.6800,0.0220,0.1900,,,2.3600,,0.0500,1.0500,,1.4280,0.2100,,0.0100,0.0700,0.2200,,0.1000,2.1600,0.2000,0.0530,36.2150,0.7080,5.5320,14.5990,1.3170,24.5180,198500,353310
550821,0.0000,65.0900,0.4600,,12.8800,0.0100,,,0.1200,0.3700,0.4300,0.3800,,1.1400,,2.5360,0.2000,0.3700,,0.0370,0.5200,,3.8700,0.0200,0.0600,,,3.6300,,0.1300,-0.1700,,0.1130,0.0100,,0.0100,0.2000,0.3000,,0.4600,10.3400,0.4200,0.0130,49.3350,0.4280,4.1110,15.2640,2.4730,15.2750,218790,371300
550823,-0.0100,9.1200,0.2100,,32.9500,0.0000,,,0.0200,0.0500,0.2900,0.2700,,0.3700,,1.8260,0.0200,3.4500,,0.0420,0.2500,,1.2800,0.0180,0.0400,,,1.9500,,0.0100,0.7200,,0.1340,0.0200,,0.0000,0.0500,0.0800,,0.0500,0.7700,0.0900,0.0210,41.6110,0.4000,6.3140,9.8830,1.9420,6.9820,222660,369500
550824,0.0000,7.8800,0.3300,,72.9800,-0.0200,,,0.0000,0.0500,0.2800,0.4200,,1.0800,,4.8780,0.0300,3.8500,,0.0270,0.4600,,2.7300,0.0340,0.0100,,,6.4300,,0.0200,0.3200,,0.7000,0.0500,,0.0000,0.3200,0.2600,,0.1000,1.9200,0.1200,0.0550,83.2510,0.3040,9.0020,17.9070,2.9890,24.6810,198400,357010
550825,0.0100,10.0300,1.2600,,65.8200,0.0000,,,0.0400,0.0400,0.3200,0.2000,,0.9200,,4.0160,0.0300,10.3600,,0.0200,0.3600,,2.5300,0.0560,0.0600,,,6.8500,,0.0200,2.6100,,1.8410,0.5000,,0.0100,0.3200,0.2200,,0.0800,2.0100,0.2500,0.0710,80.2410,0.0780,11.1990,21.5320,2.8190,17.4910,199190,356820
550826,-0.0200,14.0400,2.2300,,219.3300,-0.0200,,,0.0100,0.0800,0.2700,0.3700,,1.6600,,8.0910,0.0500,2.0200,,0.1030,0.6300,,2.0400,0.1750,0.2300,,,4.1200,,0.0600,1.5700,,0.2270,0.0100,,-0.0100,0.7100,1.3000,,0.0600,2.8800,0.1400,0.0360,58.7170,0.0710,9.5680,16.1370,4.7400,16.5300,231520,358840
550827,-0.0200,18.7400,1.2500,,164.0800,-0.0100,,,0.0200,0.0700,0.1100,0.2600,,0.7500,,0.8330,0.0500,2.6600,,0.1350,0.0800,,0.9700,0.0310,0.0900,,,0.7900,,0.0400,1.1000,,0.1080,0.0000,,-0.0100,0.5600,0.2100,,0.0900,3.2500,0.0900,0.0150,29.9100,0.4150,4.4460,12.1940,3.5500,9.8940,244080,353450
550828,-0.0100,20.4900,1.5900,,239.6200,-0.0100,,,0.0200,0.1200,0.2200,0.3300,,2.8100,,13.1080,0.0500,3.1800,,0.0410,0.2300,,1.6000,0.2930,0.0600,,,7.3600,,0.0200,0.4400,,0.1390,-0.0400,,-0.0100,0.2800,1.0200,,0.0900,3.6900,0.0500,0.0370,40.2950,0.0570,8.9720,14.6650,4.8310,18.0200,229900,355850
550829,-0.0100,7.9300,0.1700,,59.5600,-0.0200,,,0.0000,0.0400,0.2100,0.2600,,0.5800,,1.6440,0.0200,4.5000,,0.0310,0.7000,,1.9300,0.0170,0.0100,,,2.6900,,0.0200,0.6700,,2.1740,0.0000,,0.0000,0.4600,0.0700,,0.0700,1.5100,0.2200,0.0390,68.2720,0.2420,6.5920,13.5630,1.3380,13.3880,197180,354380
550831,-0.0100,15.7600,0.3200,,65.3100,0.0000,,,0.0000,0.0500,0.2600,0.4400,,2.0100,,4.0170,0.0300,3.5400,,0.0120,0.7700,,2.4600,0.0300,0.0500,,,6.9000,,0.0400,0.3300,,0.9270,0.0900,,0.0100,0.3600,0.2800,,0.0800,2.0500,0.1900,0.0450,55.9470,0.2220,7.9930,15.6970,0.8950,14.2250,192300,354190
550832,0.0200,57.6700,3.0300,,283.6700,0.0000,,,0.0200,0.3700,0.5700,0.6400,,6.1600,,37.8040,0.2200,0.4900,,0.3740,0.7900,,4.4500,0.4350,0.3000,,,19.1300,,0.1400,2.3300,,0.2790,0.4700,,0.0100,0.0800,0.9400,,0.1500,8.7600,0.2200,0.0660,77.9040,0.5370,11.6440,23.3900,4.5930,87.5090,226760,353230
550833,-0.0100,27.3900,1.5700,,66.5300,0.0100,,,0.0200,0.1100,0.4800,0.3100,,1.6000,,3.2160,0.0600,1.2000,,0.0190,0.5000,,2.7200,0.0400,0.1000,,,5.0500,,0.0600,2.6400,,0.6190,0.0400,,0.0000,0.2800,0.3000,,0.1200,2.5900,0.1800,0.0200,66.8010,0.4600,5.7360,11.3140,2.0020,21.8520,195500,355190
550834,-0.0100,7.1400,0.7400,,56.5900,0.0000,,,0.0100,0.0600,0.2600,0.2500,,1.5200,,5.3680,0.0300,3.9800,,0.0270,0.5200,,2.2300,0.0250,0.0400,,,6.5800,,0.0300,1.1300,,0.4660,-0.0300,,0.0000,0.1600,0.1300,,0.0600,1.6400,0.1100,0.0480,54.3650,0.1680,7.6170,14.0970,0.9130,13.2180,219390,365860
550835,-0.0100,21.6000,0.2500,,115.6700,-0.0100,,,0.0300,0.1000,0.1600,0.3500,,0.3500,,0.6000,0.0500,1.3900,,0.0170,0.1000,,0.6600,0.0140,0.4800,,,0.8900,,0.0100,0.9100,,0.0530,-0.0200,,0.0000,0.0000,0.1000,,0.0700,1.4900,0.0600,0.0160,17.2920,0.4620,3.0220,8.4910,1.4720,4.2890,225110,369770
550836,-0.0100,143.2800,0.5100,,189.6900,-0.0100,,,0.0300,0.4800,0.8100,0.5000,,1.9500,,2.5700,0.1800,1.5500,,0.1010,0.1200,,1.9100,0.0440,0.2300,,,2.3300,,0.0500,0.3600,,0.0590,0.2000,,0.0000,0.0000,0.3100,,0.3000,4.9100,0.3100,0.0210,25.6450,1.1650,3.4040,10.5690,3.0460,17.8360,223740,369850
550837,-0.0100,62.9600,1.6700,,24.9100,0.0000,,,0.0200,0.2600,0.5500,0.3000,,1.5500,,1.8960,0.1300,0.8000,,0.0480,0.6300,,2.0400,0.0260,0.1000,,,1.6000,,0.0300,-0.6300,,0.0610,0.0700,,0.0000,0.1100,0.3900,,0.1000,4.1300,0.2400,0.0230,28.2640,0.7310,5.5960,9.9240,2.8730,21.3270,230060,370570
550838,-0.0100,6.9100,0.9700,,65.8100,-0.0200,,,0.0100,0.0500,0.2600,0.2200,,0.6300,,2.8790,0.0200,3.7400,,0.0340,0.4400,,1.6700,0.0370,0.0500,,,3.6900,,0.0300,1.4300,,0.2680,-0.0300,,0.0000,0.1100,0.0800,,0.0400,1.7500,0.1100,0.0380,48.3990,0.2570,6.8440,11.8450,1.4570,11.2800,220690,367400
550839,0.0100,16.6200,0.7100,,163.8000,-0.0100,,,0.0500,0.1100,0.2000,0.3700,,2.4000,,8.4810,0.0700,1.6600,,0.0210,0.2400,,1.7700,0.1630,0.0800,,,7.5000,,0.0300,0.6200,,0.1070,0.0800,,0.0000,0.1000,0.5500,,0.1400,3.2700,0.2600,0.0280,43.8740,0.1990,6.0830,13.2960,4.7480,16.9160,228580,354180
550840,0.0000,10.2000,1.0500,,113.3700,-0.0200,,,0.0300,0.0900,0.4500,0.3400,,0.8900,,6.1050,0.0400,3.9200,,0.0650,0.6300,,2.8600,0.0830,0.0400,,,8.0500,,0.0400,1.7900,,0.6450,0.2800,,0.0100,0.1800,0.3600,,0.0900,2.2300,0.2700,0.0690,81.2790,0.3430,8.7710,16.2370,3.6600,17.7520,217360,369210
550841,0.0000,14.4300,1.1400,,336.5600,-0.0100,,,0.0500,0.1500,0.3300,0.4000,,2.4100,,10.0570,0.0900,2.2800,,0.1120,0.3400,,2.8100,0.1870,0.0600,,,4.7700,,0.0700,0.8600,,0.1650,0.1000,,-0.0100,0.4100,0.6200,,0.2100,3.2600,0.1900,0.0520,56.8220,0.1380,8.5380,15.4000,5.4630,31.2490,227130,352200
550842,0.0000,18.1800,1.0700,,68.3000,-0.0100,,,0.0100,0.1000,0.2800,0.3800,,0.8500,,2.5450,0.0600,1.4500,,0.0100,0.3100,,2.2700,0.0250,0.0500,,,4.6000,,0.0400,2.2500,,0.4360,0.0300,,0.0100,0.1400,0.2300,,0.1200,2.4700,0.0800,0.0260,47.1590,0.2550,5.3370,13.5460,1.5080,13.6130,194650,355900
550843,-0.0100,15.7300,0.7400,,69.1200,-0.0100,,,0.0200,0.0600,0.3000,0.3200,,1.2400,,4.1560,0.0300,2.4000,,0.0010,0.5500,,2.4300,0.0540,0.0600,,,5.5100,,0.0600,0.6900,,0.6720,0.1500,,0.0000,0.3600,0.2700,,0.0500,2.3500,0.1000,0.0580,80.7370,0.0060,12.0600,16.2880,2.0020,29.6450,194900,353590
550844,0.0000,8.1100,1.0500,,31.3700,0.0000,,,0.0400,0.0300,0.2000,0.4300,,0.2700,,0.4330,0.0300,2.2500,,0.0100,0.5300,,1.6400,0.0100,0.0400,,,0.8200,,0.0100,1.7600,,2.1070,-0.0300,,0.0000,0.2700,0.1600,,0.1000,1.7000,0.1200,0.0210,55.8210,0.6200,3.6130,11.5360,1.2490,9.3490,198690,354690
550845,-0.0200,12.6600,1.0400,,308.4500,-0.0100,,,0.0200,0.0500,0.2600,0.2800,,1.8200,,6.4300,0.0400,3.2300,,0.0330,0.2500,,2.0000,0.1280,0.0800,,,3.7900,,0.0400,0.8200,,0.1550,0.0100,,-0.0100,0.3800,0.8400,,0.1000,2.8900,0.1900,0.0300,66.0150,0.1020,7.4220,12.8910,5.7400,22.2100,227420,354020
550846,-0.0100,37.7900,1.4400,,222.5800,0.0100,,,0.0300,0.3700,0.3600,0.6200,,4.5400,,16.6100,0.2000,1.2900,,0.0900,0.6600,,3.5100,0.3480,0.1700,,,10.8200,,0.0900,1.2700,,0.1540,0.0600,,0.0000,0.3000,1.4500,,0.3300,5.8500,0.3400,0.0420,44.1200,0.2720,7.6180,15.7610,3.7750,31.1860,226760,351670
550847,-0.0100,9.0300,1.2400,,96.3700,-0.0200,,,0.0100,0.0100,0.2300,4.0200,,1.0700,,5.1740,0.0200,3.0800,,0.1930,0.4000,,3.2300,0.0650,0.0100,,,6.2200,,0.0000,1.9000,,0.7420,0.0900,,0.0000,0.2200,1.2900,,0.0600,1.3200,0.2100,0.0540,78.4560,0.2450,8.1370,15.4900,3.6720,18.1300,196300,356530
550848,-0.0100,164.6200,1.0000,,81.3000,0.0100,,,0.0600,0.7900,0.7000,0.5800,,2.3500,,2.8830,0.3300,2.1400,,0.0650,0.5100,,2.5700,0.0740,0.8400,,,3.6000,,0.0300,1.5700,,0.2940,0.3200,,0.0000,0.0700,0.4600,,0.2900,10.8600,0.2900,0.0310,50.6510,1.0400,6.9940,9.9430,3.2880,29.1210,225990,369790
550849,-0.0100,82.6900,1.4800,,278.1900,0.0100,,,0.0700,0.4700,0.3100,0.8300,,3.4800,,17.4610,0.2800,1.2100,,0.0150,0.3300,,2.9200,0.2550,0.2300,,,12.0500,,0.0200,-0.1700,,0.1400,0.3200,,0.0100,0.4100,1.2100,,0.3500,5.1200,0.5700,0.0290,37.7360,0.2710,7.4170,14.5780,4.3640,20.5640,227180,351110
550850,-0.0100,13.9600,0.5700,,72.4400,-0.0100,,,0.0200,0.0800,0.2400,0.4500,,0.7100,,2.1360,0.0300,3.4700,,0.0160,0.4900,,2.5000,0.0280,0.0900,,,4.0400,,0.0800,1.5900,,0.8350,-0.0100,,0.0000,0.8500,0.1600,,0.0900,1.3700,0.1600,0.0260,71.3040,0.4320,6.4260,13.8650,1.6060,10.5350,196210,355780
550851,0.0000,19.3600,1.2300,,39.0400,0.0000,,,0.0200,0.1000,0.3900,0.2800,,1.2000,,8.5560,0.0400,1.3100,,0.0510,0.8300,,3.0500,0.2440,0.0100,,,7.8300,,0.0300,-1.4700,,0.2020,0.0000,,-0.0100,0.2700,0.3500,,0.0800,2.2700,0.1300,0.0470,83.7010,0.2010,9.9660,13.7200,3.9130,25.1020,224190,368100
550852,0.0100,9.8800,0.8200,,123.0900,-0.0100,,,0.0100,0.0100,0.1700,0.3200,,0.4100,,1.1920,0.0200,5.8200,,0.0190,0.1400,,1.7300,0.0250,-0.0200,,,1.0300,,0.0200,1.2700,,1.2580,0.0000,,0.0000,0.2600,0.2400,,0.0400,1.1400,0.0900,0.0500,76.7180,0.0540,7.8380,13.4060,2.5400,22.6710,204140,357960
550853,0.0000,10.2700,0.2900,,70.9100,0.0100,,,-0.0100,0.0500,0.3700,0.3700,,1.7000,,9.8030,0.0300,2.1900,,0.0270,0.7800,,3.4100,0.0980,0.0100,,,10.8100,,0.1100,-0.9100,,0.6310,0.0000,,0.0000,0.3500,0.3600,,0.0700,2.1200,0.1200,0.1070,72.4560,0.1180,9.2950,21.1730,2.3220,41.8570,193150,353570
550854,0.0100,12.2900,0.6700,,76.3200,-0.0100,,,0.0200,0.0600,0.1200,0.3200,,1.4300,,5.2240,0.0500,1.1400,,0.0300,0.5600,,1.4300,0.1650,0.0300,,,3.3900,,0.0800,-0.5600,,0.1140,0.0100,,0.0000,0.0800,0.3700,,0.0800,1.6300,0.0800,0.0350,34.5140,0.1230,5.5310,10.9680,4.2090,14.0140,231250,356530
550855,0.0200,12.0100,0.3100,,102.3900,0.0000,,,0.0100,0.1700,0.2100,3.6400,,1.0600,,4.1790,0.0700,2.4500,,0.0000,0.5900,,2.2300,0.0390,0.1100,,,4.8400,,0.0900,-1.3000,,0.7930,0.3600,,0.0100,0.5400,1.1500,,0.1100,0.7700,0.9100,0.0340,52.7290,0.1950,8.3280,16.1240,1.4790,12.4900,195450,354100
550856,0.0000,23.3800,3.6500,,247.7900,-0.0100,,,0.0200,0.1900,0.2900,0.4400,,4.1200,,9.7020,0.0700,2.0600,,0.0290,1.1500,,3.0400,0.3970,0.4200,,,5.8600,,0.2000,-0.1800,,0.1850,-0.0200,,-0.0100,0.3400,2.0000,,0.1600,19.3100,0.3400,0.1200,48.6670,0.1520,8.0800,20.8550,4.0920,35.5720,230150,359900
550857,0.0000,22.8800,0.4700,,127.2200,-0.0100,,,-0.0100,0.2100,0.3900,0.4200,,1.3300,,4.6890,0.0900,3.2800,,0.0310,0.5100,,2.5600,0.0880,0.0800,,,6.0800,,0.1200,-1.3000,,0.4330,0.0200,,0.0000,0.1200,0.3400,,0.1100,2.0500,0.2800,0.0660,58.3970,0.4500,10.3430,15.2380,3.6610,19.7670,220200,370930
550858,0.0000,58.3500,0.4700,,14.6700,-0.0300,,,0.0200,0.1400,0.1300,0.2300,,0.5600,,0.2640,0.0500,1.0700,,0.0090,0.0600,,0.4400,0.0400,0.5900,,,0.5700,,0.0700,-1.2800,,0.4360,-0.0100,,0.0000,-0.0200,0.4200,,0.1100,5.2400,0.0800,0.0170,10.5620,1.2610,2.4130,10.9860,0.6700,9.1110,199500,354190
550859,0.0200,10.9400,0.5000,,13.5400,0.0300,,,-0.0100,0.2600,0.0600,0.2400,,0.4500,,0.9480,0.0500,0.5300,,0.0350,0.0900,,0.8100,0.0180,0.0100,,,1.5300,,0.0200,-0.5500,,0.0430,0.0900,,-0.0100,0.1500,0.2000,,0.1800,0.7700,0.1100,0.0130,13.0170,0.5260,4.0560,9.8210,2.3530,3.3820,206500,365300
550860,0.0100,85.6000,0.3300,,79.0000,-0.0100,,,0.0200,0.4600,0.3700,0.3800,,1.1300,,1.3220,0.1900,3.4900,,0.0710,0.2000,,2.6800,0.0210,0.2100,,,1.8100,,0.0300,-2.5200,,0.8110,0.0400,,0.0000,0.2300,0.3700,,0.2400,2.6700,0.1100,0.0460,86.5690,0.1030,6.4170,14.2780,2.9150,5.5800,201360,357200
550861,0.0100,19.3800,1.6800,,63.1700,-0.0300,,,0.0100,0.1500,0.4800,0.2500,,1.0600,,2.9060,0.0800,2.0800,,0.0890,0.4700,,2.0600,0.0480,0.0800,,,3.4700,,0.0400,-2.1900,,0.2100,0.0800,,-0.0100,0.2000,0.1800,,0.1300,2.0500,0.2200,0.0390,55.3090,1.4610,8.9270,10.6260,2.9060,15.4650,226610,369180
550862,0.0000,24.6600,2.4600,,179.4400,-0.0100,,,0.0200,0.1200,0.8700,0.5400,,1.7000,,24.1360,0.0900,1.7100,,1.1860,0.2700,,3.2900,0.8780,0.0800,,,20.0900,,0.0700,-2.9300,,0.1640,0.0400,,0.0000,0.1500,1.2000,,0.2200,3.9500,0.2200,0.0240,45.8010,0.2040,8.6140,16.2300,5.0840,23.8080,231080,354800
550863,0.0100,8.1400,0.4300,,68.2300,-0.0200,,,-0.0100,0.0200,0.2700,0.5000,,1.0800,,3.5380,0.0200,4.4100,,0.0170,0.7900,,2.2400,0.0280,0.0100,,,6.1300,,0.0300,-1.6300,,1.2240,0.0200,,-0.0100,0.4700,0.2400,,0.0800,1.0700,0.1300,0.0490,59.0560,0.0980,8.3210,15.3040,0.5400,11.9100,193380,354300
550864,0.0000,193.9200,0.3500,,30.7300,-0.0200,,,0.0300,0.2900,0.3000,1.5900,,1.2300,,0.9470,0.1100,8.5300,,0.0040,0.1200,,3.4300,0.0250,0.2500,,,1.0000,,0.0400,-0.9100,,1.1180,0.0600,,-0.0100,0.3200,0.8500,,0.1300,6.8600,0.1800,0.0790,83.3940,0.0310,8.6810,18.4300,3.0510,33.9370,206490,358100
550865,0.0100,43.2400,0.8900,,238.7200,-0.0100,,,0.0400,0.2400,0.2800,0.4000,,1.9800,,3.9320,0.1300,1.0300,,0.1000,0.1400,,1.7900,0.0870,0.1900,,,2.9000,,0.1300,-1.8300,,0.1450,-0.0300,,-0.0100,0.3000,1.6100,,0.1700,2.0700,0.1300,0.0260,36.5010,0.1980,7.7470,12.7490,4.5430,20.6250,232520,357800
550867,0.0000,5.1100,0.3500,,113.3600,-0.0100,,,0.0000,0.0400,0.7100,0.2300,,0.7100,,2.9310,0.0200,0.6300,,0.3020,0.4600,,3.3000,0.0230,0.0000,,,2.5100,,0.1100,-2.3700,,0.1870,-0.0100,,0.0000,0.2400,0.0500,,0.1000,3.9700,0.1900,0.0250,95.1690,0.3160,6.1340,10.0950,3.9930,16.4420,217310,366720
550869,0.0100,11.0900,0.5700,,21.9100,0.0000,,,-0.0100,0.0700,0.3300,0.2500,,1.1200,,4.9770,0.0300,1.2300,,0.0340,0.7300,,1.8900,0.0800,0.0000,,,4.3300,,0.0800,-2.4200,,0.0990,-0.0100,,-0.0100,1.5200,0.1800,,0.0600,0.7700,0.1100,0.0170,49.9440,0.1850,10.5760,11.5870,3.7480,7.6450,233470,371750
550870,0.0000,4.4800,0.8200,,42.8900,-0.0100,,,0.0100,0.0200,0.3100,0.2300,,1.6000,,6.9850,0.0200,1.1900,,0.0710,0.4100,,2.1800,0.0910,-0.0100,,,7.9700,,0.0700,-0.5500,,0.5050,0.0100,,0.0000,0.3000,0.1800,,0.0600,1.8000,0.1700,0.0450,122.8050,0.0960,8.0540,13.0600,3.7700,17.1180,212930,367010
550871,0.0000,15.7800,0.6500,,66.0100,-0.0100,,,0.0300,0.1300,0.3300,0.2500,,1.4100,,5.0260,0.0900,3.7100,,0.0340,0.5800,,3.1300,0.0920,0.0500,,,6.2300,,0.1000,-1.2900,,0.4840,0.0500,,0.0000,0.1700,0.2500,,0.1400,2.4800,0.2800,0.0770,71.7960,0.3580,8.6780,17.8080,3.1690,23.3800,218380,369860
550872,0.0000,26.8700,2.1600,,229.5100,-0.0200,,,-0.0100,0.1500,0.2900,0.4400,,2.8500,,9.7440,0.0900,2.4600,,0.0720,0.5700,,2.0500,0.2460,0.0600,,,4.3400,,0.0900,-0.7400,,0.2480,0.0000,,0.0000,0.5300,1.2400,,0.1900,2.5700,0.2700,0.0390,56.6650,0.1610,9.2840,14.5960,4.2690,28.5500,232690,358320
