SAMPLE_NO,YEAR,LABNO,EASTING,NORTHING,TIO2,V,CO,GA,RB,SR,Y,ZR,NB,BI,TH,AG,CS,LA
566201,2005,11351,315460,340221,0.874,82.1,13.1,15.2,77.7,128.3,22.3,548.9,15.6,0.15,8.10,0.25,3.0,27.0
566202,2005,11351,324898,347981,0.923,109.9,22.5,18.4,89.4,117.1,21.9,318.8,16.1,0.50,9.00,0.25,3.0,28.0
566203,2005,11351,302751,349181,0.955,133.9,26.0,16.8,71.2,124.5,29.5,238.5,13.0,0.50,6.80,0.25,3.0,31.0
566204,2005,11351,318513,339616,0.870,115.8,26.6,19.1,97.2,171.5,25.8,329.7,15.0,0.50,9.40,0.25,4.0,35.0
566205,2005,11351,309738,355253,0.662,101.8,21.9,13.4,63.4,99.4,18.9,174.6,10.8,0.15,4.80,0.25,3.0,17.0
566206,2005,11351,327127,350323,0.909,102.2,25.7,15.2,74.7,120.1,22.5,394.1,14.3,0.40,7.50,0.25,3.0,26.0
566207,2005,11351,297304,343360,0.851,137.4,34.6,15.1,62.5,109.2,19.6,344.8,12.5,0.70,5.50,0.25,2.0,23.0
566208,2005,11351,314014,353245,0.807,103.7,18.9,12.5,67.5,102.4,21.0,343.5,12.3,0.60,5.70,0.25,3.0,21.0
566209,2005,11351,315410,351320,0.850,121.0,31.9,14.6,69.6,163.3,23.9,323.8,12.9,0.60,6.30,0.25,3.0,30.0
566212,2005,11351,326751,349041,0.907,107.8,17.0,18.5,98.1,170.7,30.4,453.2,15.7,0.30,8.70,0.25,4.0,40.0
566213,2005,11351,297665,346127,1.095,218.9,41.8,17.6,51.9,111.3,21.3,244.4,11.6,0.30,4.90,0.25,1.0,19.0
566214,2005,11387,326383,351305,0.786,119.7,29.3,19.0,99.0,114.4,28.5,212.6,14.2,0.15,9.30,0.25,4.0,37.0
566215,2005,11351,320614,344110,0.902,110.3,31.6,15.4,81.0,121.5,23.1,476.5,14.9,0.15,7.30,0.25,3.0,26.0
566216,2005,11351,320463,340383,0.940,113.4,19.7,17.3,76.6,142.9,24.8,312.5,15.0,0.15,10.20,0.25,4.0,32.0
566217,2005,11351,315554,341701,0.904,109.1,20.3,19.4,101.7,129.9,31.2,332.9,16.6,0.15,10.50,0.25,4.0,52.0
566219,2005,11351,319201,343044,0.862,96.0,18.7,15.3,82.8,130.4,23.7,425.8,14.5,0.15,7.60,0.25,3.0,31.0
566220,2005,11351,325302,343801,0.836,101.1,15.4,18.0,83.0,109.9,26.8,269.6,15.0,0.30,8.10,0.25,9.0,33.0
566224,2005,11351,302760,344180,0.833,135.9,47.4,18.3,91.2,99.8,24.7,263.7,13.3,0.30,7.90,0.25,3.0,28.0
566225,2005,11351,312651,352078,0.998,138.9,26.5,15.7,66.2,106.0,22.0,310.0,13.3,0.60,6.00,0.25,2.0,26.0
566226,2005,11351,320388,343100,0.889,114.9,26.7,18.8,94.7,158.1,25.0,309.1,15.8,0.15,9.30,0.25,3.0,33.0
566227,2005,11351,321576,343417,0.820,92.3,16.1,16.3,87.1,125.3,24.8,310.2,14.9,0.15,8.40,0.25,4.0,33.0
566228,2005,11351,318574,341737,0.930,113.3,18.0,18.0,93.3,140.7,31.1,256.9,15.3,0.15,9.10,0.25,4.0,49.0
566229,2005,11351,323204,342529,0.833,105.0,19.9,19.4,109.0,123.0,25.0,267.2,15.2,0.15,8.90,0.25,5.0,33.0
566230,2005,11351,321107,344591,0.896,85.2,15.2,15.9,86.7,134.5,23.6,556.1,15.8,0.15,8.20,0.25,4.0,29.0
566231,2005,11351,323134,344687,0.863,93.9,13.6,17.2,88.7,118.0,25.0,435.0,15.8,0.40,8.90,0.25,4.0,33.0
566232,2005,11351,314197,341597,0.864,125.2,21.5,20.7,108.1,125.1,24.1,278.6,15.6,0.40,8.50,0.25,3.0,27.0
566233,2005,11387,326046,341128,0.908,107.8,19.6,17.7,97.4,178.2,25.0,501.7,15.8,0.40,12.20,0.25,5.0,36.0
566234,2005,11351,297770,344522,0.969,154.9,32.6,15.1,51.7,129.9,20.7,314.8,11.8,0.15,5.00,0.25,2.0,19.0
566235,2005,11351,296652,347007,1.183,189.2,36.5,16.6,37.5,116.4,23.1,273.4,10.8,0.50,3.20,0.25,1.0,15.0
566236,2005,11351,300262,343390,1.150,147.0,27.4,13.4,47.3,94.2,20.9,470.6,12.7,0.40,4.70,0.25,2.0,17.0
566238,2005,11351,303647,349126,1.127,140.1,22.7,15.0,67.6,147.6,22.5,327.3,14.8,0.15,6.20,0.25,3.0,24.0
566239,2005,11387,318528,341965,0.211,38.0,13.0,5.0,19.4,43.1,34.3,49.9,6.6,0.15,4.70,0.25,1.0,48.0
566240,2005,11351,299736,348692,1.078,152.7,25.6,15.7,56.4,136.7,23.3,511.8,13.2,1.60,5.20,0.25,1.0,23.0
566241,2005,11351,313953,340506,0.911,119.9,28.9,18.4,94.2,103.4,32.7,454.5,15.7,0.15,9.20,0.25,4.0,41.0
566242,2005,11351,325974,342707,0.955,113.2,18.2,18.0,93.0,181.6,25.9,577.8,16.1,0.90,12.70,0.25,7.0,39.0
566244,2005,11351,324100,343198,0.859,113.8,15.4,18.2,96.5,116.8,22.5,276.7,14.6,0.15,9.00,0.25,4.0,29.0
566245,2005,11351,313266,342195,0.785,113.5,27.8,17.8,97.7,140.8,24.9,268.7,14.2,0.40,8.10,0.25,4.0,34.0
566246,2005,11351,312441,339717,0.903,133.1,31.3,19.3,101.3,143.8,28.0,251.2,15.0,0.15,9.40,0.25,4.0,42.0
566247,2005,11351,310483,351929,0.951,143.3,24.1,16.2,83.6,112.5,25.8,255.9,14.2,1.00,7.60,0.25,3.0,29.0
566248,2005,11351,297800,347200,1.190,204.7,38.9,16.6,38.3,137.7,24.2,223.2,11.3,0.60,3.70,0.25,2.0,18.0
566249,2005,11351,311204,339279,0.653,99.2,57.0,14.2,67.8,170.5,23.2,186.8,12.3,0.40,6.20,0.25,3.0,35.0
566251,2005,11351,297279,345599,1.058,190.0,43.0,17.9,45.9,132.9,21.6,190.4,11.3,0.50,4.50,0.25,2.0,20.0
566252,2005,11351,309827,353290,1.006,158.2,32.6,18.8,69.2,115.8,25.7,207.0,12.8,0.15,6.90,0.25,3.0,27.0
566253,2005,11351,322558,343902,0.841,102.5,19.6,18.6,107.5,128.0,21.7,417.4,15.8,0.90,8.90,0.25,4.0,26.0
566254,2005,11351,319171,342086,1.003,123.9,22.2,17.4,89.0,151.8,28.5,286.7,15.2,0.70,8.90,0.25,4.0,41.0
566257,2005,11351,297290,348312,1.144,197.1,34.2,17.8,70.6,144.5,28.2,238.2,13.9,0.30,6.60,0.25,3.0,25.0
566258,2005,11351,324219,343798,0.864,105.0,17.6,18.1,96.6,110.4,26.0,314.3,15.6,0.40,8.90,0.25,5.0,38.0
566259,2005,11351,300871,345757,1.088,153.9,29.5,14.6,48.8,120.4,18.9,385.5,12.2,0.15,4.40,0.25,2.0,16.0
566260,2005,11351,319141,368188,1.371,225.6,50.6,15.3,33.7,146.0,25.1,312.7,11.3,0.60,3.50,0.25,1.0,15.0
566261,2005,11351,297968,348695,1.040,171.1,36.6,19.6,64.0,114.1,31.7,202.7,12.4,0.15,6.80,0.25,3.0,30.0
566262,2005,11351,319971,341844,0.805,108.9,23.6,18.1,91.2,123.1,34.9,235.4,16.1,0.80,15.90,0.25,5.0,40.0
566263,2005,11387,324371,346931,0.873,108.0,21.7,19.6,102.2,125.9,25.4,277.6,16.0,0.15,8.80,0.25,3.0,32.0
566264,2005,11351,309488,351840,0.841,137.4,29.7,19.2,99.1,71.6,26.3,190.7,14.2,0.15,8.10,0.25,4.0,30.0
566265,2005,11351,317228,341252,0.885,106.8,24.6,17.7,101.4,164.3,25.2,504.5,15.7,0.50,9.00,0.25,4.0,36.0
566266,2005,11351,301202,347703,1.001,163.3,43.8,16.1,58.7,134.7,24.5,246.8,12.1,0.60,5.20,0.25,2.0,24.0
566267,2005,11351,304094,347975,0.732,128.1,18.3,18.8,83.2,80.4,37.4,186.7,12.8,0.15,9.50,0.25,5.0,38.0
566269,2005,11351,315996,341092,0.876,102.2,24.6,19.0,105.3,157.7,24.1,530.8,15.8,0.15,10.35,0.25,3.0,35.0
566270,2005,11351,300647,344773,1.105,155.8,26.4,16.3,54.5,101.3,19.2,375.8,12.6,0.90,4.80,0.25,2.0,18.0
566271,2005,11351,297306,349006,1.166,198.3,35.8,21.0,60.8,120.7,27.3,197.0,12.9,0.70,5.60,0.25,3.0,24.0
566273,2005,11351,321837,341603,0.867,119.0,24.8,19.5,112.2,149.2,25.9,262.0,15.4,0.50,8.70,0.25,5.0,34.0
566274,2005,11351,296635,345302,0.993,162.6,33.2,14.2,47.4,119.1,22.1,233.1,11.5,0.50,4.00,0.25,2.0,19.0
566276,2005,11351,324667,345558,0.905,118.9,22.8,18.7,99.4,118.1,25.3,332.9,15.3,0.15,8.40,0.25,4.0,34.0
566277,2005,11351,303623,343746,0.813,130.0,33.1,18.1,103.1,78.9,22.7,229.3,13.7,0.15,7.60,0.25,3.0,26.0
566279,2005,11351,309269,354210,0.786,116.8,24.7,14.6,64.9,105.2,21.4,190.1,11.4,0.50,4.60,0.25,2.0,20.0
566280,2005,11351,319537,340614,0.922,109.0,16.7,18.5,85.9,137.5,24.9,269.9,15.3,0.40,9.10,0.25,4.0,35.0
566283,2005,11351,299907,345792,1.176,163.6,28.8,15.0,54.3,122.9,20.7,500.9,12.9,0.30,5.30,0.25,1.0,20.0
566284,2005,11351,298442,347322,1.262,189.8,29.5,16.1,36.0,120.5,23.4,384.1,12.1,0.50,4.70,0.25,1.0,18.0
566287,2005,11351,325765,350977,0.848,104.9,25.4,17.6,92.4,125.7,24.4,357.8,15.0,0.40,8.30,0.25,3.0,33.0
566288,2005,11351,301287,346627,1.067,158.0,31.0,17.3,61.3,119.3,24.6,365.2,12.8,0.15,6.30,0.25,3.0,25.0
566289,2005,11351,299091,344877,1.171,175.9,35.1,15.2,47.3,113.0,22.5,594.4,12.6,0.70,5.50,0.25,2.0,22.0
566290,2005,11351,316745,340273,0.792,87.5,27.6,15.5,80.6,177.8,24.0,569.7,15.0,0.90,7.60,0.25,3.0,28.0
566291,2005,11351,303914,348619,0.932,127.4,23.9,15.4,67.5,118.1,22.6,260.0,13.1,0.30,6.40,0.25,3.0,23.0
566293,2005,11351,299434,347825,1.086,169.8,30.7,16.0,33.0,113.9,34.6,260.2,11.5,0.30,4.40,0.25,2.0,25.0
566294,2005,11351,313840,343215,0.830,112.6,26.8,17.9,87.8,125.9,33.5,259.5,13.9,0.60,7.90,0.25,4.0,49.0
566295,2005,11351,299503,346193,1.138,161.7,26.6,14.4,52.4,133.5,22.6,340.3,12.7,0.70,5.00,0.25,2.0,20.0
566297,2005,11351,296915,344895,0.985,161.5,35.1,17.1,57.2,119.0,21.4,262.7,12.4,0.60,5.40,0.25,2.0,21.0
566298,2005,11351,313852,344152,0.841,114.3,26.7,15.5,68.2,125.5,23.2,274.3,12.8,0.70,6.30,0.25,3.0,28.0
566299,2005,11351,316019,339690,0.841,105.7,18.0,17.2,96.3,131.5,24.1,351.2,15.3,0.15,8.10,0.25,4.0,32.0
566302,2005,11351,333728,392821,1.414,273.0,49.0,17.4,9.5,125.4,26.2,126.0,8.8,0.30,2.30,0.25,1.0,9.0
566303,2005,11351,323797,395487,1.437,258.4,49.8,18.2,8.9,179.9,26.2,106.7,9.9,0.40,1.20,0.25,0.5,8.0
566304,2005,11351,324048,398372,1.801,289.1,56.0,17.2,7.2,198.7,23.9,109.8,10.5,0.80,0.90,0.25,0.5,7.0
566305,2005,11351,323146,397810,1.270,200.8,62.3,16.9,6.8,231.8,25.0,95.0,9.0,0.50,0.35,0.25,0.5,8.0
566306,2005,11351,326242,393614,1.213,273.4,52.8,15.5,9.4,176.9,22.1,97.6,9.5,0.40,0.35,0.25,0.5,7.0
566307,2005,11351,329410,376856,0.923,146.6,28.9,17.5,76.1,110.5,25.6,171.4,13.0,0.70,6.10,0.25,4.0,26.0
566308,2005,11351,346920,401046,1.377,227.1,42.2,20.0,38.3,140.3,30.2,204.3,12.1,0.15,4.90,0.25,1.0,24.0
566309,2005,11351,328232,380652,1.485,264.7,51.9,18.7,19.7,166.1,27.2,155.7,9.5,0.30,2.50,0.25,0.5,12.0
566312,2005,11351,326963,378310,1.395,246.6,46.7,18.0,30.4,180.3,26.3,167.2,10.2,0.30,2.80,0.25,1.0,16.0
566313,2005,11351,326295,382786,1.423,223.3,35.4,14.4,31.3,126.0,18.1,270.0,10.2,0.90,2.10,0.25,2.0,11.0
566315,2005,11351,327570,395740,1.259,287.1,69.2,18.7,7.9,188.3,23.0,96.7,9.5,0.70,0.70,0.25,1.0,8.0
566316,2005,11351,326294,378787,1.330,245.6,48.5,18.4,23.3,181.8,27.6,140.4,9.7,0.30,2.80,0.25,0.5,14.0
566317,2005,11351,322163,393390,1.264,245.3,55.9,18.5,12.3,128.6,39.6,147.6,12.1,0.15,3.20,0.25,0.5,18.0
566318,2005,11351,325252,378599,1.445,263.8,48.4,18.5,25.9,162.3,28.0,167.0,10.3,0.70,2.50,0.25,2.0,13.0
566319,2005,11351,326791,394255,1.244,279.3,50.5,15.9,9.3,131.9,23.8,98.5,9.7,0.40,1.70,0.25,0.5,8.0
566322,2005,11351,309599,362229,1.013,169.8,33.1,12.0,40.3,124.4,21.3,411.5,10.7,0.90,3.20,0.25,1.0,16.0
566323,2005,11351,325783,393795,1.206,257.2,55.4,16.2,8.8,152.6,22.3,93.5,8.9,0.15,1.00,0.25,1.0,7.0
566324,2005,11351,329988,380468,1.439,278.7,49.5,16.9,20.5,181.2,24.2,168.9,9.6,0.70,2.10,0.25,1.0,11.0
566325,2005,11351,310745,366531,0.763,173.4,25.7,14.5,30.6,75.7,30.7,131.2,9.0,0.15,3.00,0.25,2.0,14.0
566326,2005,11351,327462,374578,1.266,244.1,55.5,19.2,12.0,89.2,26.7,115.7,8.6,0.50,1.00,0.25,1.0,8.0
566327,2005,11351,324756,398348,1.597,264.8,67.1,16.9,6.2,254.6,25.8,99.5,10.2,0.60,0.35,0.25,0.5,8.0
566329,2005,11351,328300,394685,1.289,275.5,54.0,16.0,8.1,163.0,22.9,95.5,9.3,0.70,0.90,0.25,1.0,7.0
566330,2005,11351,327600,387485,1.145,194.6,42.4,16.2,42.1,147.9,24.8,182.5,11.3,0.15,3.90,0.25,3.0,15.0
566331,2005,11351,332758,394103,1.290,314.3,50.5,19.1,11.2,175.0,27.4,123.2,9.6,0.30,1.30,0.25,0.5,11.0
566332,2005,11351,345733,400725,1.719,268.7,43.8,18.2,23.5,150.8,24.3,251.3,11.0,0.15,2.30,0.25,1.0,14.0
566333,2005,11351,333022,392742,1.630,347.6,52.2,18.5,7.4,175.1,27.1,127.2,8.6,1.00,0.35,0.25,0.5,8.0
566334,2005,11351,309450,361717,0.973,171.5,31.7,12.5,39.5,115.2,25.5,359.1,10.6,0.15,4.30,0.25,1.0,17.0
566335,2005,11351,324722,393876,1.196,231.1,50.0,17.3,8.4,119.2,21.5,89.0,9.7,0.15,1.90,0.25,0.5,6.0
566336,2005,11351,323295,398556,1.268,235.4,59.1,14.1,5.9,202.5,24.2,84.1,8.6,1.40,0.35,0.25,0.5,7.0
566339,2005,11351,309751,361211,1.020,165.7,21.0,9.9,44.3,111.0,17.3,642.4,10.8,0.40,3.50,0.25,1.0,14.0
566340,2005,11351,326651,376713,1.438,239.7,47.8,18.7,25.1,143.8,23.9,160.4,10.2,0.90,2.30,0.25,1.0,14.0
566342,2005,11351,327019,380560,1.525,258.3,43.7,18.8,30.2,203.2,26.9,212.2,10.7,0.40,2.40,0.25,1.0,16.0
566344,2005,11351,328890,389632,1.410,278.5,53.3,16.5,10.3,170.4,23.0,106.6,8.8,0.80,0.80,0.25,1.0,7.0
566345,2005,11351,328414,382332,1.619,308.8,53.0,17.8,17.3,188.6,25.8,207.0,9.9,0.15,1.90,0.25,1.0,13.0
566348,2005,11351,326949,397077,1.444,326.6,74.2,17.3,6.7,165.6,24.6,95.5,10.1,0.15,1.20,0.25,0.5,7.0
566350,2005,11351,343860,400975,1.306,182.3,31.7,17.5,43.5,210.5,22.7,206.8,12.4,0.40,4.20,0.25,2.0,18.0
566351,2005,11351,326355,391893,1.255,285.7,44.0,17.3,7.7,141.4,21.0,93.1,10.0,0.40,0.80,0.25,1.0,7.0
566352,2005,11351,327076,383601,1.759,294.1,44.6,16.9,20.2,148.7,23.8,238.7,10.0,0.80,2.20,0.25,1.0,12.0
566353,2005,11351,327765,374335,1.393,264.7,53.9,18.5,10.7,144.8,26.4,118.1,8.9,0.15,1.40,0.25,1.0,9.0
566354,2005,11351,309615,360702,0.897,132.2,26.7,12.1,35.1,112.4,15.8,193.7,10.0,0.50,2.60,0.25,1.0,10.0
566355,2005,11351,327089,378912,1.323,239.7,49.4,18.1,22.5,183.6,25.8,141.0,9.5,0.50,2.30,0.25,1.0,12.0
566356,2005,11351,329555,375835,0.938,152.6,28.4,18.5,89.6,127.7,24.3,170.8,13.3,0.40,6.40,0.25,5.0,26.0
566357,2005,11351,347921,398092,1.360,219.7,52.6,17.7,37.6,494.7,26.8,199.5,10.8,0.90,2.30,0.25,1.0,18.0
566359,2005,11351,324506,394880,1.161,259.7,51.0,16.8,8.1,148.3,25.2,94.6,9.6,0.70,1.00,0.25,1.0,7.0
566360,2005,11351,325481,375449,1.447,296.2,56.6,18.2,10.2,144.1,25.3,126.0,9.2,0.30,1.30,0.25,0.5,9.0
566361,2005,11351,327310,372920,1.400,245.6,48.3,17.5,16.3,144.9,25.2,132.2,8.4,0.50,1.10,0.25,1.0,8.0
566363,2005,11351,343797,402590,1.473,243.2,38.7,17.4,35.4,145.7,26.9,271.6,11.8,0.90,3.50,0.25,2.0,16.0
566365,2005,11351,327604,387758,1.231,215.0,40.7,18.3,54.4,178.1,25.3,185.0,11.6,0.60,4.90,0.25,2.0,20.0
566366,2005,11351,330166,380622,1.206,221.1,42.1,16.9,34.5,151.2,27.2,206.0,10.3,1.00,3.20,0.25,2.0,16.0
566367,2005,11351,346865,393114,1.239,176.4,30.5,16.3,55.2,157.7,26.5,297.4,13.4,0.30,6.20,0.25,3.0,23.0
566368,2005,11351,313279,364264,1.020,162.1,29.1,11.2,39.6,113.3,18.7,326.7,10.9,0.80,2.60,0.25,2.0,14.0
566369,2005,11351,325931,380065,1.444,260.9,43.2,16.7,19.2,149.2,26.5,158.3,9.6,0.15,2.20,0.25,1.0,13.0
566371,2005,11351,311292,364008,0.901,155.7,32.5,13.4,37.5,104.4,22.4,169.2,10.2,0.70,2.70,0.25,1.0,13.0
566372,2005,11351,321794,393832,1.164,213.6,54.6,14.8,17.8,174.1,36.0,118.2,11.5,0.60,2.80,0.50,0.5,16.0
566373,2005,11351,311624,365618,1.294,190.1,31.8,13.4,40.7,145.8,20.4,377.2,10.8,0.30,3.50,0.25,1.0,12.0
566375,2005,11351,325905,377664,1.391,232.3,45.9,17.0,33.4,211.8,27.3,165.8,10.5,0.70,3.20,0.25,2.0,17.0
566378,2005,11351,325413,394491,1.234,241.9,51.0,16.7,9.9,196.7,22.7,99.9,8.9,1.20,0.35,0.25,1.0,8.0
566379,2005,11351,344600,401642,1.412,222.0,37.5,15.7,35.3,141.7,23.8,215.6,10.7,0.30,3.30,0.25,1.0,13.0
566381,2005,11351,327160,389460,1.047,188.1,43.7,14.8,9.9,127.1,21.7,85.6,8.9,0.50,0.35,0.25,1.0,6.0
566383,2005,11351,326270,372053,1.399,252.6,45.7,18.9,20.9,147.6,26.7,151.6,10.0,0.90,2.40,0.25,1.0,12.0
566384,2005,11351,326033,372947,1.139,227.8,41.0,15.9,30.5,160.0,24.8,140.5,9.7,0.90,2.90,0.25,2.0,13.0
566386,2005,11351,327133,395843,1.562,324.4,56.6,18.0,9.8,152.2,26.5,135.1,10.5,0.80,0.90,0.25,1.0,9.0
566387,2005,11351,329893,387453,1.199,236.0,46.7,18.4,42.4,155.9,25.8,157.5,11.0,0.15,3.50,0.25,2.0,18.0
566388,2005,11351,322820,392126,1.249,215.2,46.0,18.0,18.8,166.9,37.2,154.6,12.1,0.90,3.90,0.25,1.0,21.0
566391,2005,11351,345081,402182,1.390,232.3,40.8,16.8,31.7,158.0,27.2,182.2,10.7,0.50,2.90,0.25,1.0,19.0
566392,2005,11351,326461,374843,1.844,354.3,53.6,20.0,9.3,149.0,27.5,131.3,9.4,0.40,1.20,0.25,1.0,8.0
566394,2005,11351,327077,390602,1.290,252.2,46.8,16.3,9.2,154.1,21.2,97.7,10.1,0.15,1.00,0.25,1.0,6.0
566395,2005,11351,345966,394527,0.970,142.6,28.4,18.9,80.0,131.0,26.2,154.6,13.3,0.30,6.90,0.25,4.0,26.0
566396,2005,11351,325858,397899,1.180,255.3,54.1,15.7,7.3,149.6,21.3,88.9,10.0,0.15,1.30,0.25,1.0,7.0
566397,2005,11351,329855,381008,1.477,264.7,47.3,16.0,26.2,177.2,24.5,219.3,10.2,0.30,2.40,0.25,1.0,13.0
566398,2005,11351,326748,382527,1.450,245.3,45.2,18.1,26.9,172.9,27.0,192.3,10.2,0.40,3.50,0.50,1.0,16.0
566399,2005,11351,327041,376632,1.367,270.6,59.9,19.7,10.5,214.9,26.3,113.9,8.4,0.50,1.50,0.25,1.0,8.0
566400,2005,11351,327314,393912,1.266,278.1,54.9,16.5,10.0,186.6,24.1,96.5,9.8,0.15,1.60,0.25,1.0,7.0
566401,2005,11371,300178,341051,1.012,194.6,39.0,18.3,51.8,141.0,35.7,230.8,10.9,0.30,5.50,0.25,4.0,32.0
566402,2005,11371,305448,345281,0.806,123.2,26.1,18.1,82.1,88.4,40.1,199.0,13.6,0.15,8.60,0.25,4.0,51.0
566404,2005,11371,317899,353901,0.602,80.4,23.5,11.1,65.8,108.3,17.2,246.6,11.1,0.15,5.70,0.50,3.0,19.0
566405,2005,11387,316679,354055,0.743,114.0,23.0,16.2,82.4,81.5,26.2,295.1,14.9,0.15,8.00,0.25,3.0,29.0
566406,2005,11371,307696,342151,0.755,106.5,43.9,15.5,80.8,201.2,21.7,266.7,13.2,0.40,6.80,0.50,3.0,30.0
566407,2005,11371,323558,350677,0.979,110.0,19.5,17.4,92.4,153.2,28.8,306.4,16.3,0.30,9.10,0.25,4.0,44.0
566409,2005,11371,305301,343726,0.696,152.9,38.4,23.7,109.2,61.3,76.8,198.8,12.3,0.15,13.60,0.60,7.0,72.0
566410,2005,11371,323220,352067,0.776,127.9,21.8,16.0,78.0,98.6,31.5,207.9,12.7,0.80,6.30,0.25,3.0,37.0
566411,2005,11371,322194,347638,0.817,81.9,18.8,13.9,74.9,88.8,24.8,426.5,15.7,0.15,7.80,0.25,4.0,31.0
566412,2005,11371,309356,341924,0.829,108.3,30.5,17.2,93.0,117.1,31.5,227.2,14.6,0.15,8.70,0.25,5.0,41.0
566413,2005,11371,304547,344262,0.761,112.3,23.0,16.6,87.9,88.8,25.3,203.8,13.3,0.15,7.50,0.25,4.0,29.0
566414,2005,11371,323125,348570,0.842,101.9,25.7,16.8,96.6,114.0,25.0,471.9,16.1,0.15,8.00,0.25,3.0,32.0
566416,2005,11371,328671,359556,0.809,123.4,29.2,14.4,68.6,124.9,20.5,319.3,12.0,0.40,6.50,0.25,3.0,22.0
566418,2005,11371,314225,362089,0.925,160.7,33.0,12.9,47.2,119.4,22.7,383.4,11.3,0.50,4.60,0.25,3.0,18.0
566419,2005,11371,314673,342354,0.742,105.3,21.9,17.8,93.2,113.6,31.8,216.5,13.7,0.40,9.30,0.25,5.0,57.0
566420,2005,11371,317748,353188,0.687,115.4,20.6,16.7,83.9,79.8,24.6,278.9,12.8,0.15,8.00,0.25,4.0,29.0
566421,2005,11371,311592,355745,0.780,106.8,18.8,13.8,61.8,108.3,20.3,204.5,11.6,0.15,5.20,0.25,4.0,21.0
566422,2005,11371,326222,354055,0.764,103.5,20.7,14.4,82.1,107.0,22.5,394.1,12.8,0.15,7.50,0.25,4.0,30.0
566423,2005,11371,322690,346237,0.861,94.4,20.9,16.0,88.4,117.5,26.6,338.0,15.6,0.15,8.30,0.25,5.0,38.0
566424,2005,11371,318657,349276,0.810,99.4,20.6,14.9,71.5,113.6,25.0,290.7,13.4,0.40,6.50,0.25,4.0,32.0
566425,2005,11371,329765,359974,0.763,102.1,21.5,13.6,59.1,141.7,20.3,402.6,12.5,0.15,5.90,0.25,3.0,20.0
566426,2005,11371,329797,360414,0.842,113.5,20.1,13.7,56.0,109.5,23.5,239.8,12.4,0.15,5.40,0.25,3.0,23.0
566427,2005,11371,305031,345755,0.806,108.0,19.5,14.3,68.9,117.7,26.7,305.0,12.8,0.15,6.40,0.25,4.0,36.0
566428,2005,11371,322075,353352,0.833,105.9,22.1,16.1,82.6,98.1,24.8,269.7,13.7,0.15,7.70,0.25,4.0,30.0
566429,2005,11371,333137,352052,0.717,91.4,26.2,16.2,81.2,101.1,36.6,242.2,13.7,0.15,8.00,0.25,3.0,56.0
566431,2005,11371,326849,358784,0.672,104.0,34.2,14.9,78.4,108.0,20.6,272.0,12.6,0.15,6.30,0.50,3.0,26.0
566432,2005,11371,328634,358390,0.654,97.2,24.0,13.7,62.2,118.3,22.8,228.7,11.5,0.15,5.50,0.25,3.0,24.0
566433,2005,11371,301289,341287,0.841,116.3,28.1,14.8,78.3,114.6,25.7,293.3,14.2,0.15,8.40,0.25,4.0,34.0
566434,2005,11371,319725,347777,0.887,125.7,24.2,15.4,76.0,125.5,22.2,425.2,13.5,0.15,6.40,0.25,1.0,28.0
566435,2005,11371,310536,348543,0.956,152.9,31.6,17.2,82.5,111.1,21.9,234.0,14.3,0.50,7.00,0.25,4.0,26.0
566436,2005,11371,312083,350691,0.858,129.6,21.0,18.7,102.2,73.5,28.5,268.1,14.8,0.15,9.80,0.25,5.0,36.0
566437,2005,11371,302126,341687,0.906,136.3,31.2,18.1,81.8,111.5,24.7,264.0,13.3,0.15,8.00,0.25,4.0,30.0
566438,2005,11371,319702,349828,0.786,101.9,32.2,15.9,75.6,114.1,25.1,459.4,14.2,0.15,7.20,0.25,3.0,34.0
566439,2005,11371,316583,362734,0.932,129.0,20.0,10.9,59.8,132.6,20.9,468.5,11.5,0.15,4.60,0.25,3.0,18.0
566440,2005,11371,302803,341641,0.732,105.8,29.7,14.5,82.6,93.1,22.1,224.1,13.2,0.15,8.00,0.25,4.0,27.0
566441,2005,11371,316666,345146,0.798,113.5,22.0,18.0,98.6,130.0,22.4,514.8,15.0,0.15,9.20,0.25,4.0,31.0
566442,2005,11371,314234,348134,0.771,89.2,14.1,15.0,83.1,134.7,22.3,393.5,13.2,0.15,8.10,0.25,4.0,28.0
566443,2005,11371,320679,346152,0.824,83.3,12.6,15.6,77.8,92.9,26.1,419.2,16.0,0.15,8.70,0.25,4.0,35.0
566445,2005,11371,329356,360739,0.992,146.5,25.8,14.7,63.4,139.4,22.6,290.0,12.7,0.15,6.60,0.25,3.0,23.0
566446,2005,11371,326703,352162,0.901,116.6,23.8,17.7,97.9,150.2,30.5,368.9,15.5,0.15,9.40,0.25,4.0,42.0
566447,2005,11371,319082,354693,0.694,114.8,27.3,16.5,86.3,92.6,23.3,210.9,12.9,0.15,7.40,0.25,3.0,26.0
566448,2005,11371,328166,349536,0.768,99.1,21.6,17.2,88.8,109.8,31.3,190.4,13.3,0.15,7.60,0.25,4.0,46.0
566449,2005,11371,328560,352555,0.834,97.8,20.2,14.8,78.9,150.4,25.6,377.2,13.7,0.15,7.80,0.25,3.0,33.0
566450,2005,11371,329797,349317,0.912,106.6,17.4,17.1,89.4,144.2,27.4,286.3,15.3,0.30,8.60,0.25,4.0,40.0
566451,2005,11371,315581,342911,0.785,109.2,33.1,16.7,89.6,146.1,25.6,307.0,14.7,0.15,8.70,0.25,3.0,39.0
