OBJECTID_1,OBJECTID,TNODE_,LPOLY_,RPOLY_,LENGTH,STREETCL_,STREETCL_I,PREFIX,NAME,TYPE,SUFFIX,STREETNAME,ALTERNATEN,LLEFT,HLEFT,LRGT,HRGT,FROMSTREET,TOSTREET,OWNER,BELTWAY,MAJORRD,NO_LANES,CFCC,ONEWAY,STCL_CODE,UNIQUE_ID,ROUTE_ID,ROUTE_TYPE,LNK_ROUTE_,CITYWORKS,FACILITYID,LEGACYID,INSTALLDAT,WARRANTYDA,CONDITIOND,LOCATION
218,111,0,0,0,5973.029414,51977,6, ,Finleyville-Wall ,Rd, ,Finleyville-Wall Rd,Wall Rd,0,0,0,0, , ,County, , ,0, , ,1620,0,  4565-00,SNOW,456500, ,51977, ,,,,Finleyville-Wall Rd
219,112,0,0,0,755.834613,52509,51631022, ,Crane ,Rd, ,Crane Ave,Crane Ave,0,0,0,0,County/City Maintenance,Banksville Rd,County, ,Yes,2,A31,n,0,18104,  6091-03,SNOW-MA-ALCO,609103, ,52509, ,,,,Crane Rd
220,113,0,0,0,18297.830557,53174,47, ,Bairdsford ,Rd, ,Bairdsford Rd,Bairdsford Rd,0,0,0,0, , ,County,Orange,Yes,0, , ,1630,0,  2009-00,SNOW-MA,200900MA, ,53174, ,,,,Bairdsford Rd
221,62,0,0,0,7506.958846,32199,15, ,Baldwin ,Rd, ,Baldwin Rd,Baldwin Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  6014-01,SNOW,601401, ,32199, ,,,,Baldwin Rd
222,63,0,0,0,541.099111,33179,70, ,Rosslyn Farms ,Rd, ,Rosslyn Farms Rd,Kings Highway,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  6268-00,SNOW,626800, ,33179, ,,,,Rosslyn Farms Rd
223,64,0,0,0,1379.700328,33516,42, ,Old Campbells Run ,Rd , ,Old Campbells Run Rd ,Old Campbells Run Rd,0,0,0,0, , ,County, , ,0, , ,1640,0,  6072-05,SNOW,607205, ,33516, ,,,,Campbells Run Rd
224,571,0,0,0,340.569252,30376,1, ,Airport ,Dr, ,Airport Dr,"Enlow Rd, Old Rt. 978",0,0,0,0, , ,County, , ,0, , ,1630,0,  6347-02,SNOW-MA,634702MA, ,80401, ,,,,Airport Dr
225,571,0,0,0,3984.682809,30376,1, ,Airport ,Dr, ,Airport Dr,"Enlow Rd, Old Rt. 978",0,0,0,0, , ,County, , ,0, , ,1630,0,  6347-01,SNOW-MA,634701MA, ,80401, ,,,,Airport Dr
226,65,0,0,0,11230.620384,33702,23, ,Monroeville ,Blvd, ,Monroeville Blvd,Monroeville Blvd,0,0,0,0, , ,County, ,Yes,0, , ,1620,0,  3218-00,SNOW,321800, ,33702, ,,,,Monroeville Blvd
227,68,0,0,0,805.259093,37017,20, ,Haymaker Extension , Rd, ,Haymaker Extension  Rd,Haymaker Rd,0,0,0,0, , ,County, , ,0, , ,1630,0,3142-05,SNOW-MA,314205, ,37017, ,,,,"Haymaker Rd, Old Loop"
228,164,0,0,0,5539.658724,72721,10, ,Lebanon Church Extension ,Rd, ,Lebanon Church Extension Rd,"Old Lebanon Church Rd, Regis Ave",0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  5173-02,SNOW,517302, ,72721, ,,,,Lebanon Church Extension Rd/ Regis Ave
229,153,0,0,0,299.322838,70072,12, ,Old Curry Hollow ,Rd, ,Old Curry Hollow Rd,Phillippe St,0,0,0,0, , ,County, , ,0, , ,1630,0,  5095-02,SNOW,509502, ,70072, ,,,,"Curry Hollow Rd, Old/ Phillippe St"
230,608,0,0,0,1522.760912,41148,89, ,Vanadium ,Rd, ,Vanadium Rd,"Montgomery Ave, Vanadium Rd",0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  6318-02,SNOW,631802, ,81157, ,,,,Vanadium Rd
231,609,0,0,0,4586.382551,0,0, ,Clever ,Rd, ,Clever Rd,Clever Rd,0,0,0,0, , , , , ,0, , ,0,0,  6071-03,SNOW,607103, ,81160, ,,,,Clever Rd
232,611,0,0,0,12903.747108,73532,37, ,Churchill ,Rd, ,Churchill Rd,Churchill Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  3070-00,SNOW-MA,307000MA, ,81162, ,,,,Churchill Rd
233,612,0,0,0,29892.6939,72888,24, ,Middle ,Rd, ,Middle Rd,Middle Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  2309-01,SNOW,230901, ,81163, ,,,,Middle Rd
234,613,0,0,0,6953.182858,72888,24, ,Middle ,Rd, ,Middle Rd,Middle Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  2309-04,SNOW,230904, ,81165, ,,,,Middle Rd
235,615,0,0,0,1186.624509,74798,284, ,Rankin Bridge Approach N. Side,, ,Rankin Bridge Approach N. Side,Rankin Bridge Approach North Side,0,0,0,0, , , , ,Yes,0, , ,1660,0,  3352-00,SNOW,335200, ,81173, ,,,,Rankin Bridge Approach North Side
236,137,0,0,0,2195.61039,64735,5, ,Station Hill ,Rd, ,Station Hill Rd,Station Hill Rd,0,0,0,0, , ,County, , ,0, , ,1630,0,  2011-00,SNOW,201100, ,64735, ,,,,Station Hill Rd
237,138,0,0,0,1101.775604,64890,25, ,Lowries Run/ Mt. Nebo (loop) ,Rd, ,Lowries Run/ Mt. Nebo (loop) Rd,Roosevelt Extension,0,0,0,0, , ,County, , ,0, , ,1630,0,  1190-02,SNOW,119002, ,64890, ,,,,Lowries Run/Mount Nebo Rd
238,139,0,0,0,4024.014331,65749,60, ,Horning ,Rd, ,Horning Rd,Curry Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  5152-00,SNOW,515200, ,65749, ,,,,Horning Rd/ Curry Rd
239,140,0,0,0,448.109721,65799,70, ,"Bethel Rd, Hillcrest",, ,"Bethel Rd, Hillcrest",Bethel Church Rd,0,0,0,0, , , , , ,0, , ,1630,0,  5028-04,SNOW,502804, ,65799, ,,,,"Bethel Rd, Hillcrest"
240,142,0,0,0,13865.122795,66283,36, ,Troy Hill ,Rd, ,Troy Hill Rd,Mt Troy Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  2312-02,SNOW-MA,231202MA, ,66283, ,,,,Mt Troy Rd
241,143,0,0,0,1258.20405,66424,104, ,West View ,Ave, ,West View Ave,West View Ave,0,0,0,0, , ,County, , ,0, , ,1630,0,  2350-00,SNOW,235000, ,66424, ,,,,West View Ave
242,172,0,0,0,5868.885958,72835,26, ,Steubenville Pike / Enlow ,Rd, ,Steubenville Pike / Enlow Rd,Cliff Mine Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  6293-02,SNOW,629302, ,72835, ,,,,Steubenville Pike / Enlow Rd
243,173,0,0,0,11137.057251,72887,22, ,Middle ,Rd, ,Middle Rd,Middle Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  2309-02,SNOW-MA,230902MA, ,72887, ,,,,Middle Rd
244,174,0,0,0,4238.62862,72900,31, ,Natrona ,Rd, ,Natrona Rd,Spring Hill Rd,0,0,0,0, , ,County, ,Yes,0, , ,1620,0,  3229-00,SNOW,322900, ,72900, ,,,,Natrona Rd/Spring Hill
245,175,0,0,0,1705.808717,73048,20, ,Campbells Run ,Rd, ,Campbells Run Rd,Campbells Run Rd Extension,0,0,0,0, , ,County,Yellow,Yes,0, , ,1630,0,  6072-08,SNOW,607208, ,73048, ,,,,Campbells Run Rd
246,176,0,0,0,8543.499892,73098,51654984, ,West Run ,Rd, ,West Run Rd,West Run Rd,0,0,0,0,Kinley Ave,Lougean Ave,County, ,Yes,2,A31,n,0,22637,  5332-02,SNOW,533202, ,73098, ,,,,West Run Rd
247,177,0,0,0,5367.3078,73116,21, ,West Run ,Rd, ,West Run Rd,"Forrest Ave, West Run Rd",0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  5332-01,SNOW,533201, ,73116, ,,,,West Run Rd
248,178,0,0,0,1248.695266,73134,76, ,W.Run/Homestead-Duquesne Conn ,Rd, ,W.Run/Homestead-Duquesne Conn Rd,22nd Ave Extension,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  5331-00,SNOW,533100, ,73134, ,,,,West Run / Homestead Duquesne Conn Rd
249,179,0,0,0,20188.173782,73198,283, ,Homestead - Duquesne ,Rd, ,Homestead - Duquesne Rd,"Farragut St, Vondera St, Homestead-Duquesne Rd",0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  5147-02,SNOW,514702, ,73198, ,,,,Homestead-Duquesne Rd/ Farragut St
250,567,0,0,0,10371.773284,73338,19, ,Newton & Rodi ,Rd, ,Newton & Rodi Rd,"Lougeay Rd, Old Rodi Rd",0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  3234-02,SNOW,323402, ,80350, ,,,,Newton & Rodi Rd/ Lougeay Rd
251,572,0,0,0,2250.763393,73960,21, ,Glenfield ,Rd, ,Glenfield Rd,Glenfield Rd,0,0,0,0, , , ,Yellow,Yes,0, , ,1650,0,  1135-03,SNOW-MA,113503MA, ,80404, ,,,,Glenfield Rd
252,573,0,0,0,1124.32392,73960,21, ,Glenfield ,Rd, ,Glenfield Rd,Glenfield Rd,0,0,0,0, , , ,Yellow,Yes,0, , ,1650,0,  1135-01,SNOW-MA,113501MA, ,80405, ,,,,Glenfield Rd
253,574,0,0,0,3556.646862,23928,34, ,Glen ,Ave, ,Glen Ave,Glenn Ave,0,0,0,0, , ,County, , ,0, , ,1630,0,  2137-01,SNOW-MA,213701MA, ,80406, ,,,,Glenn Ave
254,203,0,0,0,7647.458027,78976,88, ,Wilmerding & east Mc Keesport ,Rd, ,Wilmerding & east Mc Keesport Rd,Fifth Ave,0,0,0,0, , ,County,Yellow,Yes,0, , ,1630,0,  4338-02,SNOW,433802, ,78976, ,,,,Wilmerding & E. McKeesport Rd
255,204,0,0,0,5567.013922,79712,13, ,Portvue & Lovedale ,Rd, ,Portvue & Lovedale Rd,Liberty Way,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  4256-02,SNOW,425602, ,79712, ,,,,Portvue-Lovedale Rd
256,207,0,0,0,1571.168171,58248,16, ,Portvue & Lovedale ,Rd, ,Portvue & Lovedale Rd,Liberty Way,0,0,0,0, , , , ,Yes,0, , ,1630,0,  4256-01,SNOW,425601, ,80196, ,,,,Portvue-Lovedale Rd
257,208,0,0,0,12778.812556,51817,8, ,Round Hill ,Rd, ,Round Hill Rd,Round Hill Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  4269-01,SNOW,426901, ,80198, ,,,,Round Hill Rd
258,209,0,0,0,1933.610366,51817,8, ,Round Hill ,Rd, ,Round Hill Rd Extension,Round Hill Rd Extension,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  4269-02,SNOW,426902, ,80199, ,,,,Round Hill Rd Extension
259,210,0,0,0,11931.243025,49166,29, ,Boston Greenock ,Rd, ,Boston Greenock Rd,Smithfield St,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  4032-00,SNOW,403200, ,80202, ,,,,Boston-Greenock Rd
260,29,0,0,0,8635.235195,21839,94, ,Evergreen ,Rd, ,Evergreen Rd Loop,"Evergreen Rd, Loop",0,0,0,0, , ,County, , ,0, , ,1630,0,  2119-03,SNOW,211903, ,21839, ,,,,"Evergreen Rd, Loop"
261,30,0,0,0,7561.725999,21958,46, ,Glen Mitchell ,Rd, ,Glen Mitchell Rd,Glen Mitchell Rd,0,0,0,0, , ,County, , ,0, , ,1630,0,  1136-00,SNOW-MA,113600MA, ,21958, ,,,,Glen Mitchell Rd
262,31,0,0,0,8424.766102,22433,14, ,Lowries Run/ Mt. Nebo ,Rd, ,Lowries Run/ Mt. Nebo Rd,Mount Nebo Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  1190-01,SNOW,119001, ,22433, ,,,,Lowries Run/Mount Nebo Rd
263,32,0,0,0,22100.688958,22553,41, ,Thompson Run ,Rd, ,Thompson Run Rd,Thompson Run Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  2303-00,SNOW,230300, ,22553, ,,,,Thompson Run Rd
264,34,0,0,0,13673.502495,23758,68, ,Wible Run ,Rd, ,Wible Run Rd,Wible Run Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  2335-00,SNOW-MA,233500MA, ,23758, ,,,,Wible Run Rd
265,35,0,0,0,10723.642414,23795,1, ,Horne Camp ,Rd, ,Horne Camp Rd,Camp Horne Rd,0,0,0,0, , ,County,Green,Yes,0, , ,1630,0,  1151-00,SNOW-MA,115100MA, ,23795, ,,,,Horne Camp Rd
266,36,0,0,0,10283.35379,23969,83, ,Wible-Thompson Run ,Rd, ,Wible-Thompson Run Rd,Anderson Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  2305-00,SNOW-MA,230500MA, ,23969, ,,,,Wible-Thompson Run Rd
267,123,0,0,0,10921.338865,57009,58, ,Schuette ,Rd, ,Schuette Rd,"Schuette Rd, Willet Rd (in Brentwood)",0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  5276-00,SNOW,527600, ,57009, ,,,,Scheuette Rd
268,124,0,0,0,8774.083625,57047,30, ,Homeville ,Rd, ,Homeville Rd,Greensprings Ave,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  5149-01,SNOW,514901, ,57047, ,,,,Homeville Rd/ Greensprings Ave
269,125,0,0,0,16961.910242,57226,21, ,Thoms Run & Oakdale,Rd, ,Thoms Run & OakdaleRd,Thomas Run Rd,0,0,0,0, , ,County,Orange,Yes,0, , ,1630,0,  6306-01,SNOW,630601, ,57226, ,,,,Thoms Run / Oakdale Rd
270,127,0,0,0,3666.009933,57637,155, ,White Oak Leve ,Rd, ,White Oak Leve Rd,Lincoln Way,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  4334-00,SNOW,433400, ,57637, ,,,,White Oak Level Rd
271,128,0,0,0,3310.551456,60680,70, ,Evergreen ,Rd, ,Evergreen Rd,Evergreen Rd,0,0,0,0, , ,County, , ,0, , ,1630,0,  2119-02,SNOW,211902, ,60680, ,,,,Evergreen Rd
272,129,0,0,0,2979.315089,60760,74, ,Evergreen ,Rd, ,Evergreen Rd,Evergreen Rd,0,0,0,0, , ,County, , ,0, , ,1630,0,  2119-01,SNOW,211901, ,60760, ,,,,Evergreen Rd
273,114,0,0,0,13912.437219,53879,89, ,Duncan ,Rd, ,Duncan Rd,Duncan Ave,0,0,0,0, , ,County,Green,Yes,0, , ,1630,0,  2105-00,SNOW,210500, ,53879, ,,,,Duncan Ave
274,18,0,0,0,7421.673029,17938,26, ,Walter ,Rd, ,Walter Rd,Walter Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  1324-00,SNOW,132400, ,17938, ,,,,Walter Ave
275,657,0,0,0,3294.583504,0,0, ,Potomac ,Ave, ,Potomac Ave,Potomac Ave,0,0,0,0,Greentree Rd,Banksville Rd,County, , ,2, ,n,0,0,  6257-00,SNOW, , ,81857, ,,,,Potomac Rd
276,187,0,0,0,8354.023727,73445,12, ,Saunders Station ,Rd, ,Saunders Station Rd,Saunders Station Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  3569-00,SNOW-MA,356900MA, ,73445, ,,,,Saunders Station Rd
277,586,0,0,0,13680.281847,44826,92, ,"Bethel Rd, HillCrest",, ,"Bethel Rd, HillCrest",Bethel Church Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  5028-01,SNOW,502801, ,80582, ,,,,"Bethel Rd, Hillcrest"
278,126,0,0,0,3195.202093,57592,35, ,Whitehall ,Rd, ,Whitehall Rd,Prospect Rd,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  5333-03,SNOW,533303, ,57592, ,,,,Whitehall Rd
279,9,0,0,0,5108.683236,16687,11, ,Brown ,Rd, ,Brown Rd,Brown Rd,0,0,0,0, , ,County, , ,0, , ,1630,0,  1048-00,SNOW,104800, ,16687, ,,,,Brown Rd
280,593,0,0,0,21116.384352,17260,15, ,Kummer ,Rd, ,Kummer Rd,Kummer Rd,0,0,0,0, , ,County, , ,0, , ,1630,0,  1170-00,SNOW,117000R8D1, ,80616, ,,,,Kummer Rd
281,193,0,0,0,7175.687419,73798,51, ,Hemlock ,Dr, ,Hemlock Dr,Hemlock Dr,0,0,0,0, , ,County, ,Yes,0, , ,1630,0,  2144-02,SNOW,214402, ,73798, ,,,,Hemlock Dr/ Pebbles School Rd
282,563,0,0,0,11073.323813,0,0, ,Ridge ,Rd, ,Ridge Rd,"Ridge Rd, Mobay Rd",0,0,0,0, , , , , ,0, , ,0,0,  6265-01,SNOW,626501, ,80288, ,,,,Ridge Rd
283,627,0,0,0,3223.262084,0,0, ,Ridge ,Rd, ,Ridge Rd,Ridge Rd,0,0,0,0, , , , , ,0, , ,0,0,  6265-02,SNOW,626502, ,81488, ,,,,Ridge Rd
284,,0,0,0,9543.26574,55289,, ,Verona ,Rd, ,Verona Rd,Verona Rd,0,0,0,0, , , , , ,0, , ,1630,0,  3319-00,,,,,,,,,
285,,0,0,0,435.906842,70982,, ,Haymaker ,Rd, ,Haymaker Rd,Haymaker Rd,0,0,0,0, , , , , ,0, , ,1630,0,3142-06,,314206,,,,,,,
286,,0,0,0,3246.908159,73946,, ,Oliver ,Rd, ,Oliver Rd,Fern Hollow Rd,0,0,0,0, , ,County,Orange,Yes,0, , ,1630,0,  1124-00,,,,,,,,,
292,,0,0,0,2135.97581,73058,57,,Ingomar,Rd,,Ingomar Road,Ingomar Rd,0,0,0,0,,,County,,,,,,1630,,1158-01,,,,,,,,,Ingomar Rd
308,,,,,5626.952052,,,,Oliver,Ave,,Fern Hollow Road,Oliver Ave,,,,,,,,,,,,,,,1241-00,,,,,,,,,
331,,,,,393.182144,,,,16th Street Bidge Approach,,,16th Street Bidge Approach,,,,,,,,,,,,,,,,2355-00,,235500,,,,,,,
332,,0,0,0,1688.19127,69459,34, ,Green Commons,Dr, ,Green Commons Dr ,Green Commons Dr,0,0,0,0, , , , , ,0, , ,1630,0,6318-04,SNOW,631804, ,81121, ,,,,Green Commons Dr/ Institution Dr
