RECORD_NUMBER,REGION,RESIDENCE_TYPE,FAMTYPE,POPBASE,SEX,AGE,MARSTAT,STUDENT,COB,HEALTH,ETHNICITY,RELIGIONNI,RELIGIONBNI,ECONACT,OCC,INDUSTRY,HOURS
5327463,N92000002,H,1,1,1,6,3,2,1,3,1,7,2,1,9,3,3
5302873,N92000002,H,2,1,1,7,2,2,1,1,1,2,2,5,5,2,3
5351773,N92000002,H,2,1,2,1,1,2,1,1,1,1,1,-9,-9,-9,-9
5277598,N92000002,H,5,1,1,5,1,2,1,2,1,1,1,1,3,10,3
5428715,N92000002,H,2,1,2,5,2,2,1,2,1,3,2,1,2,11,3
5354038,N92000002,H,5,1,2,5,3,2,1,2,1,5,2,1,4,12,3
5377873,N92000002,H,2,1,2,3,2,2,2,1,1,1,1,1,1,5,2
5304018,N92000002,H,3,1,1,6,4,2,1,2,1,2,2,1,5,6,3
5253443,N92000002,H,2,1,2,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5428045,N92000002,H,5,1,2,1,1,2,1,1,1,4,2,-9,-9,-9,-9
5378793,N92000002,H,1,1,2,3,1,2,1,3,1,3,2,9,-9,-9,-9
5429683,N92000002,H,2,1,1,1,1,2,1,2,1,2,2,-9,-9,-9,-9
5404629,N92000002,H,5,1,2,1,1,1,1,1,1,7,4,-9,-9,-9,-9
5305058,N92000002,H,2,1,2,6,2,2,1,2,1,1,1,5,6,12,3
5380468,N92000002,H,2,1,1,4,2,2,1,2,1,2,2,2,5,1,4
5405714,N92000002,H,2,1,1,4,2,2,1,1,1,1,1,2,5,4,3
5405174,N92000002,H,1,1,1,2,1,2,1,3,1,1,1,7,-9,-9,-9
5355653,N92000002,H,1,1,1,3,1,2,1,4,1,1,1,8,9,3,3
5356213,N92000002,H,1,1,1,6,4,2,1,2,1,8,1,2,2,12,4
5232158,N92000002,H,2,1,2,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5232098,N92000002,H,2,1,1,2,1,2,1,1,1,2,2,3,5,4,3
5331878,N92000002,H,2,1,1,1,1,1,1,2,2,1,1,-9,-9,-9,-9
5406679,N92000002,H,2,1,1,8,2,2,1,3,1,3,2,5,5,3,3
5407739,N92000002,H,3,1,1,7,5,2,1,1,1,2,2,5,8,2,3
5358158,N92000002,H,2,1,2,4,2,2,1,4,1,2,2,8,9,5,2
5382699,N92000002,H,2,1,1,1,1,1,1,1,1,2,2,-9,-9,-9,-9
5358353,N92000002,H,1,1,1,4,1,2,1,2,1,1,1,1,3,9,2
5333718,N92000002,H,2,1,2,2,1,1,1,1,1,2,2,4,7,8,2
5308618,N92000002,H,2,1,2,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5409384,N92000002,H,2,1,1,7,2,2,1,3,1,2,2,2,5,2,3
5384368,N92000002,H,2,1,2,6,2,2,1,1,1,2,2,5,7,4,2
5261018,N92000002,H,3,1,2,2,1,2,1,2,1,2,2,1,7,4,3
5314558,N92000002,H,5,1,2,3,1,2,1,3,1,1,1,8,-9,-9,-9
5337818,N92000002,H,2,1,2,4,2,2,2,1,2,1,1,1,6,11,3
5286663,N92000002,H,2,1,2,1,1,2,1,1,1,4,2,-9,-9,-9,-9
5236648,N92000002,H,5,1,2,8,5,2,1,3,1,2,2,5,1,12,3
5313128,N92000002,H,3,1,2,5,1,2,1,3,1,4,2,1,9,11,2
5336983,N92000002,H,5,1,2,3,3,2,2,1,2,7,4,3,9,5,2
5338263,N92000002,H,2,1,2,8,2,2,1,4,1,3,2,5,9,7,3
5414724,N92000002,H,2,1,1,4,2,2,1,1,1,6,3,7,3,12,3
5431785,N92000002,C,-9,1,2,2,1,1,1,1,1,1,1,4,7,4,1
5364938,N92000002,H,2,1,2,7,2,2,1,3,1,2,2,5,3,4,2
5365203,N92000002,H,3,1,2,1,1,1,1,1,1,7,4,-9,-9,-9,-9
5315873,N92000002,H,2,1,2,5,2,2,1,2,1,2,2,1,6,11,2
5241758,N92000002,H,2,1,1,6,2,2,1,2,1,7,2,5,3,6,4
5292058,N92000002,H,2,1,2,7,2,2,1,2,1,3,2,5,4,5,3
5341708,N92000002,H,2,1,2,4,2,2,1,1,1,1,1,1,9,10,2
5419965,N92000002,H,2,1,2,7,2,2,1,2,1,1,1,5,8,2,3
5346433,N92000002,H,2,1,2,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5396368,N92000002,H,2,1,2,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5247878,N92000002,H,5,1,2,5,3,2,1,3,1,6,3,5,2,11,4
5422850,N92000002,H,5,1,1,4,1,2,1,1,1,5,2,2,1,4,3
5348088,N92000002,H,5,1,2,4,3,2,1,2,1,2,2,1,9,5,2
5423345,N92000002,H,2,1,1,5,2,2,1,1,1,2,2,1,8,2,3
5250218,N92000002,H,2,1,1,2,1,1,1,1,1,2,2,6,-9,-9,-9
5325703,N92000002,H,2,1,2,4,2,2,2,1,1,7,4,1,2,11,4
5274668,N92000002,H,5,1,2,3,1,2,1,2,1,1,1,1,9,8,1
5350613,N92000002,H,2,1,1,1,1,1,1,1,1,2,2,-9,-9,-9,-9
5399164,N92000002,H,1,1,2,4,1,2,1,2,1,2,2,1,6,6,3
5251308,N92000002,H,2,1,1,5,2,2,1,2,1,2,2,1,5,3,4
5251408,N92000002,H,2,1,1,4,2,2,1,1,1,5,2,1,8,10,4
5326188,N92000002,H,1,1,2,5,1,2,1,4,1,2,2,8,9,11,4
5351443,N92000002,H,2,1,2,8,2,2,2,3,1,1,1,5,6,10,2
5426955,N92000002,H,2,1,2,3,2,2,1,2,1,8,2,2,1,4,4
5252958,N92000002,H,2,1,1,2,1,1,1,1,1,1,1,4,5,3,4
5427580,N92000002,H,2,1,2,2,1,1,2,1,2,7,2,6,-9,-9,-9
5303878,N92000002,H,2,1,1,7,2,2,1,2,1,2,2,5,5,3,3
5255478,N92000002,H,5,1,2,3,1,2,1,2,1,7,4,1,2,11,3
5404929,N92000002,H,2,1,1,1,1,1,2,1,2,1,1,-9,-9,-9,-9
5354263,N92000002,H,2,1,2,3,2,2,1,1,1,7,1,1,3,10,2
5305838,N92000002,H,2,1,1,4,2,2,1,1,1,1,1,3,5,4,3
5331098,N92000002,H,4,1,1,4,1,2,1,2,1,1,1,1,8,2,3
5355943,N92000002,H,2,1,1,1,1,1,1,2,1,1,1,-9,-9,-9,-9
5332033,N92000002,H,2,1,1,1,1,1,1,1,1,3,2,-9,-9,-9,-9
5331673,N92000002,H,2,1,2,1,1,2,1,1,1,1,1,-9,-9,-9,-9
5431300,N92000002,C,-9,1,2,8,1,2,1,3,1,4,2,5,-9,-9,-9
5431350,N92000002,C,-9,1,1,7,2,2,1,2,1,1,1,5,5,2,3
5233408,N92000002,H,2,1,2,6,2,2,1,2,1,7,2,5,4,9,1
5407419,N92000002,H,5,1,1,1,1,1,1,1,1,5,2,-9,-9,-9,-9
5407554,N92000002,H,2,1,2,3,1,2,1,1,1,2,2,1,4,7,3
5408504,N92000002,H,5,1,1,1,1,1,1,3,1,1,1,-9,-9,-9,-9
5284258,N92000002,H,1,1,2,4,5,2,1,2,1,8,2,2,6,5,2
5384268,N92000002,H,2,1,1,1,1,2,1,1,1,2,2,-9,-9,-9,-9
5260158,N92000002,H,2,1,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5335008,N92000002,H,2,1,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5235958,N92000002,H,1,1,1,2,1,2,1,2,1,4,2,1,5,3,4
5385508,N92000002,H,1,1,2,4,1,2,2,3,1,7,4,1,2,8,3
5286268,N92000002,H,2,1,1,6,2,2,1,3,1,5,2,1,5,2,3
5388173,N92000002,H,2,1,2,5,3,2,1,4,1,1,1,8,6,11,2
5387718,N92000002,H,5,1,2,5,4,2,1,2,1,1,1,1,2,10,3
5337388,N92000002,H,5,1,2,3,1,2,1,1,1,1,1,7,9,8,2
5261823,N92000002,H,2,1,2,1,1,1,1,1,1,8,4,-9,-9,-9,-9
5240008,N92000002,H,2,1,1,3,1,2,1,1,1,1,1,3,-9,-9,-9
5288698,N92000002,H,2,1,1,2,1,1,1,2,1,4,2,6,3,2,3
5238338,N92000002,H,5,1,1,1,1,1,1,3,1,3,2,-9,-9,-9,-9
5237548,N92000002,H,2,1,1,6,2,2,1,4,1,1,1,8,8,6,3
5236578,N92000002,H,5,1,2,5,3,2,1,1,1,1,1,1,1,11,2
5364158,N92000002,H,1,1,2,2,1,1,1,2,1,1,1,6,-9,-9,-9
5313478,N92000002,H,2,1,2,1,1,1,1,1,1,3,2,-9,-9,-9,-9
5361563,N92000002,H,5,1,1,1,1,1,1,1,1,8,1,-9,-9,-9,-9
5237628,N92000002,H,1,1,1,8,5,2,1,3,1,4,2,5,3,9,3
5340288,N92000002,H,3,1,2,4,3,2,1,1,1,7,4,1,4,9,3
5391183,N92000002,H,5,1,1,4,4,2,1,2,1,2,2,1,9,8,3
5266163,N92000002,H,2,1,2,5,2,2,1,2,1,7,2,1,6,11,3
5265978,N92000002,H,3,1,2,3,2,2,1,1,1,4,2,8,-9,-9,-9
5391328,N92000002,H,5,1,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5366598,N92000002,H,2,1,2,5,2,2,1,4,1,5,2,8,7,4,2
5391633,N92000002,H,2,1,1,5,2,2,1,2,1,3,2,2,1,4,4
5291698,N92000002,H,1,1,2,7,1,2,1,1,1,3,2,5,9,9,3
5392368,N92000002,H,2,1,2,2,1,2,1,1,1,1,1,1,7,12,2
5343838,N92000002,H,2,1,1,1,1,1,2,1,1,1,1,-9,-9,-9,-9
5393508,N92000002,H,2,1,1,7,2,2,1,3,1,1,1,5,9,4,3
5343483,N92000002,H,2,1,2,4,2,2,2,2,2,1,1,1,2,11,3
5295363,N92000002,H,5,1,1,1,1,2,1,3,1,1,1,-9,-9,-9,-9
5244423,N92000002,H,2,1,2,4,2,2,1,4,1,1,1,8,1,4,3
5345333,N92000002,H,1,1,1,3,1,2,1,2,1,8,1,1,4,9,3
5393993,N92000002,H,2,1,2,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5394548,N92000002,H,5,1,2,5,1,2,1,4,1,1,1,8,8,2,3
5270208,N92000002,H,2,1,1,4,2,2,1,1,1,1,1,1,3,2,3
5396113,N92000002,H,5,1,1,2,1,2,1,1,1,7,2,3,-9,-9,-9
5322328,N92000002,H,2,1,1,3,1,2,1,1,1,1,1,1,9,3,3
5272063,N92000002,H,2,1,1,2,1,1,1,1,1,1,1,4,5,3,2
5346023,N92000002,H,2,1,1,5,2,2,1,2,1,1,1,1,8,10,3
5246588,N92000002,H,5,1,2,5,3,2,1,3,1,8,2,8,8,2,3
5246138,N92000002,H,2,1,2,2,1,1,1,2,1,1,1,4,5,4,2
5321288,N92000002,H,2,1,2,2,1,1,1,1,1,1,1,6,-9,-9,-9
5272823,N92000002,H,2,1,1,3,1,2,1,1,1,1,1,1,7,4,3
5322348,N92000002,H,5,1,1,1,1,1,1,1,1,3,2,-9,-9,-9,-9
5273123,N92000002,H,2,1,2,1,1,1,1,1,1,3,2,-9,-9,-9,-9
5247908,N92000002,H,2,1,1,4,2,2,1,2,1,3,2,2,5,4,4
5297543,N92000002,H,1,1,1,4,1,2,1,3,1,1,1,1,9,8,3
5322568,N92000002,H,2,1,1,5,2,2,1,1,1,1,1,1,1,6,4
5323488,N92000002,H,2,1,2,1,1,1,1,2,1,2,2,-9,-9,-9,-9
5348583,N92000002,H,2,1,2,6,2,2,1,4,1,1,1,8,6,10,3
5398474,N92000002,H,3,1,1,5,4,2,1,1,1,2,2,5,4,9,3
5424780,N92000002,H,4,1,1,4,4,2,1,2,1,7,2,1,5,11,3
5275553,N92000002,H,2,1,2,4,2,2,1,1,1,7,2,9,4,7,2
5250548,N92000002,H,2,1,2,6,2,2,2,2,1,3,2,1,2,11,2
5299748,N92000002,H,2,1,1,1,1,1,1,1,1,7,4,-9,-9,-9,-9
5423870,N92000002,H,2,1,2,5,2,2,1,1,1,2,2,1,2,11,3
5425941,N92000002,H,2,1,2,6,2,2,1,2,1,1,1,1,4,11,3
5401119,N92000002,H,2,1,1,4,2,2,1,3,1,1,1,3,9,4,3
5401044,N92000002,H,3,1,1,5,4,2,1,1,1,1,1,1,5,3,3
5351253,N92000002,H,5,1,2,8,5,2,1,3,1,1,1,5,-9,-9,-9
5325958,N92000002,H,2,1,1,2,1,2,1,1,1,1,1,3,9,2,3
5301963,N92000002,H,2,1,2,2,1,1,1,1,1,1,1,6,-9,-9,-9
5377319,N92000002,H,2,1,2,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5401439,N92000002,H,2,1,1,5,2,2,1,2,1,1,1,1,1,4,3
5352483,N92000002,H,2,1,1,4,2,2,1,1,1,1,1,2,8,6,4
5403589,N92000002,H,2,1,1,2,1,1,1,1,1,3,2,4,2,8,3
5328913,N92000002,H,1,1,2,5,3,2,1,3,1,2,2,7,9,8,3
5428705,N92000002,H,1,1,2,7,4,2,1,2,1,3,2,1,2,8,2
5404054,N92000002,H,2,1,2,6,2,2,1,3,1,2,2,1,6,11,3
5404814,N92000002,H,1,1,1,3,1,2,1,1,1,1,1,3,7,9,3
5330028,N92000002,H,2,1,2,2,1,2,1,1,1,2,2,9,6,12,2
5430508,N92000002,H,2,1,1,5,2,2,1,1,1,1,1,1,5,3,4
5356203,N92000002,H,5,1,2,3,1,2,1,2,1,1,1,1,4,4,2
5281458,N92000002,H,3,1,1,4,1,2,1,5,1,1,1,8,9,3,4
5381683,N92000002,H,2,1,2,6,2,2,1,5,1,8,1,5,8,2,2
5356733,N92000002,H,3,1,1,3,1,2,1,1,1,8,1,1,8,2,3
5233578,N92000002,H,2,1,2,5,2,2,1,2,1,5,2,1,6,11,3
5382903,N92000002,H,2,1,2,4,2,2,1,2,1,4,2,1,3,8,2
5257933,N92000002,H,2,1,2,4,4,2,1,1,1,7,2,9,3,2,3
5332908,N92000002,H,2,1,2,4,2,2,1,1,1,5,2,7,2,11,2
5307243,N92000002,H,2,1,1,1,1,1,1,1,1,5,2,-9,-9,-9,-9
5284053,N92000002,H,2,1,1,4,2,2,1,2,1,2,2,2,3,7,3
5383883,N92000002,H,3,1,2,1,1,1,1,1,1,7,4,-9,-9,-9,-9
5283923,N92000002,H,4,1,1,4,1,2,1,1,1,3,2,1,9,4,3
5333483,N92000002,H,2,1,1,3,2,2,1,1,1,1,1,1,4,7,3
5260013,N92000002,H,2,1,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5334753,N92000002,H,3,1,1,3,1,2,2,1,1,7,4,1,8,2,3
5384553,N92000002,H,5,1,2,2,1,2,1,1,1,4,2,1,9,8,1
5384288,N92000002,H,2,1,1,2,1,2,1,2,1,2,2,1,8,3,3
5384443,N92000002,H,2,1,2,1,1,1,1,1,1,2,2,-9,-9,-9,-9
5285143,N92000002,H,3,1,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5335983,N92000002,H,2,1,2,4,2,2,1,1,1,2,2,7,3,2,3
5310798,N92000002,H,2,1,1,2,1,2,1,1,1,3,2,3,-9,-9,-9
5261233,N92000002,H,2,1,1,4,2,2,1,2,1,1,1,1,5,3,3
5238528,N92000002,H,2,1,2,2,1,2,1,1,1,4,2,1,3,7,3
5339433,N92000002,H,2,1,1,4,1,2,1,1,1,2,2,1,1,2,3
5414219,N92000002,H,2,1,1,5,2,2,1,2,1,5,2,1,4,9,3
5339888,N92000002,H,2,1,1,2,1,2,1,1,1,2,2,1,3,10,3
5389363,N92000002,H,2,1,1,1,1,1,2,2,2,6,3,-9,-9,-9,-9
5361728,N92000002,H,2,1,1,5,2,2,1,2,1,2,2,1,9,11,3
5262978,N92000002,H,5,1,2,4,3,2,1,2,1,1,1,1,4,11,3
5311998,N92000002,H,2,1,2,4,3,2,1,2,1,1,1,1,6,11,2
5240038,N92000002,H,5,1,2,3,1,2,1,2,1,1,1,1,1,4,3
5288158,N92000002,H,1,1,1,7,2,2,1,4,1,1,1,5,8,4,3
5362828,N92000002,H,2,1,1,5,2,2,1,2,1,7,1,1,8,4,3
5361143,N92000002,H,2,1,2,6,2,2,1,2,1,1,1,3,9,11,2
5314093,N92000002,H,5,1,2,1,1,1,1,1,1,7,4,-9,-9,-9,-9
5390178,N92000002,H,2,1,1,5,2,2,1,4,1,2,2,5,3,9,4
5390228,N92000002,H,2,1,1,5,2,2,1,1,1,2,2,1,5,12,3
5415024,N92000002,H,2,1,2,3,1,2,1,1,1,5,2,1,3,11,3
5340218,N92000002,H,1,1,1,5,1,2,1,2,1,3,2,3,9,6,3
5265773,N92000002,H,2,1,2,5,2,2,2,2,2,6,3,1,4,12,2
5390423,N92000002,H,2,1,2,6,2,2,1,4,1,4,2,5,9,11,3
5364928,N92000002,H,2,1,2,1,1,1,1,1,1,2,2,-9,-9,-9,-9
5241408,N92000002,H,1,1,2,7,4,2,1,1,1,4,2,5,9,11,2
5265873,N92000002,H,3,1,2,4,1,2,2,2,1,3,2,8,7,4,1
5340693,N92000002,H,2,1,2,5,2,2,1,2,1,3,2,1,4,10,3
5366058,N92000002,H,3,1,1,3,1,2,1,2,1,1,1,1,7,4,3
5341388,N92000002,H,2,1,1,6,2,2,1,2,1,2,2,2,5,4,3
5367768,N92000002,H,2,1,1,2,1,1,1,1,1,4,2,6,-9,-9,-9
5418320,N92000002,H,1,1,2,7,4,2,1,5,1,5,2,9,8,8,2
5269273,N92000002,H,5,1,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5244148,N92000002,H,2,1,2,4,2,2,1,1,1,1,1,1,2,10,3
5369673,N92000002,H,3,1,2,3,1,2,1,1,1,3,2,9,4,3,3
5245248,N92000002,H,2,1,1,4,2,2,1,1,1,1,1,1,2,10,4
5295623,N92000002,H,1,1,1,4,1,2,2,1,1,1,1,2,2,12,4
5296258,N92000002,H,2,1,2,3,2,2,1,1,1,2,2,1,2,10,2
5322173,N92000002,H,5,1,2,5,3,2,1,3,1,2,2,7,9,5,3
5422025,N92000002,H,2,1,1,2,1,1,1,1,1,2,2,6,-9,-9,-9
5397499,N92000002,H,1,1,2,7,5,2,1,4,1,3,2,5,-9,-9,-9
5323148,N92000002,H,2,1,1,2,1,2,1,1,1,1,1,1,4,7,3
5323048,N92000002,H,5,1,2,2,1,2,1,3,1,1,1,8,-9,-9,-9
5348183,N92000002,H,1,1,1,6,1,2,1,1,1,3,2,1,2,10,1
5400424,N92000002,H,2,1,1,1,1,1,2,2,2,1,1,-9,-9,-9,-9
5276138,N92000002,H,1,1,2,5,4,2,1,3,1,3,2,8,9,9,1
5301418,N92000002,H,2,1,1,5,2,2,1,1,1,1,1,2,1,5,4
5326938,N92000002,H,4,1,1,3,2,2,1,1,1,8,1,7,-9,-9,-9
5379263,N92000002,H,2,1,2,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5255518,N92000002,H,1,1,2,5,4,2,1,3,1,2,2,1,9,5,3
5379308,N92000002,H,2,1,1,8,2,2,1,1,1,3,2,5,2,10,4
5379513,N92000002,H,2,1,2,1,1,1,1,1,1,3,2,-9,-9,-9,-9
5280288,N92000002,H,5,1,2,5,4,2,1,2,1,2,2,2,5,4,3
5430174,N92000002,H,2,1,2,2,1,2,1,1,1,1,1,1,6,12,3
5430568,N92000002,H,2,1,2,2,1,1,1,3,1,8,1,6,-9,-9,-9
5405869,N92000002,H,2,1,2,3,1,2,1,1,1,3,2,1,6,11,2
5355923,N92000002,H,6,1,2,5,4,2,2,1,1,1,1,1,9,11,2
5356368,N92000002,H,2,1,1,2,1,2,1,1,1,1,1,3,-9,-9,-9
5332118,N92000002,H,2,1,2,3,2,2,2,2,1,8,2,1,4,8,2
5356793,N92000002,H,2,1,1,4,1,2,1,2,1,1,1,9,-9,-9,-9
5356703,N92000002,H,2,1,1,7,2,2,1,1,1,5,2,5,8,5,2
5357153,N92000002,H,2,1,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5283128,N92000002,H,1,1,2,8,4,2,1,3,1,3,2,5,7,4,2
5383123,N92000002,H,2,1,2,5,2,2,1,2,1,4,2,1,1,5,3
5258898,N92000002,H,2,1,1,1,1,2,1,1,1,3,2,-9,-9,-9,-9
5284193,N92000002,H,3,1,2,1,1,1,1,1,1,4,2,-9,-9,-9,-9
5358528,N92000002,H,5,1,2,2,1,2,1,1,1,1,1,1,4,4,3
5284063,N92000002,H,5,1,2,3,2,2,2,2,1,5,2,1,7,2,2
5333348,N92000002,H,1,1,1,4,1,2,1,1,1,5,2,1,4,4,3
5409644,N92000002,H,5,1,2,2,1,2,1,1,1,1,1,3,7,4,2
5384513,N92000002,H,2,1,1,2,1,2,1,1,1,2,2,2,1,4,4
5260103,N92000002,H,2,1,1,2,1,2,1,2,1,2,2,1,7,4,1
5309168,N92000002,H,2,1,2,3,2,2,1,1,1,2,2,1,4,10,3
5259828,N92000002,H,2,1,2,5,2,2,1,1,1,2,2,1,4,8,2
5235548,N92000002,H,2,1,2,1,1,1,1,4,1,1,1,-9,-9,-9,-9
5335628,N92000002,H,2,1,2,2,1,2,1,2,1,7,4,3,7,4,1
5236388,N92000002,H,2,1,1,1,1,1,1,1,1,2,2,-9,-9,-9,-9
5413669,N92000002,H,5,1,2,1,1,1,2,2,2,8,2,-9,-9,-9,-9
5387993,N92000002,H,4,1,1,3,1,2,1,3,1,3,2,8,7,4,3
5338323,N92000002,H,5,1,2,3,1,2,1,2,1,8,1,7,7,4,3
5287098,N92000002,H,3,1,2,1,1,1,1,1,1,8,4,-9,-9,-9,-9
5386388,N92000002,H,3,1,2,1,1,1,1,1,1,7,4,-9,-9,-9,-9
5312773,N92000002,H,5,1,1,1,1,2,1,1,1,1,1,-9,-9,-9,-9
5387388,N92000002,H,1,1,1,6,1,2,2,1,1,8,1,1,5,2,3
5389753,N92000002,H,5,1,1,4,1,2,1,1,1,4,2,1,2,11,3
5388988,N92000002,H,2,1,2,5,2,2,1,1,1,2,2,1,2,8,2
5363983,N92000002,H,1,1,1,2,1,1,1,1,1,2,2,4,7,8,3
5412794,N92000002,H,2,1,2,8,2,2,1,3,1,3,2,5,9,8,2
5287128,N92000002,H,2,1,1,5,2,2,1,2,1,1,1,1,2,11,3
5387953,N92000002,H,2,1,1,2,1,1,2,1,1,7,2,4,3,10,2
5390973,N92000002,H,2,1,2,6,2,2,1,1,1,2,2,5,7,4,3
5415439,N92000002,H,2,1,2,5,2,2,2,3,1,1,1,1,2,10,3
5416824,N92000002,H,5,1,2,2,1,2,1,4,1,1,1,9,-9,-9,-9
5242638,N92000002,H,5,1,1,2,1,1,1,1,1,1,1,6,-9,-9,-9
5317503,N92000002,H,2,1,1,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5392318,N92000002,H,6,1,1,4,1,2,1,1,1,1,1,1,5,12,3
5268323,N92000002,H,2,1,1,3,1,2,1,2,1,1,1,8,4,12,3
5418765,N92000002,H,2,1,2,6,2,2,1,2,1,3,2,7,4,2,3
5243378,N92000002,H,2,1,1,5,2,2,1,2,1,3,2,1,8,6,3
5292173,N92000002,H,2,1,1,1,1,2,1,1,1,3,2,-9,-9,-9,-9
5318373,N92000002,H,1,1,2,1,1,1,1,1,1,8,1,-9,-9,-9,-9
5268438,N92000002,H,2,1,1,5,2,2,1,2,1,1,1,1,8,2,3
5392813,N92000002,H,3,1,2,2,1,2,1,2,1,7,4,9,-9,-9,-9
5320178,N92000002,H,5,1,2,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5269478,N92000002,H,2,1,1,3,1,2,1,1,1,1,1,1,4,9,3
5419740,N92000002,H,5,1,2,2,1,2,1,1,1,1,1,1,6,11,2
5344383,N92000002,H,5,1,2,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5345798,N92000002,H,2,1,2,2,1,1,1,1,1,2,2,6,-9,-9,-9
5270908,N92000002,H,1,1,2,2,1,2,1,1,1,1,1,1,7,4,2
5246038,N92000002,H,3,1,2,3,1,2,1,2,1,8,1,1,6,11,2
5346473,N92000002,H,2,1,2,5,2,2,1,2,1,3,2,1,4,9,3
5371513,N92000002,H,2,1,1,3,2,2,1,2,1,3,2,1,3,2,3
5421705,N92000002,H,2,1,1,2,1,1,1,2,1,1,1,4,8,2,2
5296788,N92000002,H,5,1,2,3,1,2,1,2,1,1,1,1,4,8,2
5347628,N92000002,H,2,1,1,6,2,2,1,3,1,1,1,8,5,2,3
5397264,N92000002,H,3,1,2,3,1,2,1,1,1,4,2,1,6,10,2
5348113,N92000002,H,2,1,2,1,1,2,1,1,1,5,2,-9,-9,-9,-9
5348903,N92000002,H,2,1,1,6,2,2,1,2,1,2,2,1,9,8,4
5349313,N92000002,H,5,1,2,4,3,2,1,5,1,1,1,8,-9,-9,-9
5399454,N92000002,H,2,1,2,6,2,2,1,1,1,2,2,5,4,3,2
5350228,N92000002,H,2,1,2,1,1,1,1,1,1,7,2,-9,-9,-9,-9
5275708,N92000002,H,5,1,2,7,3,2,1,3,1,3,2,5,-9,-9,-9
5324873,N92000002,H,1,1,1,5,4,2,1,1,1,7,2,1,8,11,3
5400104,N92000002,H,1,1,2,4,1,2,1,2,1,8,2,1,4,10,3
5274828,N92000002,H,2,1,1,1,1,2,1,1,1,5,2,-9,-9,-9,-9
5250578,N92000002,H,1,1,1,3,3,2,1,1,1,8,4,1,2,2,3
5251593,N92000002,H,5,1,2,8,5,2,1,1,1,1,1,5,2,10,2
5276088,N92000002,H,2,1,2,1,1,1,2,1,1,1,1,-9,-9,-9,-9
5352618,N92000002,H,2,1,2,4,2,2,2,1,1,1,1,7,6,8,3
5351598,N92000002,H,2,1,1,2,1,1,1,1,1,1,1,6,-9,-9,-9
5327228,N92000002,H,5,1,2,2,1,2,1,1,1,8,1,2,2,8,3
5252488,N92000002,H,3,1,2,6,4,2,1,3,1,1,1,5,4,4,3
5427325,N92000002,H,2,1,1,7,2,2,1,3,1,1,1,5,9,5,3
5352433,N92000002,H,2,1,2,4,2,2,1,1,1,1,1,1,7,4,2
5352173,N92000002,H,1,1,2,2,1,2,2,2,1,1,1,1,9,5,2
5377803,N92000002,H,2,1,2,5,2,2,1,1,1,2,2,1,9,9,1
5426770,N92000002,H,2,1,2,1,1,1,1,1,1,1,1,-9,-9,-9,-9
5303073,N92000002,H,5,1,1,1,1,1,1,3,1,1,1,-9,-9,-9,-9
5303958,N92000002,H,2,1,2,5,2,2,1,1,1,2,2,1,2,10,3
5303193,N92000002,H,2,1,1,1,1,1,1,1,1,2,2,-9,-9,-9,-9
5378298,N92000002,H,5,1,2,5,4,2,1,1,1,1,1,1,2,8,3
5354643,N92000002,H,2,1,1,5,2,2,1,1,1,7,2,1,2,4,3
5254823,N92000002,H,2,1,1,5,2,2,1,1,1,3,2,1,2,8,3
5279978,N92000002,H,5,1,2,6,4,2,1,1,1,7,2,1,7,7,3
5428965,N92000002,H,2,1,1,4,2,2,1,1,1,7,4,2,8,3,4
5429808,N92000002,H,2,1,2,7,2,2,1,1,1,2,2,5,9,5,2
5354428,N92000002,H,3,1,1,7,4,2,1,3,1,7,2,5,8,4,3
5330503,N92000002,H,3,1,1,3,1,2,2,2,1,1,1,1,5,2,3
5281578,N92000002,H,2,1,2,4,2,2,1,2,1,1,1,1,7,4,2
5281163,N92000002,H,1,1,1,6,3,2,1,4,1,1,1,8,9,2,3
5406048,N92000002,H,2,1,2,5,2,2,1,1,1,1,1,1,7,4,2
5356378,N92000002,H,2,1,1,1,1,1,1,1,1,3,2,-9,-9,-9,-9
5406994,N92000002,H,5,1,1,5,1,2,1,2,1,2,2,3,8,11,3
5307168,N92000002,H,1,1,2,8,5,2,1,3,1,2,2,5,9,11,3
5307658,N92000002,H,2,1,2,7,2,2,1,3,1,2,2,5,9,8,3
5307803,N92000002,H,5,1,2,4,3,1,1,1,1,7,4,6,7,4,2
